record_id,paper_id,tea_type,material_form,component_group,compound_name,activity_category,endpoint_label,study_type,evidence_level,model_system,dose_exposure,effect_direction,processing_step,extraction_method,cultivar,origin,mechanism_label,microbiota_taxon,microbial_metabolite,host_phenotype,claim_text_raw,confidence_score,annotator_id,adjudication_status,notes
PMID_41621929_AUTO1,PMID_41621929,green tea,tea extract,whole extract,,antioxidant,oxidative stress or antioxidant-status outcome,animal study,preclinical_in_vivo,animal model,needs manual extraction,positive,,other extraction,,,needs manual extraction,,,oxidative stress phenotype,"Evaluation of Antioxidant Activity and Phenolic Content of Medicinal Plants Extracted by Ethanol, Methanol, and Water.",0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=antioxidant.
PMID_41621019_AUTO1,PMID_41621019,green tea,purified component,catechins,,anti-inflammatory,inflammation-related outcome,animal study,preclinical_in_vivo,animal model,needs manual extraction,positive,,,,,needs manual extraction,,,inflammation phenotype,Enzymatic preparation of epigallocatechin gallate diglucoside and bioactivity assessment.,0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=anti-inflammatory.
PMID_41617902_AUTO1,PMID_41617902,unspecified tea,unspecified material,caffeine,,antioxidant,oxidative stress or antioxidant-status outcome,animal study,preclinical_in_vivo,animal model,needs manual extraction,positive,,,,,needs manual extraction,,,oxidative stress phenotype,Chemometric and metabolomic profiles of global tea brands sold in Saudi Arabia.,0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=antioxidant.
PMID_41617244_AUTO1,PMID_41617244,unspecified tea,tea extract,whole extract,,other,candidate endpoint from title,systematic review,evidence_synthesis_nonquantitative,review synthesis,needs manual extraction,positive,,other extraction,,,,,,,Ginger pharmacology from tradition to innovation: modern clinical relevance and nanotherapeutics.,0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=other.
PMID_41612904_AUTO1,PMID_41612904,unspecified tea,tea extract,whole extract,,anti-inflammatory,inflammation-related outcome,animal study,preclinical_in_vivo,animal model,needs manual extraction,positive,,other extraction,,,needs manual extraction,,,inflammation phenotype,"Phytochemical profile and multi-target biological activities of Sideritis lanata water extract: antioxidant, enzyme inhibition, and anti-inflammatory potential.",0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=anti-inflammatory.
PMID_41612904_AUTO2,PMID_41612904,unspecified tea,tea extract,whole extract,,antioxidant,oxidative stress or antioxidant-status outcome,animal study,preclinical_in_vivo,animal model,needs manual extraction,positive,,other extraction,,,needs manual extraction,,,oxidative stress phenotype,"Phytochemical profile and multi-target biological activities of Sideritis lanata water extract: antioxidant, enzyme inhibition, and anti-inflammatory potential.",0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=antioxidant.
PMID_41607156_AUTO1,PMID_41607156,green tea,tea extract,catechins,,anti-inflammatory,inflammation-related outcome,animal study,preclinical_in_vivo,animal model,needs manual extraction,positive,,,,,needs manual extraction,,,inflammation phenotype,Effect of Epigallocatechin-3-Gallate on Depression-Related Cytokines in Thalassemia Patients: Molecular and Cellular Evaluation.,0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=anti-inflammatory.
PMID_41605387_AUTO1,PMID_41605387,unspecified tea,tea extract,tea polysaccharides,,gut microbiota modulation,gut microbiota modulation,animal study,preclinical_in_vivo,animal model,needs manual extraction,positive,,,,,needs manual extraction,taxa as reported,,microbiota-related host phenotype,Pectic polysaccharides from tea residues: Structural characterization and molecular evolution throughout in vitro fecal fermentation.,0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=gut microbiota modulation.
PMID_41599956_AUTO1,PMID_41599956,green tea,tea infusion,multiple component groups,,other,candidate endpoint from title,animal study,preclinical_in_vivo,animal model,needs manual extraction,positive,,,,,,,,,Exploring the Effects of Teas with Different Fermentation Levels and Black Coffee on the Body via the Urine Proteome.,0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=other.
PMID_41599929_AUTO1,PMID_41599929,unspecified tea,purified component,catechins,,gut microbiota modulation,gut microbiota modulation,systematic review,evidence_synthesis_nonquantitative,review synthesis,needs manual extraction,positive,,,,,needs manual extraction,taxa as reported,,microbiota-related host phenotype,"Dietary (-)-Epigallocatechin Gallate (EGCG): State-of-the-Art Advances in Bioactivities, Bioavailability Enhancement Strategies, and Applications in Nutrition and Health.",0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=gut microbiota modulation.
PMID_41599419_AUTO1,PMID_41599419,fermented tea,fermented beverage,mixed polyphenols,,antioxidant,oxidative stress or antioxidant-status outcome,animal study,preclinical_in_vivo,animal model,needs manual extraction,positive,fermentation/oxidation,,,,needs manual extraction,,,oxidative stress phenotype,"Dose-Dependent Effects of Pear (Pyrus communis L.) Juice on Kombucha Polyphenols, Antioxidant Capacity, and Enzyme Inhibition.",0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=antioxidant.
PMID_41596333_AUTO1,PMID_41596333,unspecified tea,tea extract,whole extract,,gut microbiota modulation,gut microbiota modulation,animal study,preclinical_in_vivo,mouse model,needs manual extraction,positive,,other extraction,,,needs manual extraction,taxa as reported,,microbiota-related host phenotype,Enhanced Effects of Complex Tea Extract and the Postbiotic BPL1(®) HT on Ameliorating the Cardiometabolic Alterations Associated with Metabolic Syndrome in Mice.,0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=gut microbiota modulation.
PMID_41596333_AUTO2,PMID_41596333,unspecified tea,tea extract,whole extract,,metabolic improvement,metabolic syndrome-related improvement,animal study,preclinical_in_vivo,mouse model,needs manual extraction,positive,,other extraction,,,needs manual extraction,,,metabolic syndrome phenotype,Enhanced Effects of Complex Tea Extract and the Postbiotic BPL1(®) HT on Ameliorating the Cardiometabolic Alterations Associated with Metabolic Syndrome in Mice.,0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=metabolic improvement.
PMID_41587797_AUTO1,PMID_41587797,unspecified tea,purified component,catechins,,antioxidant,oxidative stress or antioxidant-status outcome,systematic review,evidence_synthesis_nonquantitative,review synthesis,needs manual extraction,positive,,,,,neuroprotection-related mechanism,,,oxidative stress phenotype,"Dietary Antioxidants, Polyphenols, and Vascular Health: Insights From Ultrasound Measurement of Carotid Intima-Media Thickness and Their Association With Cognitive Function in Aging and Neurodegenerative Diseases.",0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=antioxidant.
PMID_41587797_AUTO2,PMID_41587797,unspecified tea,purified component,catechins,,neuroprotection,cognition or neural-protection-related outcome,systematic review,evidence_synthesis_nonquantitative,review synthesis,needs manual extraction,positive,,,,,neuroprotection-related mechanism,,,cognition or neural phenotype,"Dietary Antioxidants, Polyphenols, and Vascular Health: Insights From Ultrasound Measurement of Carotid Intima-Media Thickness and Their Association With Cognitive Function in Aging and Neurodegenerative Diseases.",0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=neuroprotection.
PMID_41581373_AUTO1,PMID_41581373,green tea,tea extract,catechins,,anti-obesity,obesity-related phenotype,animal study,preclinical_in_vivo,animal model,needs manual extraction,positive,,other extraction,,,needs manual extraction,,,obesity-related phenotype,CRISPR-based chemogenomic profiling reveals redox vulnerabilities to epigallocatechin-3-gallate and green tea polyphenol extract.,0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=anti-obesity.
PMID_41577286_AUTO1,PMID_41577286,unspecified tea,purified component,mixed polyphenols,,antioxidant,oxidative stress or antioxidant-status outcome,animal study,preclinical_in_vivo,animal model,needs manual extraction,positive,,,,,needs manual extraction,,,oxidative stress phenotype,Study of polyphenol-pea protein isolate nanofiber interactions: Conformational changes and emulsification stability mechanisms.,0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=antioxidant.
PMID_41572086_AUTO1,PMID_41572086,green tea,purified component,tea polysaccharides,,other,candidate endpoint from title,animal study,preclinical_in_vivo,animal model,needs manual extraction,positive,,,,,,,,,"An integrated in-vitro, transcriptomic, and in-silico approach to understand the molecular mechanism of quorum-sensing inhibition by Epigallocatechin-3-gallate (EGCG) in Chromobacterium violaceum.",0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=other.
PMID_41564650_AUTO1,PMID_41564650,unspecified tea,purified component,catechins,,anti-inflammatory,inflammation-related outcome,animal study,preclinical_in_vivo,animal model,needs manual extraction,positive,,,,,needs manual extraction,,,inflammation phenotype,Biomimetic pore-throat engineered ultrahigh molecular weight polyethylene with sustained tea polyphenol release for infection-resistant joint implant material.,0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=anti-inflammatory.
PMID_41560832_AUTO1,PMID_41560832,unspecified tea,purified component,mixed polyphenols,,cardiovascular protection,cardiovascular or mortality-related outcome,animal study,preclinical_in_vivo,animal model,needs manual extraction,positive,,,,,barrier-related mechanism,,,,Treating acute respiratory distress syndrome with a multifaceted nanomedicine: Inhibition of PANoptosis and enhancement of lung barrier integrity.,0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=cardiovascular protection.
PMID_41559215_AUTO1,PMID_41559215,green tea,purified component,theaflavins,,antioxidant,oxidative stress or antioxidant-status outcome,animal study,preclinical_in_vivo,animal model,needs manual extraction,positive,,,,,needs manual extraction,,,oxidative stress phenotype,In vitro release kinetics and in vivo plasma exposure of green tea polyphenols and caffeine from iron oxide chitosan nanoparticles.,0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=antioxidant.
PMID_41558631_AUTO1,PMID_41558631,unspecified tea,unspecified material,multiple component groups,,gut microbiota modulation,gut microbiota modulation,animal study,preclinical_in_vivo,animal model,needs manual extraction,positive,,,,,needs manual extraction,taxa as reported,,microbiota-related host phenotype,"Production of two Kımı pickles using the whey and vinegar as fermentation media and determination of bacterial and fungal microbiota, antibacterial and antibiofilm activities of Kımı pickles.",0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=gut microbiota modulation.
PMID_41554089_AUTO1,PMID_41554089,green tea,tea extract,whole extract,,anti-inflammatory,inflammation-related outcome,animal study,preclinical_in_vivo,animal model,needs manual extraction,positive,,other extraction,,,needs manual extraction,,,inflammation phenotype,Green-synthesized silver-alginate-ciprofloxacin hydrogel: A multifaceted therapeutic for enhanced diabetic and burn Wound healing.,0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=anti-inflammatory.
PMID_41548613_AUTO1,PMID_41548613,unspecified tea,purified component,mixed polyphenols,,gut microbiota modulation,gut microbiota modulation,systematic review,evidence_synthesis_nonquantitative,review synthesis,needs manual extraction,positive,,,,,microbiota-associated mechanism,taxa as reported,,microbiota-related host phenotype,Mechanism of tea polyphenols improving sleep by regulating neurotransmitters through the gut microbiota-brain axis.,0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=gut microbiota modulation.
PMID_41548598_AUTO1,PMID_41548598,unspecified tea,tea infusion,multiple component groups,,anti-obesity,obesity-related phenotype,cohort study,human_observational,review synthesis,needs manual extraction,positive,,,,,needs manual extraction,,,obesity-related phenotype,"Interactions between genetic predisposition to obesity, insulin resistance and type 2 diabetes risk, and food or beverage intake for incident type 2 diabetes: European Prospective Investigation into Cancer and Nutrition (EPIC) InterAct case-cohort study.",0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=anti-obesity.
PMID_41547013_AUTO1,PMID_41547013,black tea,tea leaf,theanine,,gut microbiota modulation,gut microbiota modulation,animal study,preclinical_in_vivo,animal model,needs manual extraction,positive,processing category contrast,,,,needs manual extraction,taxa as reported,,microbiota-related host phenotype,Differences and correlations between chiral amino acid contents and microbiota in different processing stages of Keemun black tea.,0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=gut microbiota modulation.
PMID_41544875_AUTO1,PMID_41544875,unspecified tea,purified component,tea polysaccharides,,gut microbiota modulation,gut microbiota modulation,animal study,preclinical_in_vivo,animal model,needs manual extraction,positive,,,,,needs manual extraction,taxa as reported,,microbiota-related host phenotype,Differential toll-like receptor 2 activation by Akkermansia muciniphila and Bacteroides thetaiotaomicron mediates the beneficial effects of Fu brick tea polysaccharide against colitis.,0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=gut microbiota modulation.
PMID_41544473_AUTO1,PMID_41544473,unspecified tea,purified component,tea polysaccharides,,antioxidant,oxidative stress or antioxidant-status outcome,animal study,preclinical_in_vivo,animal model,needs manual extraction,positive,,,,,needs manual extraction,,,oxidative stress phenotype,Spray-dried soy protein/tamarind seed polysaccharide/tea polyphenol ternary complexes with enzymatic and natural crosslinking enhance probiotic viability.,0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=antioxidant.
PMID_41534752_AUTO1,PMID_41534752,unspecified tea,tea extract,catechins,,gut microbiota modulation,gut microbiota modulation,animal study,preclinical_in_vivo,animal model,needs manual extraction,positive,,,,,needs manual extraction,taxa as reported,,microbiota-related host phenotype,"Alleviation of adverse effects associated with α-glucosidase inhibitors by Ocimum basilicum L., Matricaria chamomilla L., and Salvia officinalis L. reveals novel selective inhibition of Bacillus α-glucosidase by acarbose.",0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=gut microbiota modulation.
PMID_41519326_AUTO1,PMID_41519326,unspecified tea,purified component,mixed polyphenols,,anti-inflammatory,inflammation-related outcome,animal study,preclinical_in_vivo,animal model,needs manual extraction,positive,,,,,needs manual extraction,,,inflammation phenotype,Multifunctional hydrogel based on oxidized sodium alginate and carboxymethyl chitosan delivers minoxidil loaded liposomes for the treatment of androgenetic alopecia.,0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=anti-inflammatory.
PMID_41515260_AUTO1,PMID_41515260,green tea,tea extract,catechins,,anti-obesity,obesity-related phenotype,randomized controlled trial,human_interventional,human trial participants,needs manual extraction,positive,,other extraction,,,needs manual extraction,,,obesity-related phenotype,Effects of Green Tea Extract Supplementation on Inflammatory Cytokines Among Postmenopausal Women with Overweight or Obesity-A Secondary Analysis of a Randomized Controlled Trial.,0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=anti-obesity.
PMID_41515258_AUTO1,PMID_41515258,green tea,purified component,mixed polyphenols,,anti-inflammatory,inflammation-related outcome,systematic review,evidence_synthesis_nonquantitative,review synthesis,needs manual extraction,mixed,,,,,needs manual extraction,,,inflammation phenotype,The Role of Lifestyle and Diet in the Treatment of Endometriosis: A Review.,0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=anti-inflammatory.
PMID_41496404_AUTO1,PMID_41496404,unspecified tea,purified component,catechins,,other,candidate endpoint from title,animal study,preclinical_in_vivo,animal model,needs manual extraction,positive,,,,,,,,,Multiscale mechanistic insights into sonochemical energy coupling and flavor evolution in Pu‑erh tea.,0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=other.
PMID_41490780_AUTO1,PMID_41490780,unspecified tea,unspecified material,multiple component groups,,anti-obesity,obesity-related phenotype,randomized controlled trial,human_interventional,human adults,needs manual extraction,positive,,,,,needs manual extraction,,,obesity-related phenotype,A Real-Life Digital Intervention for Personalized Nutrition in Adults With Overweight or Obesity: Remote Randomized Controlled Trial.,0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=anti-obesity.
PMID_41483799_AUTO1,PMID_41483799,unspecified tea,purified component,mixed polyphenols,,anti-inflammatory,inflammation-related outcome,animal study,preclinical_in_vivo,animal model,needs manual extraction,positive,,,,,needs manual extraction,,,inflammation phenotype,Oral environment targeting sutures for refractory oral wound.,0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=anti-inflammatory.
PMID_41475763_AUTO1,PMID_41475763,unspecified tea,purified component,tea polysaccharides,,gut microbiota modulation,gut microbiota modulation,animal study,preclinical_in_vivo,animal model,needs manual extraction,positive,,,,,needs manual extraction,taxa as reported,,microbiota-related host phenotype,Structural characterization and lipid-modulating effects of an inulin-type fructan from Bacillus amyloliquefaciens D189: Unraveling the microbiota-gut-liver axis.,0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=gut microbiota modulation.
PMID_41474664_AUTO1,PMID_41474664,unspecified tea,tea extract,mixed polyphenols,,cardiovascular protection,cardiovascular or mortality-related outcome,systematic review,evidence_synthesis_nonquantitative,review synthesis,needs manual extraction,positive,,,,,,,,,Phytochemicals as Emerging Antiproliferative Agents in Head and Neck Cancer: Molecular Mechanisms and Therapeutic Strategies.,0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=cardiovascular protection.
PMID_41449627_AUTO1,PMID_41449627,green tea,purified component,theanine,,antioxidant,oxidative stress or antioxidant-status outcome,animal study,preclinical_in_vivo,animal model,needs manual extraction,positive,,,,,needs manual extraction,,,oxidative stress phenotype,Impact of storage temperature on green tea quality: an assessment based on compositional changes.,0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=antioxidant.
PMID_41447897_AUTO1,PMID_41447897,unspecified tea,tea extract,whole extract,,neuroprotection,cognition or neural-protection-related outcome,animal study,preclinical_in_vivo,animal model,needs manual extraction,positive,,other extraction,,,needs manual extraction,,,cognition or neural phenotype,Computer-aided fabrication of molecularly imprinted COFs for enantioselective extraction of dihydroquercetin from vine tea.,0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=neuroprotection.
PMID_41439563_AUTO1,PMID_41439563,unspecified tea,unspecified material,multiple component groups,,anti-inflammatory,inflammation-related outcome,systematic review,evidence_synthesis_nonquantitative,review synthesis,needs manual extraction,mixed,,,,,needs manual extraction,,,inflammation phenotype,Medicinal Plants for Acne Vulgaris: An Evidence-Based Review of Treatments Promoted by Social Media.,0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=anti-inflammatory.
PMID_41435602_AUTO1,PMID_41435602,black tea,tea extract,whole extract,,anti-inflammatory,inflammation-related outcome,animal study,preclinical_in_vivo,animal model,needs manual extraction,positive,,other extraction,,,needs manual extraction,,,inflammation phenotype,Black tea extract exerts a protective effect on diethylnitrosamine-induced hepatic precancerous lesions through the Nrf2 signaling pathway.,0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=anti-inflammatory.
PMID_41431168_AUTO1,PMID_41431168,yellow tea,purified component,theanine,,gut microbiota modulation,gut microbiota modulation,systematic review,evidence_synthesis_nonquantitative,review synthesis,needs manual extraction,positive,,,,,needs manual extraction,taxa as reported,,microbiota-related host phenotype,"Unravelling the Mechanisms of Tea Against NAFLD: An Integration of Bibliometrics, Network Pharmacology, and the Gut-Liver Axis.",0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=gut microbiota modulation.
PMID_41431168_AUTO2,PMID_41431168,yellow tea,purified component,theanine,,metabolic improvement,NAFLD-related metabolic improvement,systematic review,evidence_synthesis_nonquantitative,review synthesis,needs manual extraction,positive,,,,,needs manual extraction,,,NAFLD phenotype,"Unravelling the Mechanisms of Tea Against NAFLD: An Integration of Bibliometrics, Network Pharmacology, and the Gut-Liver Axis.",0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=metabolic improvement.
PMID_41411000_AUTO1,PMID_41411000,unspecified tea,unspecified material,multiple component groups,,anti-inflammatory,inflammation-related outcome,animal study,preclinical_in_vivo,animal model,needs manual extraction,positive,,,,,needs manual extraction,,,inflammation phenotype,"Tea and coffee intakes, COPD, adult asthma, and lung function in the UK Biobank.",0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=anti-inflammatory.
PMID_41384531_AUTO1,PMID_41384531,green tea,purified component,tea polysaccharides,,gut microbiota modulation,gut microbiota modulation,animal study,preclinical_in_vivo,animal model,needs manual extraction,positive,,,,,microbiota-associated mechanism,taxa as reported,,microbiota-related host phenotype,In vitro simulated digestion and fermentation of Lithocarpus litseifolius [Hance] Chun green tea polysaccharides and their modulation of the gut microbiota.,0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=gut microbiota modulation.
PMID_41371855_AUTO1,PMID_41371855,white tea,purified component,tea polysaccharides,,gut microbiota modulation,gut microbiota modulation,animal study,preclinical_in_vivo,animal model,needs manual extraction,positive,,,,,microbiota-associated mechanism; inflammation-related mechanism,taxa as reported,,microbiota-related host phenotype,A triple-helix white tea polysaccharide alleviates ulcerative colitis via the gut microbiota-metabolites-inflammation regulatory axis.,0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=gut microbiota modulation.
PMID_41371855_AUTO2,PMID_41371855,white tea,purified component,tea polysaccharides,,anti-inflammatory,inflammation-related outcome,animal study,preclinical_in_vivo,animal model,needs manual extraction,positive,,,,,microbiota-associated mechanism; inflammation-related mechanism,taxa as reported,,inflammation phenotype,A triple-helix white tea polysaccharide alleviates ulcerative colitis via the gut microbiota-metabolites-inflammation regulatory axis.,0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=anti-inflammatory.
PMID_41366683_AUTO1,PMID_41366683,green tea,tea extract,whole extract,,cardiovascular protection,cardiovascular or mortality-related outcome,systematic review,evidence_synthesis_nonquantitative,review synthesis,needs manual extraction,positive,,other extraction,,,,,,,"Herbal Remedies in Global Health Care: Classification, Toxicology, and Clinical Management.",0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=cardiovascular protection.
PMID_41353598_AUTO1,PMID_41353598,green tea,unspecified material,multiple component groups,,other,candidate endpoint from title,systematic review,evidence_synthesis_nonquantitative,review synthesis,needs manual extraction,mixed,,,,,,,,,Advances in Supportive Therapy for Patients With Thalassemia: A Systematic Review.,0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=other.
PMID_41343461_AUTO1,PMID_41343461,green tea,purified component,catechins,,anti-inflammatory,inflammation-related outcome,animal study,preclinical_in_vivo,animal model,needs manual extraction,positive,,,,,needs manual extraction,,,inflammation phenotype,Formulation optimization and biodistribution of epigallocatechin gallate phospholipid complex-loaded NLCs for rheumatoid arthritis treatment.,0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=anti-inflammatory.
PMID_41337925_AUTO1,PMID_41337925,unspecified tea,tea extract,mixed polyphenols,,antioxidant,oxidative stress or antioxidant-status outcome,animal study,preclinical_in_vivo,animal model,needs manual extraction,positive,,other extraction,,,needs manual extraction,,,oxidative stress phenotype,Sustainable extraction and bioconversion of tea stems using NADES: Dual benefits in polyphenolic recovery and carbohydrates enzymatic hydrolysis.,0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=antioxidant.
PMID_41314057_AUTO1,PMID_41314057,unspecified tea,tea infusion,multiple component groups,,anti-obesity,obesity-related phenotype,cohort study,human_observational,review synthesis,needs manual extraction,positive,,,,,needs manual extraction,,,obesity-related phenotype,Associations of Individual Beverage Types and Substitution with Dementia Risk: A UK Biobank Cohort Study.,0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=anti-obesity.
PMID_41308222_AUTO1,PMID_41308222,fermented tea,fermented beverage,multiple component groups,,neuroprotection,cognition or neural-protection-related outcome,animal study,preclinical_in_vivo,animal model,needs manual extraction,positive,fermentation/oxidation,,,,needs manual extraction,,,cognition or neural phenotype,Green and roasted coffee as novel substrates for kombucha fermentation: Modulation of bioactivity and phenolic profile.,0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=neuroprotection.
PMID_41290504_AUTO1,PMID_41290504,green tea,purified component,catechins,,other,candidate endpoint from title,systematic review,evidence_synthesis_nonquantitative,review synthesis,needs manual extraction,positive,,,,,,,,,Plant-derived immunomodulators in cancer: Balancing immune activation and suppression within the tumor microenvironment.,0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=other.
PMID_41284344_AUTO1,PMID_41284344,green tea,purified component,catechins,,anti-obesity,obesity-related phenotype,animal study,preclinical_in_vivo,animal model,needs manual extraction,positive,,,,,needs manual extraction,,,obesity-related phenotype,Myeloid Cell-Specific Knockout of 67-kDa Laminin Receptor Abolishes the Antifibrotic and Antiobesity Effects of Green Tea Polyphenol EGCG.,0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=anti-obesity.
PMID_41275554_AUTO1,PMID_41275554,green tea,fermented beverage,caffeine,,antioxidant,oxidative stress or antioxidant-status outcome,animal study,preclinical_in_vivo,animal model,needs manual extraction,positive,fermentation/oxidation,,,,needs manual extraction,,,oxidative stress phenotype,Preparation of high polyphenol-low caffeine instant tea powder by exploring and regulating the changes of key functional compounds during kombucha fermentation.,0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=antioxidant.
PMID_41220294_AUTO1,PMID_41220294,green tea,purified component,tea polysaccharides,,cardiovascular protection,cardiovascular or mortality-related outcome,animal study,preclinical_in_vivo,animal model,needs manual extraction,positive,,,,,,,,,Tailoring Injectable Chitosan-Cellulose Quaternary Hydrogels Through Room-Temperature Diels-Alder for Accelerating Wound Healing.,0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=cardiovascular protection.
PMID_41195861_AUTO1,PMID_41195861,unspecified tea,purified component,mixed polyphenols,,anti-inflammatory,inflammation-related outcome,animal study,preclinical_in_vivo,animal model,needs manual extraction,positive,,,,,needs manual extraction,,,inflammation phenotype,Microfluidics-Inspired Microgels with Intrinsic Bioactivity for Advanced Burn Wound Therapy.,0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=anti-inflammatory.
PMID_41161636_AUTO1,PMID_41161636,unspecified tea,purified component,mixed polyphenols,,other,candidate endpoint from title,animal study,preclinical_in_vivo,animal model,needs manual extraction,positive,,,,,,,,,Antiviral activity of curcumin against Israeli acute paralysis virus in Apis mellifera: Screening and mechanistic study.,0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=other.
PMID_41128781_AUTO1,PMID_41128781,unspecified tea,unspecified material,multiple component groups,,other,candidate endpoint from title,cohort study,human_observational,review synthesis,needs manual extraction,positive,,,,,,,,,Magnetic resonance imaging-based assessment of hippocampal glutamate and morphometric changes in preterm infants at term-equivalent age with low birth weight.,0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=other.
PMID_41046082_AUTO1,PMID_41046082,unspecified tea,unspecified material,multiple component groups,,anti-obesity,obesity-related phenotype,systematic review,evidence_synthesis_nonquantitative,review synthesis,needs manual extraction,mixed,,,,,needs manual extraction,,,obesity-related phenotype,"Ilex cornuta: A review of botany, quality control, phytochemistry, and multimodal pharmacological actions.",0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=anti-obesity.
PMID_41045993_AUTO1,PMID_41045993,unspecified tea,purified component,mixed polyphenols,,other,candidate endpoint from title,animal study,preclinical_in_vivo,animal model,needs manual extraction,positive,,,,,,,,,Role of the global regulatory factor VeA in Cordyceps militaris and its overexpression combined with tea polyphenols to enhance cordycepin production.,0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=other.
PMID_40836822_AUTO1,PMID_40836822,green tea,unspecified material,multiple component groups,,anti-inflammatory,inflammation-related outcome,systematic review,evidence_synthesis_nonquantitative,review synthesis,needs manual extraction,mixed,,,,,needs manual extraction,,,inflammation phenotype,"Dietary factors in Helicobacter pylori infection control: A review of in vitro and in vivo data, including case-controls.",0.55,auto_v1,needs_review,Auto-generated candidate record from included paper metadata/title for activity=anti-inflammatory.
