paper_id,source_db,title,authors,journal,year,doi,pmid,study_type,tea_type,material_form,component_group,activity_category,processing_present,extraction_present,microbiome_present,include_status,exclusion_reason,notes
PMID_41697452,PubMed,Integrative Oncology for Biochemical Recurrence of Epithelial Ovarian Cancer.,Berman T; Matanes E; David CB; Frenkel M,Current oncology reports,2026,10.1007/s11912-026-01762-x,41697452,systematic review,green tea,unspecified material,multiple component groups,anti-inflammatory,no,no,no,include,,matched_queries=Q1; abstract_saved_in_raw_batch
PMID_41696766,PubMed,Mechanisms of green tea-induced attenuation of osteoporosis and skeletal muscle atrophy: current status and future study recommendations for clinical application.,Kwon Y,Critical reviews in food science and nutrition,2026,10.1080/10408398.2026.2625340,41696766,systematic review,green tea,purified component,catechins,antioxidant,no,no,no,include,,matched_queries=Q1;Q2; abstract_saved_in_raw_batch
PMID_41695820,PubMed,"Unlocking the pharmaceutical potential of Kombucha: production, regulatory challenges and patents landscape.",Rodrigues C; Dos Reis GA; Ocán-Torres D; Martinez-Burgos WJ; Medeiros ABP; Karp SG; Goyzueta-Mamani LD; de Queiroz Fonseca Mota P; Soccol CR,Food science and biotechnology,2026,10.1007/s10068-025-01950-8,41695820,systematic review,fermented tea,fermented beverage,multiple component groups,anti-inflammatory,yes,no,no,include,,matched_queries=Q1;Q4; abstract_saved_in_raw_batch
PMID_41695732,PubMed,Lipid metabolism disorders and osteoarthritis progression: Potential intervention with plant active ingredients.,Zhang T; Liu JL; Wang W; Ren K; Liu XM; Cao K; Li Z; Cheng XY; Zhang XY; Xu WS,World journal of orthopedics,2026,10.5312/wjo.v17.i2.113405,41695732,systematic review,green tea,purified component,mixed polyphenols,anti-obesity,no,no,no,include,,matched_queries=Q1;Q2; abstract_saved_in_raw_batch
PMID_41695108,PubMed,Bioactive Phenolic Compounds in Extra Virgin Olive Oil: Implications for Cardiovascular Health.,Vázquez-Jiménez C; Rodríguez-Pérez MD; Ortega-Hombrados L; Sánchez-Tévar AM; de la Cruz-Cortés JP; Gonzalez-Correa JA,Food science & nutrition,2026,10.1002/fsn3.71441,41695108,systematic review,unspecified tea,purified component,mixed polyphenols,gut microbiota modulation,no,no,yes,include,,matched_queries=Q1; abstract_saved_in_raw_batch
PMID_41684150,PubMed,"Amelioration of ammonia-induced oxidative stress, ferroptosis and intestinal damage in Pelteobagrus fulvidraco through dietary tea polyphenols.",Wang Z; Long X; Zhang M; Li M; Shao J; Wang C; Gan L; Chen J; Wen M; Qin C; Jiang H,Journal of fish biology,2026,10.1111/jfb.70362,41684150,animal study,unspecified tea,purified component,mixed polyphenols,gut microbiota modulation,no,no,yes,include,,matched_queries=Q2;Q3; abstract_saved_in_raw_batch
PMID_41683202,PubMed,Effects of Epigallocatechin Gallate Against Lung Cancer: Mechanisms of Action and Therapeutic Potential.,Mirbabaei Ghafghazi D; Kwan Sze NS; Tsiani E,Nutrients,2026,10.3390/nu18030378,41683202,systematic review,green tea,purified component,catechins,metabolic improvement,no,no,no,include,,matched_queries=Q1;Q2; abstract_saved_in_raw_batch
PMID_41683180,PubMed,Monitoring Antioxidant Preservation in Microwave-Dried Tea Using H(2)O(2)-Responsive Electrochemical Sensor.,Wang J; Li H; Wu X; Wang X; Zhang X,"Foods (Basel, Switzerland)",2026,10.3390/foods15030595,41683180,animal study,unspecified tea,tea extract,catechins,antioxidant,yes,yes,no,exclude,Out of scope for tea functional activity evidence.,matched_queries=Q2;Q4; abstract_saved_in_raw_batch
PMID_41683081,PubMed,Influence of Drying Methods on Volatile Aroma Compounds and Sensory Properties of Olive Leaf Herbal Tea.,Tripodi G; Torre M; Verzera A; Cincotta F,"Foods (Basel, Switzerland)",2026,10.3390/foods15030496,41683081,animal study,unspecified tea,tea leaf,multiple component groups,antioxidant,yes,no,no,exclude,Out of scope for tea functional activity evidence.,matched_queries=Q4; abstract_saved_in_raw_batch
PMID_41683046,PubMed,Chemical Drivers of Flavor Variation Across Cultivars and Grades of Fujian White Tea Revealed by Integrated Volatile and Non-Volatile Metabolomics.,Zong F; Yang Z; Xiao L; Tong Y; Shen L; Dong Z; Zhou J; Cheng H; Wang W; Liu D,"Foods (Basel, Switzerland)",2026,10.3390/foods15030458,41683046,animal study,white tea,purified component,catechins,metabolic improvement,no,no,no,exclude,Out of scope for tea functional activity evidence.,matched_queries=Q2; abstract_saved_in_raw_batch
PMID_41683030,PubMed,Proanthocyanidins from Camellia kwangsiensis with Potent Antioxidant and α-Glucosidase Inhibitory Activity.,Li N; Ni Q; Chen M; Zhu HT; Zhang M; Tanaka T; Zhang YJ,"Foods (Basel, Switzerland)",2026,10.3390/foods15030442,41683030,plant/agronomy study,unspecified tea,purified component,caffeine,anti-inflammatory,no,no,no,exclude,Out of scope: plant/agronomy rather than functional activity evidence.,matched_queries=Q2; abstract_saved_in_raw_batch
PMID_41683029,PubMed,Influences of Fermentation Temperature on Volatile and Non-Volatile Compound Formation in Dark Tea: Mechanistic Insights Using Aspergillus niger as a Model Organism.,Niaz R; Li M; Pu Q; Qu A; Shen T; Qi M; Wang C; Chen L; Wu S; Huang Y,"Foods (Basel, Switzerland)",2026,10.3390/foods15030441,41683029,animal study,dark tea,purified component,mixed polyphenols,other,yes,no,no,exclude,Out of scope for tea functional activity evidence.,matched_queries=Q4; abstract_saved_in_raw_batch
PMID_41679603,PubMed,Prebiotic augmented nanozyme-armored probiotics reprogramme the gut microenvironment for synchronous treatment of colitis and sepsis via antioxidant defense.,Sun R; Wang Y; Fan J; Wang Z; Yue T; Yuan Y,Journal of advanced research,2026,10.1016/j.jare.2026.02.015,41679603,animal study,unspecified tea,purified component,tea polysaccharides,gut microbiota modulation,no,no,yes,include,,matched_queries=Q2; abstract_saved_in_raw_batch
PMID_41679395,PubMed,Phytochemistry and pharmacology of Melaleuca alternifolia: Bridging aboriginal heritage with contemporary science.,Ebrahimi N; Shokouhi H; Omrani M; Tavakoli MM; Vojdani A; Carson C; Mehrbod P; Ghavami S,Biochimica et biophysica acta. General subjects,2026,10.1016/j.bbagen.2026.130917,41679395,systematic review,unspecified tea,unspecified material,multiple component groups,anti-inflammatory,no,no,no,include,,matched_queries=Q1; abstract_saved_in_raw_batch
PMID_41678410,PubMed,Synergistic Effects of Fu Brick Tea Extract and Millet on Antiobesity in High-Fat Diet-Fed Mice through Gut Microbiota Modulation and Activation of the Ffar2-Gcg/Pyy Molecular Pathway.,Han N; Tian X; Shen Z; Wang L; Zhu H; Zhao Y; Yang X,Journal of agricultural and food chemistry,2026,10.1021/acs.jafc.5c11794,41678410,animal study,unspecified tea,tea extract,whole extract,gut microbiota modulation,no,yes,yes,include,,matched_queries=Q2;Q3; abstract_saved_in_raw_batch
PMID_41674684,PubMed,Metabolome technology reveals the material basis for the formation of characteristic flavors in four types of purple teas.,Chen Z; Liu J; Xiong F; Wang Y; Chen Z; Zhang C; Yang Y; Gao C; Cao S; Yu S; Sun W,Food chemistry: X,2026,10.1016/j.fochx.2026.103551,41674684,animal study,green tea,tea leaf,multiple component groups,metabolic improvement,yes,no,no,include,,matched_queries=Q4; abstract_saved_in_raw_batch
PMID_41671932,PubMed,Temperature-responsive nanozyme-mediated enrichment-confinement dual strategy breaks the non-responsive barrier for Triphenols: Highly responsive detection and differentiation of tea.,Li J; Han Q; Zheng X; Zhen L; Li Y; Huang H,Biosensors & bioelectronics,2026,10.1016/j.bios.2026.118503,41671932,animal study,unspecified tea,purified component,mixed polyphenols,other,no,no,no,maybe,,matched_queries=Q3; abstract_saved_in_raw_batch
PMID_41671305,PubMed,Noncatechin flavonoid-rich extract from Camellia sinensis (L.) Kuntze seed residues ameliorates diabetes and vascular complications in SHRs.,Shen KP; Lin SY; Hao CL; Chen FC; Su HJ; Chen YM; Lin HL,The Journal of pharmacy and pharmacology,2026,10.1093/jpp/rgag002,41671305,animal study,unspecified tea,tea extract,catechins,metabolic improvement,yes,yes,no,include,,matched_queries=Q2; abstract_saved_in_raw_batch
PMID_41666575,PubMed,Thermal activation in oxidative model drives catechin assembly into theaflavins with enhanced antioxidant capacity.,Zhao Y; Liang J; Lu R; Zou Z; Wu H; Chen S; Cao H; Xiao J,Food chemistry,2026,10.1016/j.foodchem.2026.148334,41666575,animal study,unspecified tea,purified component,theaflavins,antioxidant,no,no,no,exclude,Out of scope for tea functional activity evidence.,matched_queries=Q2;Q4; abstract_saved_in_raw_batch
PMID_41665340,PubMed,"Tea Saponin from Camellia oleifera Seed Meal Alleviates Hypertension-Induced Myocardial Fibrosis: Isolation, Purification, and Mechanisms.",Zhang B; Jia L; Li H; Wei M; Deng Z; Li H,Journal of agricultural and food chemistry,2026,10.1021/acs.jafc.5c17583,41665340,animal study,unspecified tea,tea extract,whole extract,other,no,yes,no,include,,matched_queries=Q4; abstract_saved_in_raw_batch
PMID_41664546,PubMed,"Changes in antioxidant, non-volatile and volatile contents of mulberry leaf green tea prepared using different fixation methods.",Wu J; Yang Q; Xia W; Wang X; Pan H; Yin H; Ye J; Pu J; Zhang H; Liu F,Journal of the science of food and agriculture,2026,10.1002/jsfa.70516,41664546,unspecified,green tea,tea extract,mixed polyphenols,antioxidant,yes,yes,no,maybe,,matched_queries=Q2;Q4; abstract_saved_in_raw_batch
PMID_41663711,PubMed,Rheological investigation of the effects of tea polyphenols on SBS-modified bitumen before and after short-term aging.,Han Z; Xu L; Sun P; Yang B,Scientific reports,2026,10.1038/s41598-026-39300-1,41663711,animal study,unspecified tea,purified component,mixed polyphenols,antioxidant,no,no,no,include,,matched_queries=Q2; abstract_saved_in_raw_batch
PMID_41656480,PubMed,Fermentation time Determines Anti-inflammatory and Osteoprotective Activity of Green Tea Kombucha in a Rat Model of Experimental Periodontitis.,da Silva EC; Beserra MMN; Leitão MGS; Vieira Camelo Maia IF; de Souza Alves BE; Gonçalves PG; de Assis Leite DC; Neves BG; Pereira KMA; Rodrigues LKA; Gondim DV,Probiotics and antimicrobial proteins,2026,10.1007/s12602-026-10937-8,41656480,animal study,green tea,fermented beverage,multiple component groups,anti-inflammatory,yes,no,no,include,,matched_queries=Q4; abstract_saved_in_raw_batch
PMID_41655487,PubMed,Eucommia ulmoides leaf as an alternative substrate for kombucha fermentation: the role of microbial communities in dynamics and metabolic profile.,Wang L; Wang E; Wang W; Zhang W; Ge Y; Cao X; Tian HS; Li X; Zhu X,Food chemistry,2026,10.1016/j.foodchem.2026.148266,41655487,animal study,fermented tea,fermented beverage,mixed polyphenols,metabolic improvement,yes,no,no,include,,matched_queries=Q4; abstract_saved_in_raw_batch
PMID_41655486,PubMed,Targeting fermentation via quality indicators mapping during the overall processing of Xanthoceras sorbifolium Bunge black tea: Investigation of stable metabolic pathways and key substances.,Zhao H; Wang S; Zhong M; Xiao J; Guan W; Ren H; Liu Y; Feng X,Food chemistry,2026,10.1016/j.foodchem.2026.148297,41655486,animal study,black tea,tea extract,mixed polyphenols,metabolic improvement,yes,yes,no,exclude,Out of scope for tea functional activity evidence.,matched_queries=Q2;Q4; abstract_saved_in_raw_batch
PMID_41652699,PubMed,"Selenium biofortification modulates the structure, digestion, and microbial fermentation characteristics of tea proteins.",Jiang Z; Bai F; Guo W; Wang X; Hu K; Liu R; Zhang Y; Hou R; Li H; Peng C; Xie M; Li D; Wan X; Chen G; Cai H,"Food research international (Ottawa, Ont.)",2026,10.1016/j.foodres.2025.118290,41652699,animal study,unspecified tea,unspecified material,multiple component groups,gut microbiota modulation,yes,no,yes,include,,matched_queries=Q4; abstract_saved_in_raw_batch
PMID_41650782,PubMed,"Lichen Parmotrema perlatum derived constituents as natural metabolic interveners: mechanistic insights based on integration of bioactivities, molecular docking and fuzzy logic to develop a functional green tea beverage.",Roychowdhury R; Singhal RS,Food chemistry,2026,10.1016/j.foodchem.2026.148151,41650782,plant/agronomy study,green tea,tea extract,whole extract,anti-obesity,yes,yes,no,exclude,Out of scope: plant/agronomy rather than functional activity evidence.,matched_queries=Q4; abstract_saved_in_raw_batch
PMID_41650779,PubMed,Antifungal mechanism and mycotoxin control of Ligusticum jeholense essential oil against Alternaria alternata in postharvest tomato.,Wang QS; Pang S; Tong XY; Luo DQ; Wang J; Cao F,Food chemistry,2026,10.1016/j.foodchem.2026.148265,41650779,animal study,unspecified tea,tea extract,whole extract,antioxidant,no,yes,no,maybe,,matched_queries=Q4; abstract_saved_in_raw_batch
PMID_41645939,PubMed,From coffee to matcha: decoding the multidimensional competence of matcha as a sustainable and health-promoting coffee substitute.,Hu H; Zhang H; Liu Z; Liu Z; Yang C; Wang J,Journal of the science of food and agriculture,2026,10.1002/jsfa.70492,41645939,systematic review,green tea,purified component,theanine,neuroprotection,yes,no,no,include,,matched_queries=Q1;Q2;Q4; abstract_saved_in_raw_batch
PMID_41632991,PubMed,"Supramolecularly co-assembled composite bone cement prepared from tea polyphenol-modified tricalcium phosphate/tricalcium silicate with osteogenic, antibacterial, and immunomodulatory effects.",He J; Lai L; Fu Y; Song X; Wang L; Xu X; Zhang K; Wang P; Qiao L,"Colloids and surfaces. B, Biointerfaces",2026,10.1016/j.colsurfb.2026.115483,41632991,animal study,unspecified tea,purified component,mixed polyphenols,anti-inflammatory,no,no,no,include,,matched_queries=Q2; abstract_saved_in_raw_batch
PMID_41632836,PubMed,Network Pharmacology-Based Investigation of the Mechanism of Liupao Tea Polyphenol Extract in Preventing MAFLD via the Hepatic EGFR-AKT Pathway.,Wei J; He X; Shi T; Jin X; Huang J; Du Q; Huang J; Li T; Xie X; Huang Y; Nie C; Fan Y; Yang X; Song L; Tang W,Journal of agricultural and food chemistry,2026,10.1021/acs.jafc.5c15231,41632836,animal study,unspecified tea,tea extract,mixed polyphenols,metabolic improvement,no,yes,no,include,,matched_queries=Q2; abstract_saved_in_raw_batch
PMID_41630886,PubMed,Metabolomic analysis of quality improvement through refiring in Fenghuang Dancong tea.,Ding M; Meng S; Hu L; Wang H; Huang J; Wu F; Yu Z; Yong JWH; Zhu H; Hu Z,Food chemistry: X,2026,10.1016/j.fochx.2025.103469,41630886,plant/agronomy study,unspecified tea,purified component,mixed polyphenols,other,yes,no,no,exclude,Out of scope: plant/agronomy rather than functional activity evidence.,matched_queries=Q4; abstract_saved_in_raw_batch
PMID_41629325,PubMed,Key sweet-aroma compounds and formation mechanisms in Mengding bud yellow tea using HS-SPME-GC-MS and sensomics.,Xu J; Xie M; Yang X; Zhang C; Li M; Luo P; Bian J; Guo L; Zou Y; Sun B; Tang Q,NPJ science of food,2026,10.1038/s41538-026-00737-3,41629325,plant/agronomy study,yellow tea,tea leaf,multiple component groups,other,yes,no,no,exclude,Out of scope: plant/agronomy rather than functional activity evidence.,matched_queries=Q4; abstract_saved_in_raw_batch
PMID_41625289,PubMed,"Drying-method dictates green-tea flavor: Key odorants, OAV-based markers and precursor fate mapped by GC-MS/O and targeted metabolomics.",Yu T; Fan Y; Zhang J; Ning J,Current research in food science,2026,10.1016/j.crfs.2025.101295,41625289,animal study,green tea,tea leaf,multiple component groups,other,yes,no,no,exclude,Out of scope for tea functional activity evidence.,matched_queries=Q4; abstract_saved_in_raw_batch
PMID_41623970,PubMed,Unraveling the impacts of different processing methods on hawk tea's volatiles and flavor via non-targeted Volatilomics approach.,Xie F; Zhang H; Jiang S; Xiao M; Hu H; Song Y; Liu X,Food chemistry: X,2026,10.1016/j.fochx.2026.103520,41623970,plant/agronomy study,unspecified tea,tea leaf,multiple component groups,other,yes,no,no,exclude,Out of scope: plant/agronomy rather than functional activity evidence.,matched_queries=Q4; abstract_saved_in_raw_batch
PMID_41622927,PubMed,"Polyphenols, epigenetics, and methionine metabolism: unlocking therapeutic potential.",Liang J; Zhao Y; Cheng Y; Hu Z; Yuan Y; Xiao J; Farag MA; Cai X; Cao H; Yue T,Critical reviews in food science and nutrition,2026,10.1080/10408398.2025.2534843,41622927,systematic review,unspecified tea,purified component,mixed polyphenols,gut microbiota modulation,yes,no,yes,include,,matched_queries=Q1; abstract_saved_in_raw_batch
PMID_41622499,PubMed,Synergistic Effects of Polyphenols and Gut Microbiota-Derived Metabolites on Inflammation and Metabolic Syndrome: A Review.,Rakhra G; Malhotra R; Prasad P; Sahu JK; Rakhra G; Khan TU; Khan MU; Rastogi S,Molecular nutrition & food research,2026,10.1002/mnfr.70360,41622499,systematic review,unspecified tea,purified component,mixed polyphenols,gut microbiota modulation,no,no,yes,include,,matched_queries=Q1; abstract_saved_in_raw_batch
PMID_41622288,PubMed,"Unraveling the complexities of caffeine: metabolism, genetics, evolution, and health.",Liu X; Xu S,Hereditas,2026,10.1186/s41065-026-00648-z,41622288,systematic review,unspecified tea,tea infusion,caffeine,metabolic improvement,no,no,no,include,,matched_queries=Q1;Q2; abstract_saved_in_raw_batch
PMID_41621929,PubMed,"Evaluation of Antioxidant Activity and Phenolic Content of Medicinal Plants Extracted by Ethanol, Methanol, and Water.",Çakmak Sancar B; Binici Hİ; Akhan M,Journal of oleo science,2026,10.5650/jos.ess25164,41621929,animal study,green tea,tea extract,whole extract,antioxidant,no,yes,no,include,,matched_queries=Q4; abstract_saved_in_raw_batch
PMID_41621019,PubMed,Enzymatic preparation of epigallocatechin gallate diglucoside and bioactivity assessment.,Yang B; Zhu N; Huang Y; Deng J; Yu M; Yan X; Wang J,AMB Express,2026,10.1186/s13568-026-02014-8,41621019,animal study,green tea,purified component,catechins,anti-inflammatory,no,no,no,include,,matched_queries=Q2; abstract_saved_in_raw_batch
PMID_41617902,PubMed,Chemometric and metabolomic profiles of global tea brands sold in Saudi Arabia.,Taha MME; Farasani A; Oraiby M; Elagi RA; Alamr BM; Sharma M; Al-Nafisah BA; Moni SS; Abdelwahab SI,Scientific reports,2026,10.1038/s41598-026-37785-4,41617902,animal study,unspecified tea,unspecified material,caffeine,antioxidant,no,no,no,include,,matched_queries=Q2; abstract_saved_in_raw_batch
PMID_41617712,PubMed,Bio-based oxalic acid production in Issatchenkia orientalis enables sustainable rare earth recovery.,Lu J; Guo W; Dong Z; Bhagwat SS; Tan SI; Zhu Z; Johnson A; Guest JS; Honaker R; Park DM; Jiao Y; Zhao H,Nature communications,2026,10.1038/s41467-026-68957-5,41617712,animal study,unspecified tea,tea leaf,multiple component groups,metabolic improvement,yes,no,no,exclude,Out of scope for tea functional activity evidence.,matched_queries=Q4; abstract_saved_in_raw_batch
PMID_41617244,PubMed,Ginger pharmacology from tradition to innovation: modern clinical relevance and nanotherapeutics.,Kaur J; Famta P; Srivastava S; Awasthi A; Singh TG; Pal S; Charu; Singh SK,Journal of the science of food and agriculture,2026,10.1002/jsfa.70468,41617244,systematic review,unspecified tea,tea extract,whole extract,metabolic improvement,no,yes,no,include,,matched_queries=Q1; abstract_saved_in_raw_batch
PMID_41612904,PubMed,"Phytochemical profile and multi-target biological activities of Sideritis lanata water extract: antioxidant, enzyme inhibition, and anti-inflammatory potential.",Isitez N; Erdoğmuş SF; Kargin Solmaz FO; Sarikurkcu C; Kirkan B; Tepe B,Preparative biochemistry & biotechnology,2026,10.1080/10826068.2026.2620806,41612904,animal study,unspecified tea,tea extract,whole extract,anti-inflammatory,no,yes,no,include,,matched_queries=Q4; abstract_saved_in_raw_batch
PMID_41611142,PubMed,The SAM-m(6)A axis as an unexplored therapeutic hub for plant-derived regulation of disease metabolism.,Zhao Y; Liang J; Ma W; Xiao J; Cao H,Pharmacological research,2026,10.1016/j.phrs.2026.108114,41611142,systematic review,unspecified tea,tea infusion,multiple component groups,metabolic improvement,no,no,no,exclude,Out of scope for tea functional activity evidence.,matched_queries=Q1;Q2; abstract_saved_in_raw_batch
PMID_41607156,PubMed,Effect of Epigallocatechin-3-Gallate on Depression-Related Cytokines in Thalassemia Patients: Molecular and Cellular Evaluation.,Salman MN; Al-Burki FR; Hussein HA; Younus LA; Nasser FA; Almohseni HAA,Journal of clinical laboratory analysis,2026,10.1002/jcla.70171,41607156,animal study,green tea,tea extract,catechins,anti-inflammatory,no,yes,no,include,,matched_queries=Q2; abstract_saved_in_raw_batch
PMID_41605387,PubMed,Pectic polysaccharides from tea residues: Structural characterization and molecular evolution throughout in vitro fecal fermentation.,Zhao Y; Xu Z; Liu H; Kang J; Liu X; Cui SW; Zhang H; Yang M; Jiang Y; Guo Q,International journal of biological macromolecules,2026,10.1016/j.ijbiomac.2026.150219,41605387,animal study,unspecified tea,tea extract,tea polysaccharides,gut microbiota modulation,yes,yes,yes,include,,matched_queries=Q3;Q4; abstract_saved_in_raw_batch
PMID_41600118,PubMed,Exogenous Methyl Jasmonate Mediates Secondary Metabolic Reprogramming to Enhance Resistance in Tea Plants.,Liu J; Shu Z; Lan X; Zhou D; Yang H; Zhou H; Ji Q; Chen L; He W,"Plants (Basel, Switzerland)",2026,10.3390/plants15020311,41600118,plant/agronomy study,green tea,tea leaf,multiple component groups,metabolic improvement,yes,no,no,exclude,Out of scope: plant/agronomy rather than functional activity evidence.,matched_queries=Q4; abstract_saved_in_raw_batch
PMID_41599956,PubMed,Exploring the Effects of Teas with Different Fermentation Levels and Black Coffee on the Body via the Urine Proteome.,Chen Y; Gao Y,Nutrients,2026,10.3390/nu18020343,41599956,animal study,green tea,tea infusion,multiple component groups,metabolic improvement,yes,no,no,include,,matched_queries=Q4; abstract_saved_in_raw_batch
PMID_41599929,PubMed,"Dietary (-)-Epigallocatechin Gallate (EGCG): State-of-the-Art Advances in Bioactivities, Bioavailability Enhancement Strategies, and Applications in Nutrition and Health.",Niu L; Luo Y; Xie W; Wang C; Liu Z,Nutrients,2026,10.3390/nu18020317,41599929,systematic review,unspecified tea,purified component,catechins,gut microbiota modulation,no,no,yes,include,,matched_queries=Q1;Q2; abstract_saved_in_raw_batch
PMID_41599891,PubMed,"Bioactive Phytochemicals in Experimental Models of Multiple Sclerosis: Mechanisms, Efficacy, and Translational Potential.",Guo W; Meydani SN; Wu D,Nutrients,2026,10.3390/nu18020278,41599891,systematic review,unspecified tea,purified component,catechins,gut microbiota modulation,no,no,yes,exclude,Out of scope for tea functional activity evidence.,matched_queries=Q1;Q2; abstract_saved_in_raw_batch
PMID_41599419,PubMed,"Dose-Dependent Effects of Pear (Pyrus communis L.) Juice on Kombucha Polyphenols, Antioxidant Capacity, and Enzyme Inhibition.",Kuraj A; Kolniak-Ostek J,"Molecules (Basel, Switzerland)",2026,10.3390/molecules31020371,41599419,animal study,fermented tea,fermented beverage,mixed polyphenols,metabolic improvement,yes,no,no,include,,matched_queries=Q4; abstract_saved_in_raw_batch
PMID_41596811,PubMed,Multidimensional Analysis Reveals the Flavor Quality Formation Mechanism During the Primary Pile Fermentation of Dark Tea.,Wu D; He Y; Wen J; Zheng H; Zhao X; Yu P; Zhong N; Niu L; Li S; Lin Y; Huang H; Liu Z,"Foods (Basel, Switzerland)",2026,10.3390/foods15020212,41596811,animal study,dark tea,purified component,catechins,metabolic improvement,yes,no,no,exclude,Out of scope for tea functional activity evidence.,matched_queries=Q4; abstract_saved_in_raw_batch
PMID_41596333,PubMed,Enhanced Effects of Complex Tea Extract and the Postbiotic BPL1(®) HT on Ameliorating the Cardiometabolic Alterations Associated with Metabolic Syndrome in Mice.,de la Fuente-Muñoz M; Román-Carmena M; Amor S; González-Hedström D; Martinez-Rios V; Guilera-Bermell S; Canet F; Lamelas A; García-Villalón ÁL; Martorell P; Inarejos-García AM; Granado M,International journal of molecular sciences,2026,10.3390/ijms27020680,41596333,animal study,unspecified tea,tea extract,whole extract,gut microbiota modulation,no,yes,yes,include,,matched_queries=Q3; abstract_saved_in_raw_batch
PMID_41596199,PubMed,"European Teas (Camellia sinensis) as a New Frontier in the Specialty Tea Market: Characterizing the Antioxidant, Polyphenolic, and Sensory Profiles Through a Systematic, Comparative Approach.",Carloni P; Fanesi B; Lucci P; Truzzi C; Girolametti F; Damiani E,"Antioxidants (Basel, Switzerland)",2026,10.3390/antiox15010141,41596199,plant/agronomy study,green tea,purified component,caffeine,antioxidant,yes,no,no,exclude,Out of scope: plant/agronomy rather than functional activity evidence.,matched_queries=Q2;Q4; abstract_saved_in_raw_batch
PMID_41595537,PubMed,Multi-Omics Analysis of the Co-Expression Features of Specific Neighboring Gene Pairs Suggests an Association with Catechin Regulation in Camellia sinensis.,Lian S; Ren F; Cai S; Wang Z; Tu Y; Gong K; Zhang W,Genes,2026,10.3390/genes17010117,41595537,plant/agronomy study,unspecified tea,purified component,catechins,metabolic improvement,no,no,no,exclude,Out of scope: plant/agronomy rather than functional activity evidence.,matched_queries=Q2; abstract_saved_in_raw_batch
PMID_41591864,PubMed,Compost Tea as a Natural Bioactive Solution: Unlocking the Antimicrobial and Antiviral Potential of Bell Pepper and Citrus Wastes.,Verrillo MV; Marca RD; Cozzolino V; Chianese A; Zannella C; Galdiero M; Spaccini R; De Filippis A,Environmental microbiology reports,2026,10.1111/1758-2229.70260,41591864,animal study,unspecified tea,tea extract,whole extract,antioxidant,no,yes,no,exclude,Out of scope for tea functional activity evidence.,matched_queries=Q4; abstract_saved_in_raw_batch
PMID_41590692,PubMed,Chemical Attributes of UK-Grown Tea and Identifying Catechin and Metabolite Dynamics in Green and Black Tea Using Metabolomics and Machine Learning.,Lloyd AJ; Finch J; Warren-Walker A; Watson A; Lyons L; Martinez Martin MJP; Wilson T; Beckmann M,Metabolites,2026,10.3390/metabo16010084,41590692,plant/agronomy study,green tea,purified component,catechins,metabolic improvement,yes,no,no,exclude,Out of scope: plant/agronomy rather than functional activity evidence.,matched_queries=Q2;Q4; abstract_saved_in_raw_batch
PMID_41587797,PubMed,"Dietary Antioxidants, Polyphenols, and Vascular Health: Insights From Ultrasound Measurement of Carotid Intima-Media Thickness and Their Association With Cognitive Function in Aging and Neurodegenerative Diseases.",Wang L; Luo Z; Liu D,Phytotherapy research : PTR,2026,10.1002/ptr.70198,41587797,systematic review,unspecified tea,purified component,catechins,neuroprotection,no,no,no,include,,matched_queries=Q1;Q5; abstract_saved_in_raw_batch
PMID_41581373,PubMed,CRISPR-based chemogenomic profiling reveals redox vulnerabilities to epigallocatechin-3-gallate and green tea polyphenol extract.,Akla N; Boudah A; Bertomeu T; Chatr-Aryamontri A; Desjarlais M; Annabi B,Redox biology,2026,10.1016/j.redox.2026.104047,41581373,animal study,green tea,tea extract,catechins,anti-obesity,no,yes,no,include,,matched_queries=Q2; abstract_saved_in_raw_batch
PMID_41579540,PubMed,Eco-friendly and active carboxymethyl cellulose film integrated with eggshell powder and tea polyphenols for beef and apple preservation.,Qi C; Guan P; Zhang Y; Zhang W,Food chemistry,2026,10.1016/j.foodchem.2026.148057,41579540,animal study,unspecified tea,purified component,mixed polyphenols,antioxidant,no,no,no,exclude,Out of scope for tea functional activity evidence.,matched_queries=Q2; abstract_saved_in_raw_batch
PMID_41578871,PubMed,Co-regulation of flavor-related compounds caffeine and catechins in beverage plants.,Zhang Y; Qi Y; Tang D; Ye Z; Zheng Z; Duan J; Tong W; Guo T; Deng WW; Zhao J; Li P,Plant physiology,2026,10.1093/plphys/kiag020,41578871,plant/agronomy study,unspecified tea,purified component,caffeine,metabolic improvement,no,no,no,exclude,Out of scope: plant/agronomy rather than functional activity evidence.,matched_queries=Q2; abstract_saved_in_raw_batch
PMID_41577286,PubMed,Study of polyphenol-pea protein isolate nanofiber interactions: Conformational changes and emulsification stability mechanisms.,Cao X; Tian X; Wang P; Wang S; Liu H,International journal of biological macromolecules,2026,10.1016/j.ijbiomac.2026.150426,41577286,animal study,unspecified tea,purified component,mixed polyphenols,antioxidant,no,no,no,include,,matched_queries=Q2; abstract_saved_in_raw_batch
