record_id,paper_id,tea_type,material_form,component_group,compound_name,activity_category,endpoint_label,study_type,evidence_level,model_system,dose_exposure,effect_direction,processing_step,extraction_method,cultivar,origin,mechanism_label,microbiota_taxon,microbial_metabolite,host_phenotype,claim_text_raw,confidence_score,annotator_id,adjudication_status,notes
PMID_41699676_GLM1,PMID_41699676,unspecified tea,tea infusion,caffeine,,neuroprotection,late dry age-related macular degeneration,animal study,preclinical_in_vivo,human population study,,positive,,,,,immune cell modulation (downregulation of Tregs and CD4+ T cells),,,macular degeneration,"MR analysis further supported a causal protective association between tea consumption and dry AMD, including geographic atrophy (OR = 0.44, 95% CI: 0.20-0.97)...",0.90,glm5_nvidia,llm_title_abstract_annotated,Tea identified as protective source; coffee showed no effect. Mechanism suggested by MR.; Observational finding for general caffeine intake with L-shaped dose-response.; llm_postprocessed=true
PMID_41697452_GLM1,PMID_41697452,green tea,unspecified material,multiple component groups,,other,anti-tumor effects,systematic review,evidence_synthesis_nonquantitative,not specified,,positive,,,,,immune-modulating effects,,,,"Natural compounds such as green tea, medicinal mushrooms, modified citrus pectin, melatonin, and AHCC show immune-modulating or anti-tumor effects in preclinical or early clinical studies.",0.85,glm5_nvidia,llm_title_abstract_annotated,llm_postprocessed=true
PMID_41696766_GLM1,PMID_41696766,green tea,purified component,catechins,,antioxidant,stem cell function maintenance,systematic review,evidence_synthesis_nonquantitative,review synthesis,,positive,,,,,"improved cellular antioxidant capacity via mitochondrial function, autophagy, and gene induction",,,osteoporosis and skeletal muscle atrophy,"EGCG-mediated amelioration of these conditions is associated with increased stem cell function via increasing mitochondrial function, autophagy, antioxidant gene induction, and YAP/TAZ activation, all of which are mutually interconnected and ultimately improve cellular antioxidant capacity.",0.85,glm5_nvidia,llm_title_abstract_annotated,llm_postprocessed=true
PMID_41695820_GLM1,PMID_41695820,fermented tea,fermented beverage,multiple component groups,,anti-inflammatory,inflammation-related outcome,systematic review,evidence_synthesis_nonquantitative,review synthesis,,unclear,,,,,,,,,"This article explores kombucha's therapeutic potential in several health areas, such as metabolism regulation, anti-inflammatory and neurocognitive therapies.",0.75,glm5_nvidia,llm_title_abstract_annotated,llm_postprocessed=true
PMID_41695820_GLM2,PMID_41695820,fermented tea,fermented beverage,multiple component groups,,other,metabolism-related outcome,systematic review,evidence_synthesis_nonquantitative,review synthesis,,unclear,,,,,,,,,"This article explores kombucha's therapeutic potential in several health areas, such as metabolism regulation, anti-inflammatory and neurocognitive therapies.",0.75,glm5_nvidia,llm_title_abstract_annotated,llm_postprocessed=true
PMID_41695732_GLM1,PMID_41695732,green tea,purified component,mixed polyphenols,,anti-obesity,osteophyte formation,systematic review,evidence_synthesis_nonquantitative,humans,,negative,,,,,regulation of lipid metabolism,,,osteophyte formation,"This review summarizes the relationship between lipid metabolism disorders and OA, highlights the mechanisms by which representative phytochemicals (e.g., curcumin, green tea polyphenols, and resveratrol) regulate lipid metabolism and attenuate OA progression",0.80,glm5_nvidia,llm_title_abstract_annotated,Green tea polyphenols mentioned as regulating lipid metabolism to attenuate OA progression.; llm_postprocessed=true
PMID_41695108_GLM1,PMID_41695108,unspecified tea,purified component,mixed polyphenols,,gut microbiota modulation,metabolite production,systematic review,evidence_synthesis_nonquantitative,human,,unclear,,,,,gut microbiota metabolism,,urolithins; equol,cardiovascular health,"We also consider the role of polyphenol metabolism and bioavailability, noting that gut microbiota-derived metabolites (e.g., urolithins, equol) likely contribute to the cardioprotective effects.",0.90,glm5_nvidia,llm_title_abstract_annotated,Gut microbiota produce metabolites from polyphenols.; llm_postprocessed=true
PMID_41695108_GLM2,PMID_41695108,unspecified tea,purified component,mixed polyphenols,,cardiovascular protection,cardiovascular health,systematic review,evidence_synthesis_nonquantitative,human,,positive,,,,,signaling pathway modulation,,,,"Polyphenols exert antioxidant and anti-inflammatory effects in vascular cells by modulating key signaling pathways (e.g., NF-κB, Nrf2, and PI3K/Akt) and activating endothelial nitric oxide production, which collectively may improve endothelial function and reduce atherosclerotic burden.",0.85,glm5_nvidia,llm_title_abstract_annotated,Describes molecular mechanisms and clinical effects.; llm_postprocessed=true
PMID_41684150_GLM1,PMID_41684150,unspecified tea,purified component,mixed polyphenols,,gut microbiota modulation,gut microbiota diversity and composition,animal study,preclinical_in_vivo,Pelteobagrus fulvidraco,,positive,,,,,modulation of gut microbiota composition,"Fusobacteriota, Cetobacterium",,improved intestinal health,"Intestinal microbiome analysis revealed enhanced microbial diversity in the tea polyphenol-added groups, accompanied by reduced relative abundance of dominant phylum Fusobacteriota and genus Cetobacterium compared to the C group.",0.95,glm5_nvidia,llm_title_abstract_annotated,llm_postprocessed=true
PMID_41684150_GLM2,PMID_41684150,unspecified tea,purified component,mixed polyphenols,,antioxidant,total antioxidant capacity and gene expression,animal study,preclinical_in_vivo,Pelteobagrus fulvidraco,,positive,,,,,Nrf2/HO-1 signaling pathway,,,reduced oxidative stress,"In the M group, the levels of total antioxidant capacity and Nrf2, HO-1 and Occludin were the highest.",0.90,glm5_nvidia,llm_title_abstract_annotated,llm_postprocessed=true
PMID_41684150_GLM3,PMID_41684150,unspecified tea,purified component,mixed polyphenols,,other,intestinal ferroptosis and histological damage,animal study,preclinical_in_vivo,Pelteobagrus fulvidraco,,negative,,,,,inhibition of ferroptosis,,,amelioration of intestinal damage,dietary supplementation of 200-400 mg kg-1 tea polyphenols could alleviate ammonia-induced intestinal ferroptosis and histological damage.,0.90,glm5_nvidia,llm_title_abstract_annotated,llm_postprocessed=true
PMID_41683202_GLM1,PMID_41683202,green tea,purified component,catechins,,other,anticancer efficacy,systematic review,evidence_synthesis_nonquantitative,lung cancer,,unclear,,,,,inhibition of cell proliferation; induction of apoptosis; suppression of metastasis,,,,"EGCG exerts its anticancer effects through various mechanisms, including the inhibition of cell proliferation, induction of apoptosis, suppression of metastasis.",0.95,glm5_nvidia,llm_title_abstract_annotated,llm_postprocessed=true
PMID_41679603_GLM1,PMID_41679603,unspecified tea,purified component,tea polysaccharides,,gut microbiota modulation,gut microbiota composition,animal study,preclinical_in_vivo,DSS-induced UC murine model,,positive,,,,,prebiotic effect,pathogenic bacteria; beneficial bacteria,,colitis,suppressed the growth of pathogenic bacteria and boosted the abundance of beneficial bacteria,0.90,glm5_nvidia,llm_title_abstract_annotated,FBTP functions as prebiotic shell.; llm_postprocessed=true
PMID_41679603_GLM2,PMID_41679603,unspecified tea,purified component,tea polysaccharides,,antioxidant,oxidative stress,animal study,preclinical_in_vivo,DSS-induced UC murine model,,negative,,,,,Nrf2 pathway activation; ROS scavenging,,,colitis; sepsis,stimulated the Nrf2-related pathway to alleviate oxidative stress,0.90,glm5_nvidia,llm_title_abstract_annotated,llm_postprocessed=true
PMID_41679395_GLM1,PMID_41679395,unspecified tea,unspecified material,multiple component groups,,anti-inflammatory,inflammation and oxidative stress dampening,systematic review,evidence_synthesis_nonquantitative,dermatology and wound care models,,negative,,,,,NF-κB/MAPK restraint and PPAR-γ/Nrf2-ARE modulation,,,inflammation phenotype,"Inflammation and oxidative stress are dampened via NF-κB/MAPK restraint and antioxidant support, aligning with clinical signals in dermatology and wound care.",0.90,glm5_nvidia,llm_title_abstract_annotated,llm_postprocessed=true
PMID_41679395_GLM2,PMID_41679395,unspecified tea,unspecified material,multiple component groups,,other,"antibacterial, antifungal, antiviral, and antiparasitic activity",systematic review,evidence_synthesis_nonquantitative,pathogens and drug-resistant biofilms,,negative,,,,,destabilization of microbial membranes and impaired energy metabolism,,,,"Across pathogens, TTO displays antibacterial, antifungal, antiviral, and antiparasitic activity, including effects on drug-resistant biofilms and ectoparasites",0.90,glm5_nvidia,llm_title_abstract_annotated,llm_postprocessed=true
PMID_41678410_GLM1,PMID_41678410,unspecified tea,tea extract,whole extract,,gut microbiota modulation,gut microbiota composition,animal study,preclinical_in_vivo,mouse model,,unclear,,,,,microbiota-associated mechanism,Akkermansia,short-chain fatty acids,obesity-related phenotype,"FTE-M also modulated gut microbiota composition, normalized bile acid profiles, and enriched short-chain fatty acids (SCFAs)-producing bacteria, including Akkermansia, leading to a 2.49-fold increase in total SCFAs.",0.95,glm5_nvidia,llm_title_abstract_annotated,llm_postprocessed=true
PMID_41678410_GLM2,PMID_41678410,unspecified tea,tea extract,whole extract,,anti-obesity,obesity-related phenotype,animal study,preclinical_in_vivo,mouse model,,positive,,,,,molecular mechanism,,,glucose and lipid metabolism; inflammation,"Mechanistically, elevated SCFAs were associated with the activation of free fatty acid receptor 2 (Ffar2) and increased expression of glucagon (Gcg) and peptide YY (Pyy), contributing to enhanced satiety.",0.95,glm5_nvidia,llm_title_abstract_annotated,Synergistic effect. Mechanism involves Ffar2-Gcg/Pyy pathway.; llm_postprocessed=true
PMID_41674684_GLM2,PMID_41674684,green tea,tea leaf,multiple component groups,,other,Metabolic profile alteration,animal study,preclinical_in_vivo,tea leaves,,positive,,,,,food processing,,,,"Tea processing significantly altered flavonoids, amino acids/derivatives, nucleotides/derivatives, and lipids.",0.95,glm5_nvidia,llm_title_abstract_annotated,Analytical chemistry study identifying metabolites.; Processing effect on metabolite composition.; Correlation of specific volatiles with sensory attributes.; llm_postprocessed=true
PMID_41671305_GLM1,PMID_41671305,unspecified tea,tea extract,catechins,,metabolic improvement,Type 2 diabetes mellitus markers,animal study,preclinical_in_vivo,rat model,,positive,,,,,glucose metabolism regulation,,,T2DM,NCFs possessing total flavonoids... could efficiently control T2DM.,0.95,glm5_nvidia,llm_title_abstract_annotated,"Improved blood glucose, HbA1c, insulin, GLP-1.; llm_postprocessed=true"
PMID_41671305_GLM2,PMID_41671305,unspecified tea,tea extract,catechins,,other,vascular complications,animal study,preclinical_in_vivo,rat model,,positive,,,,,vascular tone regulation,,,vascular dysfunction,ameliorates diabetes and vascular complications in SHRs.,0.90,glm5_nvidia,llm_title_abstract_annotated,"Improved proteins regulating vasocontraction and vasodilation (AGTR1, eNOS).; llm_postprocessed=true"
PMID_41665340_GLM1,PMID_41665340,unspecified tea,tea extract,whole extract,,other,myocardial fibrosis,animal study,preclinical_in_vivo,rat model,,negative,,,,,ACE-AT1R/TGF/NF-κB pathway inhibition,,,hypertension-induced myocardial fibrosis,"HP-TS alleviated hypertension-induced myocardial fibrosis in rats by inhibiting the protein expression of ACE, TGF-β1, Smad3, COL I, p65, p50, and pro-inflammatory factors in the ACE-AT1R/TGF/NF-κB pathways",0.95,glm5_nvidia,llm_title_abstract_annotated,llm_postprocessed=true
PMID_41664546_GLM1,PMID_41664546,green tea,tea extract,mixed polyphenols,,antioxidant,antioxidant capacity (DPPH and FRAP),unspecified,in_vitro,tea extract,,positive,,,,,,,,,The key non-volatile compounds and antioxidant capacity (DPPH and FRAP evaluation systems) were highest in the microwave-processed MLGT sample.,0.90,glm5_nvidia,llm_title_abstract_annotated,Assessed via DPPH and FRAP systems.; llm_postprocessed=true
PMID_41656480_GLM1,PMID_41656480,green tea,fermented beverage,multiple component groups,,anti-inflammatory,TNF-alpha expression,animal study,preclinical_in_vivo,rat model,,negative,,,,,TNF-alpha downregulation,Acetobacteraceae; Saccharomycetaceae,,periodontal inflammation,"Kombucha fermented for 4 days... produced the most pronounced reduction in periodontal inflammation... with lower expression of tumor necrosis factor-alpha (42,9%)... in periodontal tissues compared to animals with periodontitis without treatment.",0.92,glm5_nvidia,llm_title_abstract_annotated,Kombucha fermented for 4 days showed highest microbial abundance and strongest effect. No hepatic or renal toxicity observed.; llm_postprocessed=true
PMID_41656480_GLM2,PMID_41656480,green tea,fermented beverage,multiple component groups,,other,alveolar bone loss,animal study,preclinical_in_vivo,rat model,,negative,,,,,RANK/RANKL/OPG pathway modulation,Acetobacteraceae; Saccharomycetaceae,,alveolar bone resorption,"This fermentation time also produced the most pronounced reduction in... alveolar bone loss, with lower expression of... receptor activator of nuclear factor kappa-B (43,6%), as well as higher expression of osteoprotegerin (approximately 55,4%) in periodontal tissues...",0.92,glm5_nvidia,llm_title_abstract_annotated,Associated with decreased RANK and increased OPG expression.; Assessed via liver and kidney samples.; llm_postprocessed=true
PMID_41655487_GLM1,PMID_41655487,fermented tea,fermented beverage,mixed polyphenols,,other,in vitro antioxidant activity,animal study,preclinical_in_vivo,in vitro,,positive,,,,,,,,,EUL kombucha exhibited slower sugar consumption rate and superior in vitro antioxidant activity compared with traditional kombucha.,0.85,glm5_nvidia,llm_title_abstract_annotated,Comparison with traditional kombucha.; Dynamic changes in metabolites during fermentation.; Correlation between microbial community and metabolic pathways.; llm_postprocessed=true
PMID_41652699_GLM1,PMID_41652699,unspecified tea,unspecified material,multiple component groups,,gut microbiota modulation,gut microbiota modulation,animal study,preclinical_in_vivo,in vitro fermentation,,positive,,,,,modulation of gut microbiota composition,"Prevotella, Streptococcus salivarius","lactic acid, short-chain fatty acids",,"Se-TPs promoted the production of lactic acid and short-chain fatty acids. Moreover, Se-TPs selectively enriched beneficial taxa such as Prevotella and Streptococcus salivarius.",0.90,glm5_nvidia,llm_title_abstract_annotated,llm_postprocessed=true
PMID_41652699_GLM2,PMID_41652699,unspecified tea,unspecified material,multiple component groups,,gut microbiota modulation,pathogen suppression,animal study,preclinical_in_vivo,in vitro fermentation,,negative,,,,,suppression of intestinal pathogen,Shigella,,,Se-TPs significantly suppressing the intestinal pathogen Shigella.,0.90,glm5_nvidia,llm_title_abstract_annotated,llm_postprocessed=true
PMID_41645939_GLM1,PMID_41645939,green tea,purified component,theanine,,neuroprotection,brain function,systematic review,evidence_synthesis_nonquantitative,human,,positive,,,,,theanine presence,,,cognitive function,"Matcha... contains higher concentrations of catechins, theanine, and caffeine, offering unique health benefits such as improved brain function",0.85,glm5_nvidia,llm_title_abstract_annotated,llm_postprocessed=true
PMID_41645939_GLM2,PMID_41645939,green tea,purified component,theanine,,other,antioxidant activity,systematic review,evidence_synthesis_nonquantitative,review synthesis,,positive,,,,,,,,,Matcha... offering unique health benefits such as... antioxidant activity,0.80,glm5_nvidia,llm_title_abstract_annotated,llm_postprocessed=true
PMID_41632991_GLM3,PMID_41632991,unspecified tea,purified component,mixed polyphenols,,other,MRSA colonization inhibition,animal study,preclinical_in_vivo,methicillin-resistant Staphylococcus aureus (MRSA),,negative,,,,,ROS burst-induced bacterial DNA damage,Staphylococcus aureus,,,"TTKS effectively inhibited methicillin-resistant Staphylococcus aureus (MRSA) colonization by inducing a reactive oxygen species (ROS) burst, leading to bacterial DNA damage.",0.95,glm5_nvidia,llm_title_abstract_annotated,adjudication_status=llm_title_abstract_annotated; annotator_id=glm5_nvidia; llm_postprocessed=true
PMID_41632991_GLM2,PMID_41632991,unspecified tea,purified component,mixed polyphenols,,anti-inflammatory,anti-inflammatory cytokine secretion,animal study,preclinical_in_vivo,RAW264.7 macrophages,,positive,,,,,upregulated secretion of TGF-β1 and IL-10,,,inflammation phenotype,TTKS facilitated M2 macrophage polarization and enhanced the secretion of anti-inflammatory cytokines TGF-β1 and IL-10.,0.90,glm5_nvidia,llm_title_abstract_annotated,adjudication_status=llm_title_abstract_annotated; annotator_id=glm5_nvidia; llm_postprocessed=true
PMID_41632836_GLM1,PMID_41632836,unspecified tea,tea extract,mixed polyphenols,,metabolic improvement,prevention of MAFLD,animal study,preclinical_in_vivo,mouse model,,unclear,,,,,EGFR/pEGFR-AKT/pAKT-SREBP-1-ACC1 pathway,,,lipid accumulation,"PLE inhibits lipid accumulation by downregulating the EGFR/pEGFR-AKT/pAKT-SREBP-1-ACC1 pathway through binding to the EGFR receptor, thereby preventing MAFLD.",0.95,glm5_nvidia,llm_title_abstract_annotated,llm_postprocessed=true
PMID_41622927_GLM1,PMID_41622927,unspecified tea,purified component,mixed polyphenols,,gut microbiota modulation,polyphenol biotransformation,systematic review,evidence_synthesis_nonquantitative,not specified,,unclear,,,,,biotransformation of polyphenols,,,,polyphenols are biotransformed in the gut microbiota to produce metabolites that further influence methionine metabolism,0.90,glm5_nvidia,llm_title_abstract_annotated,llm_postprocessed=true
PMID_41622927_GLM2,PMID_41622927,unspecified tea,purified component,mixed polyphenols,,other,methionine metabolic homeostasis,systematic review,evidence_synthesis_nonquantitative,not specified,,positive,,,,,regulation of SAM biosynthesis and methionine adenosyltransferase activity,,,"metabolic, inflammatory, and age-related diseases","Dietary polyphenols influence this cycle through multiple mechanisms, including the regulation of methionine adenosyltransferase activity, modulation of SAM biosynthesis, and promotion of S-adenosylhomocysteine clearance.",0.90,glm5_nvidia,llm_title_abstract_annotated,llm_postprocessed=true
PMID_41622499_GLM1,PMID_41622499,unspecified tea,purified component,mixed polyphenols,,gut microbiota modulation,gut microbiota modulation,systematic review,evidence_synthesis_nonquantitative,in vivo,,positive,,,,,prebiotic-like effect,Lactobacillus; Bifidobacterium; Clostridium,,,"Polyphenol-rich dietary sources exert prebiotic-like effects by selectively enriching commensal bacteria, including Lactobacillus and Bifidobacterium spp., while downregulating harmful genera such as Clostridium.",0.90,glm5_nvidia,llm_title_abstract_annotated,llm_postprocessed=true
PMID_41622499_GLM2,PMID_41622499,unspecified tea,purified component,mixed polyphenols,,anti-inflammatory,inflammation attenuation,systematic review,evidence_synthesis_nonquantitative,in vivo,,positive,,,,,suppression of pro-inflammatory cytokines; anti-oxidant pathway activation,,,inflammatory response,"These compounds attenuate inflammatory responses through the modulation of intracellular signaling cascades, suppression of pro-inflammatory cytokines, and mitigation of oxidative stress via activation of anti-oxidant pathways.",0.90,glm5_nvidia,llm_title_abstract_annotated,llm_postprocessed=true
PMID_41622499_GLM3,PMID_41622499,unspecified tea,purified component,mixed polyphenols,,metabolic improvement,metabolic syndrome improvement,systematic review,evidence_synthesis_nonquantitative,in vivo,,positive,,,,,host metabolism regulation; inflammation regulation,,bioactive metabolites,metabolic syndrome phenotype,"This dynamic interaction has profound implications for host metabolism, inflammation regulation, and disease prevention.",0.85,glm5_nvidia,llm_title_abstract_annotated,llm_postprocessed=true
PMID_41622288_GLM1,PMID_41622288,unspecified tea,tea infusion,caffeine,,metabolic improvement,caffeine metabolism rate,systematic review,evidence_synthesis_nonquantitative,human,,unclear,,,,,CYP1A2 enzyme activity,,,metabolic phenotype,"We synthesize current knowledge on the pharmacokinetics of caffeine, emphasizing the central role of the hepatic enzyme CYP1A2 and its transcriptional regulator AHR in determining metabolic rate.",0.90,glm5_nvidia,llm_title_abstract_annotated,llm_postprocessed=true
PMID_41622288_GLM2,PMID_41622288,unspecified tea,tea infusion,caffeine,,other,"cardiovascular, neurological, and metabolic outcomes",systematic review,evidence_synthesis_nonquantitative,human,,unclear,,,,,gene-environment interaction,,,disease susceptibility,"Finally, we discuss how genetic variation interacts with coffee and tea’s diverse bioactive components to influence cardiovascular, neurological, and metabolic outcomes.",0.85,glm5_nvidia,llm_title_abstract_annotated,llm_postprocessed=true
PMID_41621929_GLM1,PMID_41621929,green tea,tea extract,whole extract,,antioxidant,DPPH radical scavenging activity,animal study,preclinical_in_vivo,green tea leaf extract,,unclear,,,,,phenolic content,,,,"Analyses included ... antioxidant capacity (FRAP, CUPRAC), and DPPH IC₅₀. Methanol extract pH ranged from ... to 8.29 green tea leaf (Camellia sinensis L.).",0.90,glm5_nvidia,llm_title_abstract_annotated,Abstract presents comparative data for green tea among other plants.; Abstract mentions general antioxidant capacity measures performed on extracts.; llm_postprocessed=true
PMID_41621019_GLM1,PMID_41621019,green tea,purified component,catechins,,anti-inflammatory,inflammatory cytokine levels,animal study,preclinical_in_vivo,cell culture,,negative,,,,,reduced cytokine levels,,,inflammation phenotype,"EGCG-2G displayed notable antioxidant, anti-inflammatory, and anti-melanogenic activities... reduced inflammatory cytokine levels",0.85,glm5_nvidia,llm_title_abstract_annotated,llm_postprocessed=true
PMID_41621019_GLM2,PMID_41621019,green tea,purified component,catechins,,antioxidant,free radical scavenging,animal study,preclinical_in_vivo,cell culture,,positive,,,,,scavenged intracellular and extracellular free radicals,,,,It effectively scavenged intracellular and extracellular free radicals,0.85,glm5_nvidia,llm_title_abstract_annotated,llm_postprocessed=true
PMID_41621019_GLM3,PMID_41621019,green tea,purified component,catechins,,other,melanin synthesis,animal study,preclinical_in_vivo,cell culture,,negative,,,,,MC1R/cAMP/MITF signaling pathway,,,,inhibited melanin synthesis. Molecular docking and gene expression analyses suggested that its anti-melanogenic effect might be associated with the MC1R/cAMP/MITF signaling pathway,0.85,glm5_nvidia,llm_title_abstract_annotated,llm_postprocessed=true
PMID_41617902_GLM1,PMID_41617902,unspecified tea,unspecified material,caffeine,,antioxidant,DPPH radical scavenging inhibition,animal study,preclinical_in_vivo,chemical assay,,positive,,,,,,,,,antioxidant capacity was evaluated using the DPPH assay... DPPH inhibition (11-69%),0.85,glm5_nvidia,llm_title_abstract_annotated,In vitro assessment of radical scavenging activity; no correlation found with TPC.; llm_postprocessed=true
PMID_41617902_GLM2,PMID_41617902,unspecified tea,unspecified material,caffeine,,other,phytochemical composition,animal study,preclinical_in_vivo,chemical assay,,unclear,,,,,,,,,"Caffeine (57.76-79.14%) was the dominant phytochemical, followed by theobromine and quinic acid.",0.90,glm5_nvidia,llm_title_abstract_annotated,GC-MS analysis identified caffeine as the primary compound.; llm_postprocessed=true
PMID_41612904_GLM1,PMID_41612904,unspecified tea,tea extract,whole extract,,antioxidant,antioxidant capacity,animal study,preclinical_in_vivo,cell-free assays,,positive,,,,,metal chelation and reducing power,,,,"Antioxidant activity, evaluated using six complementary assays, was moderate and assay-dependent, with stronger metal-chelating activity (IC50 = 1.31 mg/mL) and ferric reducing antioxidant power (FRAP; EC50 = 1.38 mg/mL).",0.95,glm5_nvidia,llm_title_abstract_annotated,llm_postprocessed=true
PMID_41612904_GLM2,PMID_41612904,unspecified tea,tea extract,whole extract,,anti-inflammatory,"cytokine levels (TNF-alpha, TGF-beta, IL-1beta)",animal study,preclinical_in_vivo,A549 lung carcinoma cells,,unclear,,,,,immunomodulation,,,inflammation phenotype,"In A549 lung carcinoma cells... at the half-maximal inhibitory concentration (IC50), tumor necrosis factor-alpha (TNF-α) increased to 26.73 ng/mL, whereas transforming growth factor-beta (TGF-β) and interleukin-1 beta (IL-1β) decreased to 9.4 and 10.83 pg/mL, respectively.",0.90,glm5_nvidia,llm_title_abstract_annotated,Shows dose-dependent immunomodulatory effects on pro-inflammatory cytokines.; llm_postprocessed=true
PMID_41612904_GLM3,PMID_41612904,unspecified tea,tea extract,whole extract,,other,enzyme inhibition,animal study,preclinical_in_vivo,cell-free assays,,negative,,,,,inhibition of cholinesterase and tyrosinase,,,,"The extract inhibited acetyl- and butyrylcholinesterase and tyrosinase with comparable potency (2.69, 2.53, and 2.64 mg/mL, respectively), while weaker inhibition was observed for α-glucosidase (10.63 mg/mL) and α-amylase (19.93 mg/mL).",0.95,glm5_nvidia,llm_title_abstract_annotated,Record adjudication_status set to llm_title_abstract_annotated. Annotator_id set to glm5_nvidia.; llm_postprocessed=true
PMID_41607156_GLM1,PMID_41607156,green tea,tea extract,catechins,,anti-inflammatory,cytokine gene expression,animal study,preclinical_in_vivo,human PBMCs,,negative,,,,,modulation of cytokine expression,,,beta-thalassemia,"Increasing EGCG concentrations up to 50 μM resulted in a significant reduction in cytokine gene expression, with p-values ranging from < 0.001 to < 0.05.",0.90,glm5_nvidia,llm_title_abstract_annotated,"Cytokines include IL-6, IL-1β, TNF-α, and IFN-γ.; llm_postprocessed=true"
PMID_41605387_GLM1,PMID_41605387,unspecified tea,tea extract,tea polysaccharides,,gut microbiota modulation,polysaccharide degradation by gut microbiota,animal study,preclinical_in_vivo,in vitro fecal fermentation,,positive,,,,,preferential degradation of RG-I side chains,gut microbiota,,,The results demonstrated that microorganisms preferentially degrade the side chains of the RG-I domain before metabolizing galacturonic acid residues from the backbone.,0.90,glm5_nvidia,llm_title_abstract_annotated,Characterization of fermentation sequence for tea pectic polysaccharides.; llm_postprocessed=true
PMID_41599956_GLM1,PMID_41599956,green tea,tea infusion,multiple component groups,,metabolic improvement,enrichment of metabolic pathways,animal study,preclinical_in_vivo,rat model,,unclear,,,,,,,,fat cell differentiation; lipid metabolism; glucose metabolism,"Biological processes and pathways enriched with differential proteins included fat cell differentiation, lipid metabolism, glucose metabolism, fatty acid transport, and immune response.",0.90,glm5_nvidia,llm_title_abstract_annotated,llm_postprocessed=true
PMID_41599956_GLM2,PMID_41599956,green tea,tea infusion,multiple component groups,,other,enrichment of immune response pathways,animal study,preclinical_in_vivo,rat model,,unclear,,,,,,,,immune response,"Biological processes and pathways enriched with differential proteins included fat cell differentiation, lipid metabolism, glucose metabolism, fatty acid transport, and immune response.",0.85,glm5_nvidia,llm_title_abstract_annotated,Proteomic profile allowed distinction between different tea fermentation levels.; llm_postprocessed=true
PMID_41599929_GLM1,PMID_41599929,unspecified tea,purified component,catechins,,gut microbiota modulation,gut microbiota modulation,systematic review,evidence_synthesis_nonquantitative,review synthesis,,unclear,,,,,,,,,"Multifunctional bioactivities of EGCG, including its... gut microbiota-modulating... properties.",0.90,glm5_nvidia,llm_title_abstract_annotated,Abstract lists gut microbiota modulation as a key bioactivity.; llm_postprocessed=true
PMID_41599929_GLM2,PMID_41599929,unspecified tea,purified component,catechins,,other,antioxidant properties,systematic review,evidence_synthesis_nonquantitative,review synthesis,,positive,,,,,,,,,"EGCG, a major polyphenolic compound in tea leaves, exhibits potent antioxidant... properties.",0.90,glm5_nvidia,llm_title_abstract_annotated,llm_postprocessed=true
PMID_41599419_GLM1,PMID_41599419,fermented tea,fermented beverage,mixed polyphenols,,antioxidant,antioxidant capacity,animal study,preclinical_in_vivo,chemical assay,,positive,,,,,phenolic compound accumulation,,,,"Fermentation enhanced the antioxidant potential, with FRAP values more than doubling relative to the control.",0.95,glm5_nvidia,llm_title_abstract_annotated,Linked to phenolic enrichment per abstract.; llm_postprocessed=true
PMID_41599419_GLM2,PMID_41599419,fermented tea,fermented beverage,mixed polyphenols,,metabolic improvement,α-glucosidase inhibition,animal study,preclinical_in_vivo,enzyme inhibition assay,,positive,,,,,phenolic profile remodeling,,,,"Pear supplementation also enhanced the inhibitory activity of key metabolic and neuroactive enzymes, including α-glucosidase.",0.90,glm5_nvidia,llm_title_abstract_annotated,llm_postprocessed=true
PMID_41599419_GLM3,PMID_41599419,fermented tea,fermented beverage,mixed polyphenols,,neuroprotection,cholinesterase inhibition,animal study,preclinical_in_vivo,enzyme inhibition assay,,positive,,,,,phenolic enrichment,,,,"Pear supplementation also enhanced the inhibitory activity of key metabolic and neuroactive enzymes, including acetylcholinesterase and butyrylcholinesterase.",0.90,glm5_nvidia,llm_title_abstract_annotated,llm_postprocessed=true
PMID_41596333_GLM1,PMID_41596333,unspecified tea,tea extract,whole extract,,gut microbiota modulation,gut microbiota modulation,animal study,preclinical_in_vivo,C57BL/6J mouse model,,positive,,,,,prevented bacterial richness reduction; prevented increase in Flintibacter butyricus,Flintibacter butyricus; Bifidobacterium,,metabolic syndrome phenotype,"CTE, BPL1®HT, and the blend prevented bacterial richness reduction caused by HFHS; the blend achieved higher bacterial richness than mice in Chow diet. Additionally, the blend prevented the increase in Flintibacter butyricus, which is associated with MetS clinical parameters, and showed a tendency to increase the abundance of Bifidobacterium.",0.95,glm5_nvidia,llm_title_abstract_annotated,llm_postprocessed=true
PMID_41596333_GLM2,PMID_41596333,unspecified tea,tea extract,whole extract,,metabolic improvement,cardiometabolic alterations normalization,animal study,preclinical_in_vivo,C57BL/6J mouse model,,positive,,,,,restored PI3K/Akt signaling; reduced hepatic steatosis; normalized inflammatory and oxidative stress markers,,,body weight; insulin sensitivity; lipid profiles; vascular function,"Co-treatment also restored PI3K/Akt signaling in liver and muscle, reduced hepatic steatosis, and normalized the expression of inflammatory and oxidative stress markers across multiple tissues.",0.95,glm5_nvidia,llm_title_abstract_annotated,llm_postprocessed=true
