paper_id,source_db,title,authors,journal,year,doi,pmid,study_type,tea_type,material_form,component_group,activity_category,processing_present,extraction_present,microbiome_present,include_status,exclusion_reason,notes
PMID_41703844,PubMed,Mechanisms of phenolic conversion in anaerobic fermentation of tea leaves revealed by integrating microbiome and metabolome analysis.,Fang X; Pu Q; Qu A; Wang C; Shen T; Wu S; Li M; Sui M; Ji Z; Huang Y,"Food research international (Ottawa, Ont.)",2026,10.1016/j.foodres.2026.118381,41703844,animal study,unspecified tea,purified component,catechins,gut microbiota modulation,yes,no,yes,include,,matched_queries=Q2; Q3; Q4; abstract_saved_in_raw_batch; Study on phenolic bioconversion mechanisms during tea anaerobic fermentation using microbiome and metabolome analysis.; llm_retry_merged=true; llm_postprocessed=true; llm_screened=true
PMID_41700473,PubMed,Field-Aged Shade Nets Residues Disrupt Rhizosphere Microbiota and Nitrogen Metabolism in Tea (Camellia sinensis).,Wang K; Tong Z; Shen Y; Liu Y; Wang M; Fang Q,Environmental science & technology,2026,10.1021/acs.est.5c15486,41700473,plant/agronomy study,unspecified tea,purified component,theanine,gut microbiota modulation,no,no,yes,exclude,Out of scope: plant/agronomy rather than functional activity evidence.,matched_queries=Q3; abstract_saved_in_raw_batch
PMID_41699676,PubMed,Caffeine intake and late dry age-related macular degeneration: tea's protective role-insights from NHANES and Mendelian randomization.,Yang H; Liu B; Zhang Y; Zhang Z; Tan H; Li X,International journal of retina and vitreous,2026,10.1186/s40942-026-00813-6,41699676,animal study,unspecified tea,tea infusion,caffeine,neuroprotection,no,no,no,include,,matched_queries=Q2; abstract_saved_in_raw_batch; NHANES and MR study showing tea consumption protects against dry AMD via immune modulation.; llm_retry_merged=true; llm_postprocessed=true; llm_screened=true
PMID_41698016,PubMed,Integrative and Natural Approaches to Thyroid Nodule Treatment: Evidence and Emerging Trends.,Mazza AD; Visione E,Alternative therapies in health and medicine,2026,,41698016,systematic review,green tea,purified component,mixed polyphenols,anti-inflammatory,no,no,no,include,,"matched_queries=Q2; abstract_saved_in_raw_batch; Systematic review discussing green tea polyphenols as a phytotherapeutic agent for thyroid nodules, specifically mentioning anti-inflammatory mechanisms.; llm_retry_merged=true; llm_postprocessed=true; llm_screened=true"
PMID_41697800,PubMed,Designing a Sucrose Phosphorylase from Leuconostoc mesenteroides for the Highly Selective Production of EGCG-4'-O-α-d-Glucopyranoside.,Tong J; Chen X; Chen K; Chen J; Ding J; Li Y; Jia H,Journal of agricultural and food chemistry,2026,10.1021/acs.jafc.5c14771,41697800,animal study,green tea,purified component,catechins,anti-inflammatory,no,no,no,exclude,wrong_study_design,"matched_queries=Q2; abstract_saved_in_raw_batch; Paper focuses on protein engineering of an enzyme for synthesis of EGCG derivative, not functional activity or health outcomes.; llm_retry_merged=true; llm_postprocessed=true; llm_screened=true"
PMID_41697452,PubMed,Integrative Oncology for Biochemical Recurrence of Epithelial Ovarian Cancer.,Berman T; Matanes E; David CB; Frenkel M,Current oncology reports,2026,10.1007/s11912-026-01762-x,41697452,systematic review,green tea,unspecified material,multiple component groups,anti-inflammatory,no,no,no,include,,"matched_queries=Q1; abstract_saved_in_raw_batch; Review article discussing integrative oncology interventions, including green tea, for biochemical recurrence of epithelial ovarian cancer.; llm_retry_merged=true; llm_postprocessed=true; llm_screened=true"
PMID_41696766,PubMed,Mechanisms of green tea-induced attenuation of osteoporosis and skeletal muscle atrophy: current status and future study recommendations for clinical application.,Kwon Y,Critical reviews in food science and nutrition,2026,10.1080/10408398.2026.2625340,41696766,systematic review,green tea,purified component,catechins,antioxidant,no,no,no,include,,matched_queries=Q1; Q2; abstract_saved_in_raw_batch; Systematic review on EGCG mechanisms in osteoporosis and muscle atrophy.; llm_retry_merged=true; llm_postprocessed=true; llm_screened=true
PMID_41695820,PubMed,"Unlocking the pharmaceutical potential of Kombucha: production, regulatory challenges and patents landscape.",Rodrigues C; Dos Reis GA; Ocán-Torres D; Martinez-Burgos WJ; Medeiros ABP; Karp SG; Goyzueta-Mamani LD; de Queiroz Fonseca Mota P; Soccol CR,Food science and biotechnology,2026,10.1007/s10068-025-01950-8,41695820,systematic review,fermented tea,fermented beverage,multiple component groups,anti-inflammatory,yes,no,no,include,,matched_queries=Q1; Q4; abstract_saved_in_raw_batch; Review article discussing therapeutic potential of Kombucha including anti-inflammatory and metabolic effects. No specific primary data reported in abstract.; llm_retry_merged=true; llm_postprocessed=true; llm_screened=true
PMID_41695732,PubMed,Lipid metabolism disorders and osteoarthritis progression: Potential intervention with plant active ingredients.,Zhang T; Liu JL; Wang W; Ren K; Liu XM; Cao K; Li Z; Cheng XY; Zhang XY; Xu WS,World journal of orthopedics,2026,10.5312/wjo.v17.i2.113405,41695732,systematic review,green tea,purified component,mixed polyphenols,anti-obesity,no,no,no,include,,"matched_queries=Q1; Q2; abstract_saved_in_raw_batch; Systematic review discussing lipid metabolism and osteoarthritis, mentioning green tea polyphenols.; llm_retry_merged=true; llm_postprocessed=true; llm_screened=true"
PMID_41695108,PubMed,Bioactive Phenolic Compounds in Extra Virgin Olive Oil: Implications for Cardiovascular Health.,Vázquez-Jiménez C; Rodríguez-Pérez MD; Ortega-Hombrados L; Sánchez-Tévar AM; de la Cruz-Cortés JP; Gonzalez-Correa JA,Food science & nutrition,2026,10.1002/fsn3.71441,41695108,systematic review,unspecified tea,purified component,mixed polyphenols,gut microbiota modulation,no,no,yes,include,,"matched_queries=Q1; abstract_saved_in_raw_batch; Narrative review on cardiovascular benefits of polyphenols, mentions tea and gut microbiota metabolites.; llm_retry_merged=true; llm_postprocessed=true; llm_screened=true"
PMID_41684150,PubMed,"Amelioration of ammonia-induced oxidative stress, ferroptosis and intestinal damage in Pelteobagrus fulvidraco through dietary tea polyphenols.",Wang Z; Long X; Zhang M; Li M; Shao J; Wang C; Gan L; Chen J; Wen M; Qin C; Jiang H,Journal of fish biology,2026,10.1111/jfb.70362,41684150,animal study,unspecified tea,purified component,mixed polyphenols,gut microbiota modulation,no,no,yes,include,,"matched_queries=Q2; Q3; abstract_saved_in_raw_batch; Animal study investigating dietary tea polyphenols in Pelteobagrus fulvidraco under ammonia stress. Reports modulation of gut microbiota, antioxidant status, and ferroptosis markers.; llm_retry_merged=true; llm_postprocessed=true; llm_screened=true"
PMID_41683202,PubMed,Effects of Epigallocatechin Gallate Against Lung Cancer: Mechanisms of Action and Therapeutic Potential.,Mirbabaei Ghafghazi D; Kwan Sze NS; Tsiani E,Nutrients,2026,10.3390/nu18030378,41683202,systematic review,green tea,purified component,catechins,metabolic improvement,no,no,no,include,,"matched_queries=Q1; Q2; abstract_saved_in_raw_batch; Systematic review on EGCG effects against lung cancer covering in vitro, in vivo, and clinical evidence.; llm_retry_merged=true; llm_postprocessed=true; llm_screened=true"
PMID_41683180,PubMed,Monitoring Antioxidant Preservation in Microwave-Dried Tea Using H(2)O(2)-Responsive Electrochemical Sensor.,Wang J; Li H; Wu X; Wang X; Zhang X,"Foods (Basel, Switzerland)",2026,10.3390/foods15030595,41683180,animal study,unspecified tea,tea extract,catechins,antioxidant,yes,yes,no,exclude,Out of scope for tea functional activity evidence.,matched_queries=Q2;Q4; abstract_saved_in_raw_batch
PMID_41683081,PubMed,Influence of Drying Methods on Volatile Aroma Compounds and Sensory Properties of Olive Leaf Herbal Tea.,Tripodi G; Torre M; Verzera A; Cincotta F,"Foods (Basel, Switzerland)",2026,10.3390/foods15030496,41683081,animal study,unspecified tea,tea leaf,multiple component groups,antioxidant,yes,no,no,exclude,Out of scope for tea functional activity evidence.,matched_queries=Q4; abstract_saved_in_raw_batch
PMID_41683046,PubMed,Chemical Drivers of Flavor Variation Across Cultivars and Grades of Fujian White Tea Revealed by Integrated Volatile and Non-Volatile Metabolomics.,Zong F; Yang Z; Xiao L; Tong Y; Shen L; Dong Z; Zhou J; Cheng H; Wang W; Liu D,"Foods (Basel, Switzerland)",2026,10.3390/foods15030458,41683046,animal study,white tea,purified component,catechins,metabolic improvement,no,no,no,exclude,Out of scope for tea functional activity evidence.,matched_queries=Q2; abstract_saved_in_raw_batch
PMID_41683030,PubMed,Proanthocyanidins from Camellia kwangsiensis with Potent Antioxidant and α-Glucosidase Inhibitory Activity.,Li N; Ni Q; Chen M; Zhu HT; Zhang M; Tanaka T; Zhang YJ,"Foods (Basel, Switzerland)",2026,10.3390/foods15030442,41683030,plant/agronomy study,unspecified tea,purified component,caffeine,anti-inflammatory,no,no,no,exclude,Out of scope: plant/agronomy rather than functional activity evidence.,matched_queries=Q2; abstract_saved_in_raw_batch
PMID_41683029,PubMed,Influences of Fermentation Temperature on Volatile and Non-Volatile Compound Formation in Dark Tea: Mechanistic Insights Using Aspergillus niger as a Model Organism.,Niaz R; Li M; Pu Q; Qu A; Shen T; Qi M; Wang C; Chen L; Wu S; Huang Y,"Foods (Basel, Switzerland)",2026,10.3390/foods15030441,41683029,animal study,dark tea,purified component,mixed polyphenols,other,yes,no,no,exclude,Out of scope for tea functional activity evidence.,matched_queries=Q4; abstract_saved_in_raw_batch
PMID_41679603,PubMed,Prebiotic augmented nanozyme-armored probiotics reprogramme the gut microenvironment for synchronous treatment of colitis and sepsis via antioxidant defense.,Sun R; Wang Y; Fan J; Wang Z; Yue T; Yuan Y,Journal of advanced research,2026,10.1016/j.jare.2026.02.015,41679603,animal study,unspecified tea,purified component,tea polysaccharides,gut microbiota modulation,no,no,yes,include,,matched_queries=Q2; abstract_saved_in_raw_batch; Animal study on Fu brick tea polysaccharides (FBTP) as prebiotic shell in a probiotic delivery platform for colitis and sepsis.; llm_retry_merged=true; llm_postprocessed=true; llm_screened=true
PMID_41679395,PubMed,Phytochemistry and pharmacology of Melaleuca alternifolia: Bridging aboriginal heritage with contemporary science.,Ebrahimi N; Shokouhi H; Omrani M; Tavakoli MM; Vojdani A; Carson C; Mehrbod P; Ghavami S,Biochimica et biophysica acta. General subjects,2026,10.1016/j.bbagen.2026.130917,41679395,systematic review,unspecified tea,unspecified material,multiple component groups,anti-inflammatory,no,no,no,include,,"matched_queries=Q1; abstract_saved_in_raw_batch; Systematic review on Melaleuca alternifolia (tea tree oil) confirming anti-inflammatory, antimicrobial, and anticancer activities with mechanistic insights.; llm_retry_merged=true; llm_postprocessed=true; llm_screened=true"
PMID_41678410,PubMed,Synergistic Effects of Fu Brick Tea Extract and Millet on Antiobesity in High-Fat Diet-Fed Mice through Gut Microbiota Modulation and Activation of the Ffar2-Gcg/Pyy Molecular Pathway.,Han N; Tian X; Shen Z; Wang L; Zhu H; Zhao Y; Yang X,Journal of agricultural and food chemistry,2026,10.1021/acs.jafc.5c11794,41678410,animal study,unspecified tea,tea extract,whole extract,gut microbiota modulation,no,yes,yes,include,,matched_queries=Q2; Q3; abstract_saved_in_raw_batch; Animal study investigating Fu Brick Tea Extract and Millet complex.; llm_retry_merged=true; llm_postprocessed=true; llm_screened=true
PMID_41674684,PubMed,Metabolome technology reveals the material basis for the formation of characteristic flavors in four types of purple teas.,Chen Z; Liu J; Xiong F; Wang Y; Chen Z; Zhang C; Yang Y; Gao C; Cao S; Yu S; Sun W,Food chemistry: X,2026,10.1016/j.fochx.2026.103551,41674684,animal study,green tea,tea leaf,multiple component groups,metabolic improvement,yes,no,no,include,,matched_queries=Q4; abstract_saved_in_raw_batch; Study characterizes metabolic and volatile flavor profiles of Zifuxing No.1 purple tea varieties using LC-MS/MS and GC-MS.; llm_retry_merged=true; llm_postprocessed=true; llm_screened=true
PMID_41671932,PubMed,Temperature-responsive nanozyme-mediated enrichment-confinement dual strategy breaks the non-responsive barrier for Triphenols: Highly responsive detection and differentiation of tea.,Li J; Han Q; Zheng X; Zhen L; Li Y; Huang H,Biosensors & bioelectronics,2026,10.1016/j.bios.2026.118503,41671932,animal study,unspecified tea,purified component,mixed polyphenols,other,no,no,no,exclude,No functional activity assessed; analytical method development paper.,"matched_queries=Q3; abstract_saved_in_raw_batch; This paper focuses on the development of a nanozyme-based sensor technology for the detection and differentiation of tea polyphenols. It does not investigate functional biological activities, health effects, or mechanisms of action of tea/tea components in biological systems.; llm_retry_merged=true; llm_postprocessed=true; llm_screened=true"
PMID_41671305,PubMed,Noncatechin flavonoid-rich extract from Camellia sinensis (L.) Kuntze seed residues ameliorates diabetes and vascular complications in SHRs.,Shen KP; Lin SY; Hao CL; Chen FC; Su HJ; Chen YM; Lin HL,The Journal of pharmacy and pharmacology,2026,10.1093/jpp/rgag002,41671305,animal study,unspecified tea,tea extract,catechins,metabolic improvement,yes,yes,no,include,,matched_queries=Q2; abstract_saved_in_raw_batch; Animal study on noncatechin flavonoids from tea seeds treating T2DM in rats.; llm_retry_merged=true; llm_postprocessed=true; llm_screened=true
PMID_41666575,PubMed,Thermal activation in oxidative model drives catechin assembly into theaflavins with enhanced antioxidant capacity.,Zhao Y; Liang J; Lu R; Zou Z; Wu H; Chen S; Cao H; Xiao J,Food chemistry,2026,10.1016/j.foodchem.2026.148334,41666575,animal study,unspecified tea,purified component,theaflavins,antioxidant,no,no,no,exclude,Out of scope for tea functional activity evidence.,matched_queries=Q2;Q4; abstract_saved_in_raw_batch
PMID_41665340,PubMed,"Tea Saponin from Camellia oleifera Seed Meal Alleviates Hypertension-Induced Myocardial Fibrosis: Isolation, Purification, and Mechanisms.",Zhang B; Jia L; Li H; Wei M; Deng Z; Li H,Journal of agricultural and food chemistry,2026,10.1021/acs.jafc.5c17583,41665340,animal study,unspecified tea,tea extract,whole extract,other,no,yes,no,include,,matched_queries=Q4; abstract_saved_in_raw_batch; Animal study on tea saponin from Camellia oleifera seed meal alleviating myocardial fibrosis in hypertensive rats.; llm_retry_merged=true; llm_postprocessed=true; llm_screened=true
PMID_41664546,PubMed,"Changes in antioxidant, non-volatile and volatile contents of mulberry leaf green tea prepared using different fixation methods.",Wu J; Yang Q; Xia W; Wang X; Pan H; Yin H; Ye J; Pu J; Zhang H; Liu F,Journal of the science of food and agriculture,2026,10.1002/jsfa.70516,41664546,unspecified,green tea,tea extract,mixed polyphenols,antioxidant,yes,yes,no,include,,matched_queries=Q2; Q4; abstract_saved_in_raw_batch; Study compares processing methods on antioxidant and chemical composition of mulberry leaf green tea.; llm_retry_merged=true; llm_postprocessed=true; llm_screened=true
PMID_41663711,PubMed,Rheological investigation of the effects of tea polyphenols on SBS-modified bitumen before and after short-term aging.,Han Z; Xu L; Sun P; Yang B,Scientific reports,2026,10.1038/s41598-026-39300-1,41663711,animal study,unspecified tea,purified component,mixed polyphenols,antioxidant,no,no,no,exclude,out of scope: materials science/engineering application,matched_queries=Q2; abstract_saved_in_raw_batch; Study investigates tea polyphenols as an additive in bitumen road construction material. Not a biological study of tea activity.; llm_retry_merged=true; llm_postprocessed=true; llm_screened=true
PMID_41656480,PubMed,Fermentation time Determines Anti-inflammatory and Osteoprotective Activity of Green Tea Kombucha in a Rat Model of Experimental Periodontitis.,da Silva EC; Beserra MMN; Leitão MGS; Vieira Camelo Maia IF; de Souza Alves BE; Gonçalves PG; de Assis Leite DC; Neves BG; Pereira KMA; Rodrigues LKA; Gondim DV,Probiotics and antimicrobial proteins,2026,10.1007/s12602-026-10937-8,41656480,animal study,green tea,fermented beverage,multiple component groups,anti-inflammatory,yes,no,no,include,,matched_queries=Q4; abstract_saved_in_raw_batch; Animal study evaluating green tea kombucha fermented for different durations on periodontitis in rats.; llm_retry_merged=true; llm_postprocessed=true; llm_screened=true
PMID_41655487,PubMed,Eucommia ulmoides leaf as an alternative substrate for kombucha fermentation: the role of microbial communities in dynamics and metabolic profile.,Wang L; Wang E; Wang W; Zhang W; Ge Y; Cao X; Tian HS; Li X; Zhu X,Food chemistry,2026,10.1016/j.foodchem.2026.148266,41655487,animal study,fermented tea,fermented beverage,mixed polyphenols,metabolic improvement,yes,no,no,include,,matched_queries=Q4; abstract_saved_in_raw_batch; Characterization of kombucha fermentation using Eucommia ulmoides leaf substrate; in vitro focus.; llm_retry_merged=true; llm_postprocessed=true; llm_screened=true
PMID_41655486,PubMed,Targeting fermentation via quality indicators mapping during the overall processing of Xanthoceras sorbifolium Bunge black tea: Investigation of stable metabolic pathways and key substances.,Zhao H; Wang S; Zhong M; Xiao J; Guan W; Ren H; Liu Y; Feng X,Food chemistry,2026,10.1016/j.foodchem.2026.148297,41655486,animal study,black tea,tea extract,mixed polyphenols,metabolic improvement,yes,yes,no,exclude,Out of scope for tea functional activity evidence.,matched_queries=Q2;Q4; abstract_saved_in_raw_batch
PMID_41652699,PubMed,"Selenium biofortification modulates the structure, digestion, and microbial fermentation characteristics of tea proteins.",Jiang Z; Bai F; Guo W; Wang X; Hu K; Liu R; Zhang Y; Hou R; Li H; Peng C; Xie M; Li D; Wan X; Chen G; Cai H,"Food research international (Ottawa, Ont.)",2026,10.1016/j.foodres.2025.118290,41652699,animal study,unspecified tea,unspecified material,multiple component groups,gut microbiota modulation,yes,no,yes,include,,matched_queries=Q4; abstract_saved_in_raw_batch; In vitro study on selenium-biofortified tea proteins and gut fermentation.; llm_retry_merged=true; llm_postprocessed=true; llm_screened=true
PMID_41650782,PubMed,"Lichen Parmotrema perlatum derived constituents as natural metabolic interveners: mechanistic insights based on integration of bioactivities, molecular docking and fuzzy logic to develop a functional green tea beverage.",Roychowdhury R; Singhal RS,Food chemistry,2026,10.1016/j.foodchem.2026.148151,41650782,plant/agronomy study,green tea,tea extract,whole extract,anti-obesity,yes,yes,no,exclude,Out of scope: plant/agronomy rather than functional activity evidence.,matched_queries=Q4; abstract_saved_in_raw_batch
PMID_41650779,PubMed,Antifungal mechanism and mycotoxin control of Ligusticum jeholense essential oil against Alternaria alternata in postharvest tomato.,Wang QS; Pang S; Tong XY; Luo DQ; Wang J; Cao F,Food chemistry,2026,10.1016/j.foodchem.2026.148265,41650779,animal study,unspecified tea,tea extract,whole extract,antioxidant,no,yes,no,exclude,"Material is Ligusticum jeholense essential oil, not tea or a tea product.","matched_queries=Q4; abstract_saved_in_raw_batch; Study examines essential oil from Ligusticum jeholense, which is not tea (Camellia sinensis). Tea_type is incorrectly listed as unspecified; plant material is outside scope.; llm_retry_merged=true; llm_postprocessed=true; llm_screened=true"
PMID_41645939,PubMed,From coffee to matcha: decoding the multidimensional competence of matcha as a sustainable and health-promoting coffee substitute.,Hu H; Zhang H; Liu Z; Liu Z; Yang C; Wang J,Journal of the science of food and agriculture,2026,10.1002/jsfa.70492,41645939,systematic review,green tea,purified component,theanine,neuroprotection,yes,no,no,include,,matched_queries=Q1; Q2; Q4; abstract_saved_in_raw_batch; Systematic review comparing bioactive components and health effects of matcha and coffee.; llm_retry_merged=true; llm_postprocessed=true; llm_screened=true
PMID_41632991,PubMed,"Supramolecularly co-assembled composite bone cement prepared from tea polyphenol-modified tricalcium phosphate/tricalcium silicate with osteogenic, antibacterial, and immunomodulatory effects.",He J; Lai L; Fu Y; Song X; Wang L; Xu X; Zhang K; Wang P; Qiao L,"Colloids and surfaces. B, Biointerfaces",2026,10.1016/j.colsurfb.2026.115483,41632991,animal study,unspecified tea,purified component,mixed polyphenols,anti-inflammatory,no,no,no,include,,"matched_queries=Q2; abstract_saved_in_raw_batch; Tea polyphenols modified bone cement showing osteogenic, antibacterial, and immunomodulatory effects.; llm_retry_merged=true; llm_postprocessed=true; llm_screened=true"
PMID_41632836,PubMed,Network Pharmacology-Based Investigation of the Mechanism of Liupao Tea Polyphenol Extract in Preventing MAFLD via the Hepatic EGFR-AKT Pathway.,Wei J; He X; Shi T; Jin X; Huang J; Du Q; Huang J; Li T; Xie X; Huang Y; Nie C; Fan Y; Yang X; Song L; Tang W,Journal of agricultural and food chemistry,2026,10.1021/acs.jafc.5c15231,41632836,animal study,unspecified tea,tea extract,mixed polyphenols,metabolic improvement,no,yes,no,include,,matched_queries=Q2; abstract_saved_in_raw_batch; Animal study on Liupao tea polyphenol extract preventing MAFLD via hepatic EGFR-AKT pathway.; llm_retry_merged=true; llm_postprocessed=true; llm_screened=true
PMID_41630886,PubMed,Metabolomic analysis of quality improvement through refiring in Fenghuang Dancong tea.,Ding M; Meng S; Hu L; Wang H; Huang J; Wu F; Yu Z; Yong JWH; Zhu H; Hu Z,Food chemistry: X,2026,10.1016/j.fochx.2025.103469,41630886,plant/agronomy study,unspecified tea,purified component,mixed polyphenols,other,yes,no,no,exclude,Out of scope: plant/agronomy rather than functional activity evidence.,matched_queries=Q4; abstract_saved_in_raw_batch
PMID_41629325,PubMed,Key sweet-aroma compounds and formation mechanisms in Mengding bud yellow tea using HS-SPME-GC-MS and sensomics.,Xu J; Xie M; Yang X; Zhang C; Li M; Luo P; Bian J; Guo L; Zou Y; Sun B; Tang Q,NPJ science of food,2026,10.1038/s41538-026-00737-3,41629325,plant/agronomy study,yellow tea,tea leaf,multiple component groups,other,yes,no,no,exclude,Out of scope: plant/agronomy rather than functional activity evidence.,matched_queries=Q4; abstract_saved_in_raw_batch
PMID_41625289,PubMed,"Drying-method dictates green-tea flavor: Key odorants, OAV-based markers and precursor fate mapped by GC-MS/O and targeted metabolomics.",Yu T; Fan Y; Zhang J; Ning J,Current research in food science,2026,10.1016/j.crfs.2025.101295,41625289,animal study,green tea,tea leaf,multiple component groups,other,yes,no,no,exclude,Out of scope for tea functional activity evidence.,matched_queries=Q4; abstract_saved_in_raw_batch
PMID_41623970,PubMed,Unraveling the impacts of different processing methods on hawk tea's volatiles and flavor via non-targeted Volatilomics approach.,Xie F; Zhang H; Jiang S; Xiao M; Hu H; Song Y; Liu X,Food chemistry: X,2026,10.1016/j.fochx.2026.103520,41623970,plant/agronomy study,unspecified tea,tea leaf,multiple component groups,other,yes,no,no,exclude,Out of scope: plant/agronomy rather than functional activity evidence.,matched_queries=Q4; abstract_saved_in_raw_batch
PMID_41622927,PubMed,"Polyphenols, epigenetics, and methionine metabolism: unlocking therapeutic potential.",Liang J; Zhao Y; Cheng Y; Hu Z; Yuan Y; Xiao J; Farag MA; Cai X; Cao H; Yue T,Critical reviews in food science and nutrition,2026,10.1080/10408398.2025.2534843,41622927,systematic review,unspecified tea,purified component,mixed polyphenols,gut microbiota modulation,yes,no,yes,include,,"matched_queries=Q1; abstract_saved_in_raw_batch; Systematic review on polyphenols, methionine metabolism, and epigenetics; tea mentioned as a source.; llm_retry_merged=true; llm_postprocessed=true; llm_screened=true"
PMID_41622499,PubMed,Synergistic Effects of Polyphenols and Gut Microbiota-Derived Metabolites on Inflammation and Metabolic Syndrome: A Review.,Rakhra G; Malhotra R; Prasad P; Sahu JK; Rakhra G; Khan TU; Khan MU; Rastogi S,Molecular nutrition & food research,2026,10.1002/mnfr.70360,41622499,systematic review,unspecified tea,purified component,mixed polyphenols,gut microbiota modulation,no,no,yes,include,,matched_queries=Q1; abstract_saved_in_raw_batch; Systematic review on polyphenol-gut microbiota synergy; mentions tea as a dietary source.; llm_retry_merged=true; llm_postprocessed=true; llm_screened=true
PMID_41622288,PubMed,"Unraveling the complexities of caffeine: metabolism, genetics, evolution, and health.",Liu X; Xu S,Hereditas,2026,10.1186/s41065-026-00648-z,41622288,systematic review,unspecified tea,tea infusion,caffeine,metabolic improvement,no,no,no,include,,"matched_queries=Q1; Q2; abstract_saved_in_raw_batch; Systematic review discussing caffeine pharmacokinetics, genetic variation, and health outcomes.; llm_retry_merged=true; llm_postprocessed=true; llm_screened=true"
PMID_41621929,PubMed,"Evaluation of Antioxidant Activity and Phenolic Content of Medicinal Plants Extracted by Ethanol, Methanol, and Water.",Çakmak Sancar B; Binici Hİ; Akhan M,Journal of oleo science,2026,10.5650/jos.ess25164,41621929,animal study,green tea,tea extract,whole extract,antioxidant,no,yes,no,include,,matched_queries=Q4; abstract_saved_in_raw_batch; Comparative extraction study including green tea. Reports antioxidant activity and phenolic content. Found green tea extract pH and compared activity to other plants.; llm_retry_merged=true; llm_postprocessed=true; llm_screened=true
PMID_41621019,PubMed,Enzymatic preparation of epigallocatechin gallate diglucoside and bioactivity assessment.,Yang B; Zhu N; Huang Y; Deng J; Yu M; Yan X; Wang J,AMB Express,2026,10.1186/s13568-026-02014-8,41621019,animal study,green tea,purified component,catechins,anti-inflammatory,no,no,no,include,,matched_queries=Q2; abstract_saved_in_raw_batch; llm_retry_merged=true; llm_postprocessed=true; llm_screened=true
PMID_41617902,PubMed,Chemometric and metabolomic profiles of global tea brands sold in Saudi Arabia.,Taha MME; Farasani A; Oraiby M; Elagi RA; Alamr BM; Sharma M; Al-Nafisah BA; Moni SS; Abdelwahab SI,Scientific reports,2026,10.1038/s41598-026-37785-4,41617902,animal study,unspecified tea,unspecified material,caffeine,antioxidant,no,no,no,include,,"matched_queries=Q2; abstract_saved_in_raw_batch; Characterization of chemical, mineral, and antioxidant profiles of commercial tea brands.; llm_retry_merged=true; llm_postprocessed=true; llm_screened=true"
PMID_41617712,PubMed,Bio-based oxalic acid production in Issatchenkia orientalis enables sustainable rare earth recovery.,Lu J; Guo W; Dong Z; Bhagwat SS; Tan SI; Zhu Z; Johnson A; Guest JS; Honaker R; Park DM; Jiao Y; Zhao H,Nature communications,2026,10.1038/s41467-026-68957-5,41617712,animal study,unspecified tea,tea leaf,multiple component groups,metabolic improvement,yes,no,no,exclude,Out of scope for tea functional activity evidence.,matched_queries=Q4; abstract_saved_in_raw_batch
PMID_41617244,PubMed,Ginger pharmacology from tradition to innovation: modern clinical relevance and nanotherapeutics.,Kaur J; Famta P; Srivastava S; Awasthi A; Singh TG; Pal S; Charu; Singh SK,Journal of the science of food and agriculture,2026,10.1002/jsfa.70468,41617244,systematic review,unspecified tea,tea extract,whole extract,metabolic improvement,no,yes,no,exclude,"Subject is ginger, not tea.","matched_queries=Q1; abstract_saved_in_raw_batch; The publication focuses on ginger pharmacology and nanotherapeutics. Although ginger tea is mentioned as a traditional application, the study does not present functional activity evidence specific to tea or tea extracts.; llm_retry_merged=true; llm_postprocessed=true; llm_screened=true"
PMID_41612904,PubMed,"Phytochemical profile and multi-target biological activities of Sideritis lanata water extract: antioxidant, enzyme inhibition, and anti-inflammatory potential.",Isitez N; Erdoğmuş SF; Kargin Solmaz FO; Sarikurkcu C; Kirkan B; Tepe B,Preparative biochemistry & biotechnology,2026,10.1080/10826068.2026.2620806,41612904,animal study,unspecified tea,tea extract,whole extract,anti-inflammatory,no,yes,no,include,,"matched_queries=Q4; abstract_saved_in_raw_batch; Study on Sideritis lanata (mountain tea) water extract characterizing antioxidant, enzyme inhibition, and immunomodulatory effects.; llm_retry_merged=true; llm_postprocessed=true; llm_screened=true"
PMID_41611142,PubMed,The SAM-m(6)A axis as an unexplored therapeutic hub for plant-derived regulation of disease metabolism.,Zhao Y; Liang J; Ma W; Xiao J; Cao H,Pharmacological research,2026,10.1016/j.phrs.2026.108114,41611142,systematic review,unspecified tea,tea infusion,multiple component groups,metabolic improvement,no,no,no,exclude,Out of scope for tea functional activity evidence.,matched_queries=Q1;Q2; abstract_saved_in_raw_batch
PMID_41607156,PubMed,Effect of Epigallocatechin-3-Gallate on Depression-Related Cytokines in Thalassemia Patients: Molecular and Cellular Evaluation.,Salman MN; Al-Burki FR; Hussein HA; Younus LA; Nasser FA; Almohseni HAA,Journal of clinical laboratory analysis,2026,10.1002/jcla.70171,41607156,animal study,green tea,tea extract,catechins,anti-inflammatory,no,yes,no,include,,matched_queries=Q2; abstract_saved_in_raw_batch; In vitro study of EGCG on PBMCs from beta-thalassemia patients.; llm_retry_merged=true; llm_postprocessed=true; llm_screened=true
