record_id,paper_id,processing_present,extraction_present,component_present,tea_type,material_form,component_group,processing_step,extraction_method,compound_name,cultivar,origin,evidence_terms,raw_context_phrase,confidence_score,reasoning_short,patch_status,patch_uncertainty_flags
PMID_40869245_GLM2,PMID_40869245,true,false,true,black tea,purified component,theaflavins,polyphenol oxidase-catalysed oxidation; peroxidase-catalysed oxidation; dimerization of epicatechins,,"theaflavins; thearubigins; theaflavin; theaflavin-3-gallate; theaflavin-3'-gallate; theaflavin-3,3'-gallate; epicatechin; epigallocatechin; epicatechin gallate; epigallocatechin gallate",,,Theaflavins (TFs) are among the major components of black tea; Thearubigins (TRs) still require further analysis; formed through a process catalysed by polyphenol oxidase (PPO) and peroxidase (POD),"Theaflavins are formed through a process catalysed by polyphenol oxidase (PPO) and peroxidase (POD), involving the dimerization of epicatechins found in green tea; TRs are formed during the PPO- and POD-catalysed oxidation of TFs and catechins",0.95,,llm_extracted,
PMID_40930783_GLM1,PMID_40930783,false,false,false,green tea,tea infusion,,,,,,,green tea intake,adjusting for potential confounding factors including...green tea intake,0.90,"Green tea is mentioned only as a dietary covariate in a food-frequency questionnaire; no tea processing, extraction, or component analysis is reported.",llm_extracted,
PMID_40932098_GLM1,PMID_40932098,false,false,false,green tea,tea infusion,,,,,,Japan,matcha tea; high antioxidant content,"matcha tea (Organic Japanese Matcha, Japan; Lot: T47I10P100); Matcha tea, a type of green tea with high antioxidant content",0.95,"Study identifies matcha as green tea from Japan but reports no processing, extraction, or specific compound characterization methods.",llm_extracted,
PMID_40944258_GLM1,PMID_40944258,false,false,false,green tea,tea infusion,,,,,,,green tea-specific consumption; weekly tea consumption; tea consumption frequency,"type of tea consumed most commonly (green tea, oolong tea, black tea, or others); grams of tea leaves added each time",0.95,"Epidemiological cohort study on tea consumption habits; tea type (green tea) reported via questionnaire but no processing, extraction, or specific component analysis performed.",llm_extracted,
PMID_40978769_AUTO1,PMID_40978769,false,false,false,,,,,,,,,,,1.00,"This is a clinical laboratory validation study about LDL-C estimation formulas with no mention of tea, tea processing, extraction, or components.",llm_extracted,
PMID_41008240_AUTO1,PMID_41008240,false,false,true,unspecified tea,tea leaf,multiple component groups,,,tea polyphenols; amino acids; caffeine; catechins; flavonoids; volatile metabolites; L-theanine; epicatechin; epigallocatechin,Yinghong 9; Anhui No. 1; Shuchazao,,fresh tea leaf quality; secondary metabolites; tea polyphenols; amino acids; caffeine; volatile metabolites,"Fresh tea leaves, as the raw material for finished tea products; secondary metabolites such as tea polyphenols, amino acids, caffeine, and volatile metabolites in fresh tea leaves",0.95,,llm_extracted,
PMID_41019326_GLM1,PMID_41019326,false,false,true,green tea,purified component,catechins,,,epigallocatechin-3-gallate; EGCG,,,green tea catechins; EGCG,epigallocatechin-3-gallate (EGCG) from green tea; green tea catechins showing 4% to 5% body fat reduction,0.90,Abstract and methods_text identify EGCG and green tea catechins as bioactive compounds; no processing or extraction methods described for tea material.,llm_extracted,
PMID_41019326_GLM2,PMID_41019326,false,false,true,green tea,purified component,catechins,,,epigallocatechin-3-gallate; EGCG,,,epigallocatechin-3-gallate (EGCG); green tea catechins,epigallocatechin-3-gallate (EGCG)...green tea catechins showing 4% to 5% body fat reduction,0.95,Abstract explicitly names EGCG and green tea catechins as bioactive compounds; no processing or extraction methods described.,llm_extracted,
PMID_41063115_GLM1,PMID_41063115,false,false,false,,,,,,,,,herbal tea consumption; green tea and black tea,"Herbal tea, another popular tea across Europe, Asia, and the Americas... Green tea and black tea, derived from the leaves of Camellia sinensis",0.95,"Study focuses on herbal tea consumption in a cohort; no Camellia sinensis tea material processing, extraction, or specific component analysis reported in methods.",llm_extracted,herbal tea focus; observational study
PMID_41142253_GLM1,PMID_41142253,false,false,false,unspecified tea,unspecified material,,,,,,,tea bioactive metabolites; anti-skin aging,"common plant (e.g., rice, ginseng, tea, etc.) bioactive metabolites and their efficacy and mechanism of action in delaying skin aging",0.90,"Tea is mentioned only as a general example in a review; no specific tea processing, extraction, or component details are provided for tea materials.",llm_extracted,
PMID_41149402_GLM1,PMID_41149402,false,false,true,unspecified tea,purified component,mixed polyphenols,,,tea polyphenol; TPP,,,tea polyphenol; TPP,"tea polyphenol (TPP) acts simultaneously as a structural reinforcer through dynamic bonding, and as a bioactive modulator",0.85,"Material identified as tea polyphenol (TPP) used in hydrogel fabrication, but no tea processing or extraction methods described.",llm_extracted,tea type unspecified; TPP source unspecified
PMID_41149402_GLM2,PMID_41149402,false,false,true,unspecified tea,purified component,mixed polyphenols,,,tea polyphenol; TPP,,,tea polyphenol; TPP; ROS scavenging; ABTS scavenging capability,"tea polyphenol (TPP) acts simultaneously as a structural reinforcer through dynamic bonding, and as a bioactive modulator via ROS scavenging",0.85,"Tea polyphenol (TPP) is identified as the active component used in hydrogel fabrication, but no tea processing or extraction methods are described.",llm_extracted,tea type unspecified; material form inferred from context
PMID_41149402_GLM3,PMID_41149402,false,false,true,unspecified tea,tea extract,mixed polyphenols,,,,,,tea polyphenol; TPP,tea polyphenol (TPP) acts simultaneously as a structural reinforcer,0.85,"Tea polyphenol (TPP) is identified as the material used in hydrogel fabrication, but no specific tea type, processing, or extraction methods are described in the provided text.",llm_extracted,tea type unspecified; extraction method not reported
PMID_41151447_GLM1,PMID_41151447,false,false,true,green tea,purified component,catechins,,,Polyphenon 60,,,green tea polyphenols; Polyphenon 60; at least 60% catechins,"green tea polyphenols (Polyphenon 60, product no. P1204, Sigma-Aldrich, St. Louis, MO, USA) contained at least 60% catechins according to the manufacturer",1.00,Commercial product Polyphenon 60 specified with catechin content; no tea processing or extraction methods described for the tea material itself,llm_extracted,
PMID_41157739_GLM1,PMID_41157739,false,false,false,,,,,,,,,made into tea,"Sometimes these plants and plant substances are used raw, made into tea, or even made into an edible jam product.",0.90,,llm_extracted,tea mentioned as preparation method only
PMID_41157739_GLM2,PMID_41157739,false,false,false,,,,,,,,,made into tea,"Sometimes these plants and plant substances are used raw, made into tea, or even made into an edible jam product.",0.90,"Tea is mentioned only as a general preparation method for various medicinal plants, not as the specific test material.",llm_extracted,
PMID_41184896_GLM1,PMID_41184896,false,false,false,unspecified tea,unspecified material,,,,,,,frequent tea drinkers,"subgroup analyses further showed that the negative association between LE8 score and kidney stones risk was more pronounced in males, frequent tea drinkers, and those with higher levels of education",0.95,"Tea mentioned only as participant characteristic (frequent tea drinkers) in epidemiological subgroup analysis; no tea processing, extraction, or component details reported",llm_extracted,
PMID_41226835_GLM1,PMID_41226835,false,true,true,green tea,purified component,catechins,,high performance liquid chromatography; thin-layer chromatography; supercritical fluid extraction,Epigallocatechin gallate; EGCG,,,Epigallocatechin gallate; green tea catechins; isolation of Epigallocatechin Gallate from Green Tea,Strategies for Isolation of Epigallocatechin Gallate from Green Tea; High performance liquid chromatography (HPLC) remains the most widely applied technique for quantifying EGCG; TLC is widely used for the extraction of EGCG; SFE commonly employs carbon dioxide as the solvent,0.95,"Methods section details isolation strategies (HPLC, TLC, SFE) for EGCG from green tea; abstract confirms EGCG as green tea polyphenol; no tea leaf processing described.",llm_extracted,
PMID_41235304_GLM1,PMID_41235304,false,false,true,green tea,purified component,catechins,,,catechins,,,green tea catechins reduce adiposity,green tea catechins reduce adiposity,0.95,"Abstract mentions green tea catechins as a component group reducing adiposity, but no processing or extraction methods are described for the tea material.",llm_extracted,
PMID_41244722_GLM1,PMID_41244722,false,true,true,unspecified tea,tea extract,mixed polyphenols,,tea extract,polyphenols;flavonoids;alkaloids;terpenoids,,,tea-derived catalysts;tea extracts;rich in polyphenols,"Tea extracts, rich in polyphenols, flavonoids, alkaloids, and terpenoids, serve as eco-friendly sources of reducing and stabilizing agents",0.85,"Review describes tea extracts containing polyphenols, flavonoids, alkaloids, and terpenoids used for catalyst synthesis; no specific processing details provided.",llm_extracted,review article;no specific extraction protocol
PMID_41255516_GLM2,PMID_41255516,false,false,true,green tea,purified component,catechins,,,epigallocatechin gallate; EGCG,,,Epigallocatechin Gallate; EGCG; green tea,"Epigallocatechin gallate (EGCG), a primary bioactive polyphenol in green tea",0.95,"Text explicitly identifies EGCG as a primary bioactive polyphenol in green tea, but no processing or extraction methods are reported for the tea material.",llm_extracted,
PMID_41269420_GLM1,PMID_41269420,false,false,true,green tea,purified component,catechins,,,Epigallocatechin-3-gallate; EGCG,,,EGCG treatment; green tea's epigallocatechin-3-gallate; EGCG extracted from green tea,Epigallocatechin-3-gallate (EGCG)...polyphenolic catechins—particularly Epigallocatechin-3-gallate (EGCG) are the most abundant and biologically active; Research on the effects of green tea or EGCG extracted from green tea,0.95,"Title and text identify EGCG as the studied purified component from green tea, belonging to catechins; no specific processing or extraction methods are described for the reviewed studies.",llm_extracted,
PMID_41282206_GLM1,PMID_41282206,false,false,true,unspecified tea,tea infusion,multiple component groups,,,catechins; theaflavins; caffeine,,,tea consumption; frequency and type of tea consumption,"tea consumption... various bioactive compounds in tea leaves, such as tea catechins, theaflavins, and caffeine",0.90,Epidemiological cohort study on tea consumption habits; no processing/extraction methods reported. Components listed in introduction as general bioactive compounds in tea leaves.,llm_extracted,component_inference_from_intro
PMID_41282206_GLM2,PMID_41282206,false,false,true,unspecified tea,tea infusion,multiple component groups,,,catechins; theaflavins; caffeine,,,tea consumption; bioactive compounds; catechins; theaflavins; caffeine,"tea consumption... various bioactive compounds in tea leaves, such as tea catechins, theaflavins, and caffeine",0.90,Epidemiological cohort study on tea consumption; no processing/extraction methods reported; bioactive compounds mentioned in introduction as rationale,llm_extracted,tea type unspecified in methods; component list from background context
PMID_41296402_GLM1,PMID_41296402,false,false,true,green tea,purified component,catechins,,,epigallocatechin-3-O-gallate; EGCG,,,epigallocatechin-3-O-gallate; EGCG in tea; green tea consumption,epigallocatechin-3-O-gallate (EGCG) in tea,0.95,EGCG explicitly named as tea component; green tea specified in epidemiological context; no processing or extraction methods described.,llm_extracted,
PMID_41300675_GLM1,PMID_41300675,false,false,false,green tea,unspecified material,,,,,,,green tea; antimicrobial activity; plaque and gingival indices,"The most commonly investigated agents included... green tea... demonstrated antimicrobial activity against cariogenic bacteria, reduction in plaque and gingival indices",0.90,"Review article mentions green tea as an investigated agent but provides no details on processing, extraction, or specific components.",llm_extracted,
PMID_41300675_GLM2,PMID_41300675,false,false,false,green tea,unspecified material,,,,,,,green tea; antimicrobial activity,green tea... demonstrated antimicrobial activity against cariogenic bacteria,0.90,"Review article mentions green tea as a studied agent but provides no details on processing, extraction, or specific compounds.",llm_extracted,
PMID_41303363_GLM1,PMID_41303363,false,false,true,green tea,unspecified material,multiple component groups,,,,,,green tea; phytochemical composition; anti-inflammatory; antioxidant; antimicrobial; prebiotic effects,"green tea... phytochemical composition and pharmacological properties... anti-inflammatory, antioxidant, antimicrobial, and prebiotic effects",0.90,"Review article mentions green tea among nine medicinal plants with focus on phytochemical composition and bioactivities, but no specific processing, extraction, or named compounds detailed in provided text.",llm_extracted,
PMID_41314057_GLM2,PMID_41314057,false,false,false,unspecified tea,tea infusion,,,,,,,tea; black tea and green tea,"tea, including black tea and green tea",0.90,"Epidemiological cohort study using self-reported dietary recall; tea type mentioned as including black and green tea but no processing, extraction, or component details reported.",llm_extracted,component_group unspecified due to dietary assessment method
PMID_41316291_GLM1,PMID_41316291,false,false,true,green tea,unspecified material,mixed polyphenols,,,epigallocatechin-3-gallate; epicatechin; gallic acid; chlorogenic acid; ellagic acid; kaempferol-3-O-glucoside; L-theanine; caffeine,,,green tea; black tea; polyphenolic compounds; catechins; theaflavins,"Green tea is mainly rich in catechin compounds, such as epigallocatechin-3-gallate (EGCG) and epicatechin (ECG)... Tea also contains other polyphenols, such as gallic acid, chlorogenic acid, ellagic acid...",0.95,Review article describes tea types and constituent compounds but reports no specific processing steps or extraction methods for tea material preparation.,llm_extracted,
PMID_41316291_GLM3,PMID_41316291,false,false,true,green tea,,catechins,,,epigallocatechin-3-gallate;epicatechin;L-theanine;caffeine;gallic acid;chlorogenic acid;ellagic acid;kaempferol-3-O-glucoside,,,green tea;catechin compounds;EGCG;ECG,"Green tea is mainly rich in catechin compounds, such as epigallocatechin-3-gallate (EGCG) and epicatechin (ECG)",0.90,Review article describes green tea composition and catechin compounds but reports no specific processing or extraction methods for tea material.,llm_extracted,review article;no specific material preparation reported
PMID_41356832_GLM1,PMID_41356832,false,false,false,green tea,tea infusion,,,,,,,frequent consumption of green tea,"frequent consumption of fish, whole grains, and green tea",0.90,"Tea mentioned only as dietary consumption item in lifestyle questionnaire; no processing, extraction, or component analysis reported",llm_extracted,
PMID_41362433_GLM1,PMID_41362433,false,false,false,,,,,,,,,tea tree oil,"Common ingredients such as Aloe vera, tea tree oil, calendula, turmeric, chamomile, and liquorice",0.95,,llm_extracted,
PMID_41362433_GLM2,PMID_41362433,false,false,false,,,,,,,,,tea tree oil,"ingredients such as Aloe vera, tea tree oil, calendula",0.95,Tea tree oil (Melaleuca alternifolia) is distinct from Camellia sinensis tea; no tea-material processing or extraction context present.,llm_extracted,
PMID_41373951_GLM1,PMID_41373951,false,false,false,unspecified tea,tea infusion,,,,,,,tea consumption; cups of tea,Do you currently drink tea or iced tea (excluding herbal or decaffeinated varieties)?,0.90,"Study assesses self-reported tea consumption via questionnaire; no processing, extraction, or specific components analyzed.",llm_extracted,
PMID_41409372_GLM1,PMID_41409372,false,false,false,unspecified tea,unspecified material,,,,,,,Evidence remains inconclusive,polyunsaturated fats and tea,1.00,"Review article mentions tea only in a list of nutrients with inconclusive evidence; no processing, extraction, or component details provided.",llm_extracted,
PMID_41425625_GLM1,PMID_41425625,false,false,true,green tea,purified component,catechins,,,EGCG,,,green tea catechins; EGCG,EGCG Green tea Mitochondrial protection; Anti-inflammatory effects; Neurotrophic factor enhancement,0.95,"Table 2 explicitly lists EGCG with green tea as primary food source, confirming tea type and specific catechin compound.",llm_extracted,
PMID_41439563_GLM1,PMID_41439563,false,false,false,green tea,,,,,,,,green tea; tea tree oil,Keywords and Boolean Operators: green tea,0.40,"Green tea listed only as a search keyword; no processing, extraction, or component details reported for tea material.",llm_extracted,tea mentioned only as keyword; no material characterization
PMID_41439563_GLM2,PMID_41439563,false,false,false,,,,,,,,,green tea; tea tree oil,"green tea, Rosa damascena, rose flower, damask rose, seaweed, tea tree oil",0.90,"Green tea and tea tree oil are mentioned only as search keywords and medicinal plant examples; no tea processing, extraction, or component details are reported.",llm_extracted,
PMID_41462286_GLM1,PMID_41462286,false,false,true,unspecified tea,tea infusion,multiple component groups,,,,,,tea consumption;dietary tea intake;tea polyphenols;amino acids;polysaccharides,"Dietary tea intake was calculated based on food consumption from 24-hour dietary recall;tea polyphenols, amino acids and polysaccharides",0.95,,llm_extracted,
PMID_41470906_GLM1,PMID_41470906,false,false,false,unspecified tea,unspecified material,,,,,,,tea; bioactive compounds,"bioactive compounds, including capsaicin, taurine, gamma-aminobutyric acid, tea, and anthocyanins",0.90,"Review mentions tea as a bioactive compound without specifying processing, extraction, or components",llm_extracted,
PMID_41474664_GLM1,PMID_41474664,false,false,true,unspecified tea,tea extract,mixed polyphenols,,,polyphenols,,,Camellia sinensis;polyphenols;herbal extracts,"Polyphenols such as curcumin, resveratrol, and quercetin, along with herbal extracts including Scutellaria baicalensis and Camellia sinensis",0.70,Review mentions Camellia sinensis extracts and polyphenols but provides no specific processing or extraction details for tea material.,llm_extracted,review article;no specific tea processing details
PMID_41490780_GLM1,PMID_41490780,false,false,false,,,,,,,,,replaced coffee with tea,"All participants, irrespective of the intervention arm... replaced coffee with tea.",0.90,"Tea mentioned only as dietary substitution item; no tea processing, extraction, or component details reported.",llm_extracted,
PMID_41515258_GLM1,PMID_41515258,false,false,true,green tea,purified component,mixed polyphenols,,,,,,green tea polyphenols,"green tea polyphenols, show promising but variable evidence for symptom relief",0.90,Abstract mentions 'green tea polyphenols' as a supplement; no processing or extraction details provided in text.,llm_extracted,
PMID_41559215_GLM1,PMID_41559215,false,true,true,green tea,tea extract,multiple component groups,,microwave-assisted extraction,epicatechin; epigallocatechin gallate; catechin; gallic acid; theaflavin; caffeine,,,green tea polyphenols; GTPP; EGCG; epicatechin; catechin; gallic acid; theaflavin; caffeine,"Fresh tea leaves (Camellia sinensis L.), the non-clone type, were collect; Extraction of tea polyphenols (TP) using microwave-assisted extraction; Six analytical references standards including: gallic acid, epicatechin, (-)-epigallocatechin gallate, (+)-catechin, caffeine, and theaflavin",0.95,Methods text explicitly mentions microwave-assisted extraction from fresh tea leaves and identifies six specific green tea polyphenol compounds analyzed,llm_extracted,
PMID_41560832_GLM1,PMID_41560832,false,false,true,green tea,purified component,catechins,,,EGCG;(−)-Epigallocatechin-3-gallate,,,tea polyphenol-based nanoparticles; EGCG,"(−)-Epigallocatechin-3-gallate (EGCG, 98 %; Chengdu Wagott Bio-Tech Co., Ltd); tea polyphenol-based nanoparticles (TPNs)",0.95,EGCG is a major catechin specific to green tea; purchased as purified reagent (98%) and used to synthesize nanoparticles.,llm_extracted,tea type inferred from compound identity
PMID_41594549_GLM1,PMID_41594549,false,false,true,green tea,purified component,catechins,,,epigallocatechin-3-gallate,,,epigallocatechin-3-gallate (Camellia sinensis),epigallocatechin-3-gallate (Camellia sinensis),0.95,Abstract explicitly names EGCG from Camellia sinensis as a reviewed phytochemical; no processing or extraction details provided.,llm_extracted,
PMID_41594549_GLM2,PMID_41594549,false,false,true,green tea,purified component,catechins,,,epigallocatechin-3-gallate,,,epigallocatechin-3-gallate (Camellia sinensis); neuroprotective effects,epigallocatechin-3-gallate (Camellia sinensis),0.95,Abstract explicitly names EGCG from Camellia sinensis; no processing or extraction details provided in available text.,llm_extracted,
PMID_41596095_GLM1,PMID_41596095,false,false,true,unspecified tea,purified component,mixed polyphenols,,,tea polyphenols,,,tea polyphenols; antioxidant effects,tea polyphenols and anthocyanins (black goji berry) provide antioxidant effects,0.85,"Abstract mentions 'tea polyphenols' as functional food providing antioxidant effects; no processing or extraction details provided in title, abstract, or methods text.",llm_extracted,tea type unspecified; material form inferred from polyphenol reference
PMID_41599929_GLM1,PMID_41599929,false,false,true,unspecified tea,purified component,catechins,,,(-)-epigallocatechin gallate; EGCG,,,major polyphenolic compound in tea leaves; main component,"(-)-Epigallocatechin gallate (EGCG), a major polyphenolic compound in tea leaves",0.95,,llm_extracted,
PMID_41599929_GLM2,PMID_41599929,false,false,true,unspecified tea,purified component,catechins,,,(-)-Epigallocatechin gallate; EGCG,,,major polyphenolic compound in tea leaves; main component,"(-)-Epigallocatechin gallate (EGCG), a major polyphenolic compound in tea leaves",0.95,EGCG is explicitly identified as a major polyphenolic compound in tea leaves; no processing or extraction methods described.,llm_extracted,
PMID_41608512_GLM1,PMID_41608512,true,false,true,green tea,purified component,catechins,fermentation; oxidative conversion,,epigallocatechin gallate; EGCG; catechins; theaflavins; thearubigins,,,epigallocatechin gallate; catechins; green tea; black tea; fermentation,"Based on the degree of fermentation, tea is classified into six major types: green (unfermented), yellow (lightly fermented), white (lightly fermented), oolong (partially fermented), black (fully fermented) and dark tea (post-fermented). During the fermentation process, catechins undergo oxidative conversion to yield dimeric and oligomeric derivatives such as theaflavins. Catechins, particularly those abundant in fresh tea leaves and green tea, are considered central to tea's health-promoting attributes.",0.90,Methods text describes tea classification by fermentation degree and oxidative conversion of catechins during processing; EGCG identified as focus compound.,llm_extracted,
PMID_41608512_GLM2,PMID_41608512,true,false,true,green tea,purified component,catechins,fermentation; oxidative conversion,,epigallocatechin gallate; catechins; theaflavins; thearubigins,,,epigallocatechin gallate; catechins; green tea,"Catechins, particularly those abundant in fresh tea leaves and green tea... epigallocatechin gallate (EGCG), the most abundant and extensively studied catechin found in tea",0.90,Methods text describes tea fermentation classification and catechin oxidative conversion; EGCG identified as primary catechin in green tea,llm_extracted,
PMID_41608512_GLM3,PMID_41608512,true,false,true,green tea,purified component,catechins,fermentation; oxidative conversion,,epigallocatechin gallate; EGCG; catechins; theaflavins; thearubigins,,,epigallocatechin gallate; catechins; green tea; fermentation,"Based on the degree of fermentation, tea is classified into six major types: green (unfermented), yellow (lightly fermented), white (lightly fermented), oolong (partially fermented), black (fully fermented) and dark tea (post-fermented). Catechins, particularly those abundant in fresh tea leaves and green tea, are considered central to tea's health-promoting attributes.",0.85,"Methods text describes tea classification by fermentation and identifies EGCG as abundant in green tea, but no specific extraction methods are reported for this review.",llm_extracted,tea_type inferred from compound abundance; review article
PMID_41617902_GLM1,PMID_41617902,false,true,true,unspecified tea,tea leaf,multiple component groups,,methanol extraction; sonication; filtration,caffeine; theobromine; quinic acid; catechins; epigallocatechin gallate; theaflavins; thearubigins,,Sri Lanka; India; United Arab Emirates; Saudi Arabia; United Kingdom,"mineral, antioxidant, phenolic, and phytochemical profiles; 20 commercial tea brands; caffeine (57.76-79.14%) was the dominant phytochemical","One gram of powdered tea was extracted with 10 mL of methanol, sonicated for 2 h, filtered using a 0.45 μm syringe filter, and analyzed.",0.95,"Extraction method explicitly described in methods; multiple component groups identified including caffeine, catechins, and theaflavins; tea type unspecified as brands include various types.",llm_extracted,
PMID_41617902_GLM2,PMID_41617902,false,true,true,unspecified tea,tea leaf,caffeine,,methanol extraction; sonication; filtration,caffeine; theobromine; quinic acid,,Sri Lanka; India; United Arab Emirates; Saudi Arabia; United Kingdom,Caffeine (57.76-79.14%) was the dominant phytochemical; powdered tea; extracted with methanol; sonicated for 2 h; filtered,"One gram of powdered tea was extracted with 10 mL of methanol, sonicated for 2 h, filtered using a 0.45 μm syringe filter",0.95,,llm_extracted,
PMID_41622288_GLM1,PMID_41622288,false,false,true,unspecified tea,tea infusion,caffeine,,,"caffeine; 1,3,7-trimethylxanthine",,,coffee and tea's diverse bioactive components; caffeine metabolism,genetic variation interacts with coffee and tea's diverse bioactive components,0.90,Review paper discusses caffeine pharmacokinetics and mentions tea as caffeine source; no specific tea processing or extraction methods described.,llm_extracted,
PMID_41622288_GLM2,PMID_41622288,false,false,true,unspecified tea,tea infusion,caffeine,,,caffeine,,,tea's diverse bioactive components;caffeine,discuss how genetic variation interacts with coffee and tea's diverse bioactive components,0.90,Review paper discusses caffeine pharmacology and mentions tea bioactive components without describing processing or extraction methods.,llm_extracted,tea type unspecified in context
PMID_41683202_GLM1,PMID_41683202,false,false,true,green tea,purified component,catechins,,,Epigallocatechin-3-gallate; EGCG,,,major bioactive polyphenol in green tea; major polyphenol found in green tea,"Epigallocatechin-3-gallate (EGCG), the major bioactive polyphenol in green tea",1.00,Abstract and introduction explicitly identify EGCG as the major polyphenol in green tea; no processing or extraction methods described for the tea material itself.,llm_extracted,
PMID_41695108_GLM1,PMID_41695108,false,false,false,,,,,,,,,tea,"polyphenol-rich foods (such as berries, cocoa, tea, and wine)",0.90,"Tea is mentioned only as a general example of polyphenol-rich foods; no specific tea processing, extraction, or component details are provided in the text.",llm_extracted,
PMID_41695108_GLM2,PMID_41695108,false,false,false,,,,,,,,,tea,"human trials of polyphenol-rich foods (such as berries, cocoa, tea, and wine)",0.90,"Tea is mentioned only as a general example of polyphenol-rich foods in a review focused on olive oil; no tea-specific processing, extraction, or component details are provided.",llm_extracted,
PMID_41695732_GLM1,PMID_41695732,false,false,true,green tea,,catechins,,,Epigallocatechin gallate;green tea polyphenols,,,green tea polyphenols;EGCG;Epigallocatechin gallate,"Epigallocatechin gallate (EGCG), a major catechin in green tea; green tea polyphenols",0.90,"Text explicitly names EGCG as a major catechin in green tea and discusses green tea polyphenols, but provides no processing or extraction details.",llm_extracted,
PMID_41697452_GLM1,PMID_41697452,false,false,true,green tea,unspecified material,multiple component groups,,,catechins; polyphenols,,,green tea; catechins; polyphenols,"Green tea contains bioactive compounds, such as catechins and polyphenols",0.90,"Text explicitly identifies green tea and names catechins and polyphenols as bioactive compounds, but reports no processing or extraction methods.",llm_extracted,
PMID_41699676_GLM1,PMID_41699676,false,false,true,unspecified tea,tea infusion,caffeine,,,caffeine,,,tea consumption;caffeine intake;dietary sources such as tea and coffee,"Tea, a specific source of caffeine typically corresponding to moderate intake levels",0.85,"Epidemiological MR study identifies tea as a caffeine source but reports no processing, extraction, or material preparation details.",llm_extracted,material_form inferred from consumption context
PMID_41704297_GLM1,PMID_41704297,false,false,true,unspecified tea,enriched fraction,mixed polyphenols,,,tea polyphenols,,,tea polyphenol-functionalized graphene oxide; tea polyphenols,"TPG (tea polyphenols functional graphene oxide, Jiangsu Xianfeng Nanomaterial Technology)",0.85,"Methods text identifies TPG as a commercial material (tea polyphenols functional graphene oxide) used directly; no tea processing or extraction described, only material dispersion.",llm_extracted,commercial material; no source tea processing details
PMID_41704297_GLM2,PMID_41704297,false,false,true,unspecified tea,purified component,mixed polyphenols,,,tea polyphenols,,,tea polyphenol-functionalized graphene oxide; tea polyphenols,"TPG (tea polyphenols functional graphene oxide, Jiangsu Xianfeng Nanomaterial Technology)",0.95,Material identified as commercially sourced TPG (tea polyphenols functional graphene oxide); no tea processing or extraction methods described in the text.,llm_extracted,
PMID_41754217_GLM1,PMID_41754217,false,true,true,green tea,tea extract,multiple component groups,,brewed; extract,EGCG; caffeine,,,green tea (GT); GT extract; GT shows variable outcomes depending on caffeine content,"GT from 100 mg capsules to 3 g brewed leaves per day; GT extract consumption (~75 mg EGCG twice daily); single GT dose (~2 g, 636 mg EGCG, ~20 mg caffeine)",0.90,Methods explicitly describe GT as brewed leaves and extract capsules with EGCG and caffeine content specified,llm_extracted,
PMID_41788636_GLM1,PMID_41788636,false,false,true,unspecified tea,unspecified material,mixed polyphenols,,,flavonoids; polyphenols,,,tea consumption; bioactive compounds such as flavonoids and polyphenols,"Tea, known for its bioactive compounds such as flavonoids and polyphenols",0.90,Systematic review on dietary tea consumption mentions bioactive compounds but reports no specific tea processing or extraction methods.,llm_extracted,
PMID_41788685_GLM1,PMID_41788685,false,false,true,unspecified tea,tea infusion,mixed polyphenols,,,flavan-3-ols; anthocyanins; flavonols,,,"foods rich in flavonoids—such as apples, berries, and tea; tea flavonoids; flavan-3-ols","Higher consumption of foods rich in flavonoids—such as apples, berries, and tea—was associated with a lower risk of incident atherosclerosis.",0.85,Epidemiological cohort study mentions tea as a dietary flavonoid source; no tea-specific processing or extraction methods reported; flavonoid subclasses identified.,llm_extracted,dietary intake study; no tea material preparation details
PMID_41799109_GLM1,PMID_41799109,false,false,true,unspecified tea,purified component,multiple component groups,,,gallic acid; caffeine; chlorogenic acid; quercetin; EGCG; theaflavin,,,tea phytoconstituents; tea bioactives; tea-derived phytochemicals,"six tea bioactives, gallic acid, caffeine, chlorogenic acid, quercetin, EGCG, and theaflavin",0.95,Paper studies six named purified tea compounds encapsulated in nanoliposomes; no tea processing or extraction methods described.,llm_extracted,
PMID_41800414_GLM1,PMID_41800414,false,false,true,green tea,purified component,catechins,,,epigallocatechin gallate; EGCG,,,green tea-derived polyphenol; EGCG; most abundant and bioactive catechin in green tea,"epigallocatechin gallate (EGCG), a green tea-derived polyphenol",0.95,EGCG is identified as a green tea-derived catechin; no processing or extraction methods described for the tea material itself.,llm_extracted,
PMID_41828611_GLM1,PMID_41828611,false,false,true,green tea,purified component,catechins,,,green tea catechins,,,green tea catechins,"interventions encompassed a broad spectrum of plant-derived, host-modulatory and nutraceutical compounds, including curcumin, resveratrol, propolis, Aloe vera, green tea catechins, and omega-3 fatty acids",0.90,Abstract explicitly names green tea catechins as one of the natural product interventions; no processing or extraction details reported in this systematic review.,llm_extracted,systematic review aggregate
