record_id,paper_id,title,silver_tea_type,silver_component_group,silver_processing_step,silver_extraction_method,uncertainty_class,uncertainty_flags,abstract_available
PMID_41431168_GLM2,PMID_41431168,"Unravelling the Mechanisms of Tea Against NAFLD: An Integration of Bibliometrics, Network Pharmacology, and the Gut-Liver Axis.",yellow tea,theanine,,,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record,true
PMID_41353598_GLM1,PMID_41353598,Advances in Supportive Therapy for Patients With Thalassemia: A Systematic Review.,green tea,multiple component groups,,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed,true
PMID_41343461_GLM1,PMID_41343461,Formulation optimization and biodistribution of epigallocatechin gallate phospholipid complex-loaded NLCs for rheumatoid arthritis treatment.,green tea,catechins,,,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only,true
PMID_41343461_GLM2,PMID_41343461,Formulation optimization and biodistribution of epigallocatechin gallate phospholipid complex-loaded NLCs for rheumatoid arthritis treatment.,green tea,catechins,,,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only; taxonomy_expansion_needed,true
PMID_41314057_GLM2,PMID_41314057,Associations of Individual Beverage Types and Substitution with Dementia Risk: A UK Biobank Cohort Study.,unspecified tea,multiple component groups,,,moderate_uncertainty,missing_processing_or_extraction_context,true
PMID_41290504_GLM1,PMID_41290504,Plant-derived immunomodulators in cancer: Balancing immune activation and suppression within the tumor microenvironment.,green tea,catechins,,,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed,true
PMID_41284344_GLM1,PMID_41284344,Myeloid Cell-Specific Knockout of 67-kDa Laminin Receptor Abolishes the Antifibrotic and Antiobesity Effects of Green Tea Polyphenol EGCG.,green tea,catechins,,,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only,true
PMID_41284344_GLM2,PMID_41284344,Myeloid Cell-Specific Knockout of 67-kDa Laminin Receptor Abolishes the Antifibrotic and Antiobesity Effects of Green Tea Polyphenol EGCG.,green tea,catechins,,,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only; taxonomy_expansion_needed,true
PMID_41220294_GLM1,PMID_41220294,Tailoring Injectable Chitosan-Cellulose Quaternary Hydrogels Through Room-Temperature Diels-Alder for Accelerating Wound Healing.,green tea,tea polysaccharides,,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; preclinical_only; taxonomy_expansion_needed,true
PMID_41195861_GLM1,PMID_41195861,Microfluidics-Inspired Microgels with Intrinsic Bioactivity for Advanced Burn Wound Therapy.,unspecified tea,mixed polyphenols,,,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only,true
PMID_41195861_GLM2,PMID_41195861,Microfluidics-Inspired Microgels with Intrinsic Bioactivity for Advanced Burn Wound Therapy.,unspecified tea,mixed polyphenols,,,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only; taxonomy_expansion_needed,true
PMID_41161636_GLM1,PMID_41161636,Antiviral activity of curcumin against Israeli acute paralysis virus in Apis mellifera: Screening and mechanistic study.,unspecified tea,mixed polyphenols,,,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only; taxonomy_expansion_needed,true
PMID_40836822_GLM1,PMID_40836822,"Dietary factors in Helicobacter pylori infection control: A review of in vitro and in vivo data, including case-controls.",green tea,multiple component groups,,,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record; uncertain_effect_direction,true
PMID_40836822_GLM3,PMID_40836822,"Dietary factors in Helicobacter pylori infection control: A review of in vitro and in vivo data, including case-controls.",green tea,multiple component groups,,,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed; uncertain_effect_direction,true
PMID_40784131_GLM1,PMID_40784131,Natural lignocellulose fibers-based bio-dressing for accelerated wound healing and machine learning-assisted smart multimodal sensing.,unspecified tea,mixed polyphenols,,,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only,true
PMID_40784131_GLM2,PMID_40784131,Natural lignocellulose fibers-based bio-dressing for accelerated wound healing and machine learning-assisted smart multimodal sensing.,unspecified tea,mixed polyphenols,,,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only; taxonomy_expansion_needed; uncertain_effect_direction,true
PMID_40684409_GLM1,PMID_40684409,Harnessing the synergistic potential of EGCG and camptothecin against skin melanoma: a computational and experimental approach.,green tea,catechins,,,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only; taxonomy_expansion_needed,true
PMID_40169473_GLM1,PMID_40169473,Tea Polyphenols and Compound Probiotics Promote Laying Performance and Egg Quality by Improving Intestinal Barrier Function and Immunity in Laying Hens.,unspecified tea,mixed polyphenols,,,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only,true
PMID_40169473_GLM2,PMID_40169473,Tea Polyphenols and Compound Probiotics Promote Laying Performance and Egg Quality by Improving Intestinal Barrier Function and Immunity in Laying Hens.,unspecified tea,mixed polyphenols,,,moderate_uncertainty,missing_named_microbiota; missing_processing_or_extraction_context; preclinical_only,true
PMID_40169473_GLM3,PMID_40169473,Tea Polyphenols and Compound Probiotics Promote Laying Performance and Egg Quality by Improving Intestinal Barrier Function and Immunity in Laying Hens.,unspecified tea,mixed polyphenols,,,moderate_uncertainty,generic_mechanism; missing_named_microbiota; missing_processing_or_extraction_context; preclinical_only,true
PMID_41608512_GLM1,PMID_41608512,"Therapeutic potential of epigallocatechin gallate in gynecologic cancer, endometriosis, polycystic ovary syndrome: a mechanistic and translational perspective.",unspecified tea,catechins,,,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record,true
PMID_41608512_GLM2,PMID_41608512,"Therapeutic potential of epigallocatechin gallate in gynecologic cancer, endometriosis, polycystic ovary syndrome: a mechanistic and translational perspective.",unspecified tea,catechins,,,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed; uncertain_effect_direction,true
PMID_41608512_GLM3,PMID_41608512,"Therapeutic potential of epigallocatechin gallate in gynecologic cancer, endometriosis, polycystic ovary syndrome: a mechanistic and translational perspective.",unspecified tea,catechins,,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; review_summary_record,true
PMID_41596095_GLM1,PMID_41596095,High-Altitude Hypoxia Injury: Systemic Mechanisms and Intervention Strategies on Immune and Inflammatory Responses.,unspecified tea,mixed polyphenols,,,high_uncertainty,low_llm_confidence; missing_processing_or_extraction_context; review_summary_record,true
PMID_41594549_GLM1,PMID_41594549,Advances in Bioactive Compounds from Plants and Their Applications in Alzheimer's Disease.,unspecified tea,catechins,,,moderate_uncertainty,missing_named_microbiota; missing_processing_or_extraction_context; review_summary_record; uncertain_effect_direction,true
PMID_41594549_GLM2,PMID_41594549,Advances in Bioactive Compounds from Plants and Their Applications in Alzheimer's Disease.,unspecified tea,catechins,,,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record,true
PMID_41470906_GLM1,PMID_41470906,Pioneering Insights into the Complexities of Salt-Sensitive Hypertension: Central Nervous System Mechanisms and Dietary Bioactive Compound Interventions.,unspecified tea,multiple component groups,,,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record; uncertain_effect_direction,true
PMID_41462286_GLM1,PMID_41462286,Modification role of tea in the association of dietary meat intake and obesity risk.,unspecified tea,multiple component groups,,,moderate_uncertainty,missing_processing_or_extraction_context; uncertain_effect_direction,true
PMID_41427140_GLM1,PMID_41427140,"Effects of green tea dust on the biochemical parameters, antioxidant capacity, and intestinal microbiota composition in goose.",green tea,multiple component groups,,,moderate_uncertainty,generic_mechanism; missing_named_microbiota; missing_processing_or_extraction_context,true
PMID_41427140_GLM2,PMID_41427140,"Effects of green tea dust on the biochemical parameters, antioxidant capacity, and intestinal microbiota composition in goose.",green tea,multiple component groups,,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context,true
PMID_41427140_GLM3,PMID_41427140,"Effects of green tea dust on the biochemical parameters, antioxidant capacity, and intestinal microbiota composition in goose.",green tea,multiple component groups,,,moderate_uncertainty,generic_mechanism; missing_named_microbiota; missing_processing_or_extraction_context,true
PMID_41425625_GLM1,PMID_41425625,Plant food-derived antioxidant nutrients in neuroprotection against chemotherapy-induced neurotoxicity: from molecular mechanisms to clinical applications.,green tea,catechins,,,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record,true
PMID_41418292_GLM1,PMID_41418292,"Unlocking the biomedical potential of epigallocatechin-3-gallate: a review on bioactive properties, stability limitations, and nano-delivery innovations.",green tea,catechins,,,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed,true
PMID_41418292_GLM3,PMID_41418292,"Unlocking the biomedical potential of epigallocatechin-3-gallate: a review on bioactive properties, stability limitations, and nano-delivery innovations.",green tea,catechins,,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; review_summary_record,true
PMID_41409372_GLM1,PMID_41409372,Exploring the Impact of Foods and Dietary Patterns on Melanoma Risk.,unspecified tea,multiple component groups,,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; review_summary_record; uncertain_effect_direction,true
PMID_41373951_GLM1,PMID_41373951,Longitudinal Association of Coffee and Tea Consumption with Bone Mineral Density in Older Women: A 10-Year Repeated-Measures Analysis in the Study of Osteoporotic Fractures.,unspecified tea,multiple component groups,,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context,true
PMID_41362433_GLM1,PMID_41362433,"Antimicrobial and Anti-Infective Potential of Herbal Creams in Dermatology: Efficacy, Safety, and Challenges in Skin Infection Management.",unspecified tea,multiple component groups,,,high_uncertainty,generic_mechanism; missing_processing_or_extraction_context; review_summary_record; uncertain_effect_direction,true
PMID_41362433_GLM2,PMID_41362433,"Antimicrobial and Anti-Infective Potential of Herbal Creams in Dermatology: Efficacy, Safety, and Challenges in Skin Infection Management.",unspecified tea,multiple component groups,,,high_uncertainty,generic_mechanism; missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed; uncertain_effect_direction,true
PMID_41356832_GLM1,PMID_41356832,MiRNA-3Age: a microRNA-based biological age model and its modulation by lifestyle and nutrition.,green tea,multiple component groups,,,moderate_uncertainty,missing_processing_or_extraction_context; taxonomy_expansion_needed,true
PMID_41316291_GLM1,PMID_41316291,From molecular mechanisms to translational applications: a parallel assessment of green and black tea modulation of oxidative stress.,green tea,mixed polyphenols,,,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record,true
PMID_41316291_GLM3,PMID_41316291,From molecular mechanisms to translational applications: a parallel assessment of green and black tea modulation of oxidative stress.,green tea,mixed polyphenols,,,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record,true
PMID_41303363_GLM1,PMID_41303363,Medicinal Plants for a Healthy Gut Microbiome: Scientific Insights into Modern Herbal Applications.,green tea,multiple component groups,,,moderate_uncertainty,missing_named_microbiota; missing_processing_or_extraction_context; review_summary_record; uncertain_effect_direction,true
PMID_41300675_GLM1,PMID_41300675,Phytotherapy in Pediatric Dentistry: A Narrative Review of Clinical Applications and Evidence.,green tea,multiple component groups,,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; review_summary_record; uncertain_effect_direction,true
PMID_41300675_GLM2,PMID_41300675,Phytotherapy in Pediatric Dentistry: A Narrative Review of Clinical Applications and Evidence.,green tea,multiple component groups,,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed; uncertain_effect_direction,true
PMID_41296402_GLM1,PMID_41296402,Regulatory Effects of Coffee/Chlorogenic Acid and Tea/Epigallocatechin-3-O-Gallate on microRNA in Association with Their Anticancer Activity.,green tea,catechins,,,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed,true
PMID_41282206_GLM1,PMID_41282206,How Tea Consumption Interacts with Genetics to Affect Cardiovascular Biomarkers in Older Adults? Findings from the CLHLS.,unspecified tea,multiple component groups,,,moderate_uncertainty,missing_processing_or_extraction_context; uncertain_effect_direction,true
PMID_41282206_GLM2,PMID_41282206,How Tea Consumption Interacts with Genetics to Affect Cardiovascular Biomarkers in Older Adults? Findings from the CLHLS.,unspecified tea,multiple component groups,,,moderate_uncertainty,missing_processing_or_extraction_context; uncertain_effect_direction,true
PMID_41277394_GLM1,PMID_41277394,Oolong tea polyphenols alleviate cognitive impairment in sleep-deprived mice through the microbiota-gut-brain axis.,oolong tea,tea polysaccharides,,,low_uncertainty,missing_processing_or_extraction_context; preclinical_only,true
PMID_41277394_GLM2,PMID_41277394,Oolong tea polyphenols alleviate cognitive impairment in sleep-deprived mice through the microbiota-gut-brain axis.,oolong tea,tea polysaccharides,,,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only; taxonomy_expansion_needed,true
PMID_41269420_GLM1,PMID_41269420,Therapeutic potential of green tea's epigallocatechin-3-gallate in oral cancer: a comprehensive systematic review of cellular and molecular pathways.,green tea,catechins,,,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed,true
PMID_41265599_GLM1,PMID_41265599,Cold plasma treatment and tea polyphenols addition synergistically enhance the properties of κ-carrageenan/carboxymethyl chitosan films.,unspecified tea,mixed polyphenols,,,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only; taxonomy_expansion_needed,true
PMID_41255516_GLM2,PMID_41255516,Epigallocatechin Gallate Attenuates CaOx Crystal-Induced Renal Tubular Injury to Inhibit CaOx Nephrolithiasis via GRP94/PI3K/AKT Signaling.,unspecified tea,catechins,,,moderate_uncertainty,missing_processing_or_extraction_context; taxonomy_expansion_needed; uncertain_effect_direction,true
PMID_41244722_GLM1,PMID_41244722,Tea-derived catalysts: a sustainable approach to organic transformations.,unspecified tea,mixed polyphenols,,,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed,true
PMID_41235304_GLM1,PMID_41235304,Efficacy of dietary supplements as an adjunctive therapy for polycystic ovary syndrome: an umbrella meta-analysis.,green tea,catechins,,,moderate_uncertainty,generic_mechanism; missing_named_microbiota; missing_processing_or_extraction_context,true
PMID_41226835_GLM1,PMID_41226835,Epigallocatechin Gallate as a Molecular Therapeutic in Heart Failure and Cardio-Oncology: Mechanistic Pathways and Translational Perspectives.,green tea,catechins,,,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed,true
PMID_41210635_GLM1,PMID_41210635,Advances in research and applications of Epigallocatechin gallate: from green tea to therapeutic gold.,green tea,catechins,,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; review_summary_record,true
PMID_41210635_GLM2,PMID_41210635,Advances in research and applications of Epigallocatechin gallate: from green tea to therapeutic gold.,green tea,catechins,,,moderate_uncertainty,low_llm_confidence; missing_processing_or_extraction_context; review_summary_record,true
PMID_41210635_GLM3,PMID_41210635,Advances in research and applications of Epigallocatechin gallate: from green tea to therapeutic gold.,green tea,catechins,,,moderate_uncertainty,low_llm_confidence; missing_processing_or_extraction_context; review_summary_record,true
PMID_41184896_GLM1,PMID_41184896,Higher Life's Essential 8 score is associated with lower risk of kidney stones in Chinese adults: a cross-sectional study.,unspecified tea,multiple component groups,,,high_uncertainty,generic_mechanism; missing_processing_or_extraction_context; taxonomy_expansion_needed,true
PMID_41175620_GLM2,PMID_41175620,Does thermal processing improve intestinal antioxidant function of key tea components? A comparative study on polyphenols and theabrownin under oxidative stress.,unspecified tea,mixed polyphenols,,,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only,true
PMID_41157739_GLM1,PMID_41157739,A Review and Survey of Local Eastern Kentucky Medicinal Plants and Their Pharmacological Benefits.,unspecified tea,multiple component groups,,,high_uncertainty,generic_mechanism; missing_processing_or_extraction_context; review_summary_record,true
PMID_41157739_GLM2,PMID_41157739,A Review and Survey of Local Eastern Kentucky Medicinal Plants and Their Pharmacological Benefits.,unspecified tea,multiple component groups,,,high_uncertainty,generic_mechanism; missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed,true
PMID_41151447_GLM1,PMID_41151447,Targeted ileal microbiome modulation by in ovo seaweed polyphenols (Fucus spiralis) as an alternative to in-feed antibiotics in broiler chickens.,green tea,mixed polyphenols,,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; preclinical_only; uncertain_effect_direction,true
PMID_41149402_GLM1,PMID_41149402,Single-Step Engineered Gelatin-Based Hydrogel for Integrated Prevention of Postoperative Adhesion and Promotion of Wound Healing.,unspecified tea,mixed polyphenols,,,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only,true
PMID_41149402_GLM2,PMID_41149402,Single-Step Engineered Gelatin-Based Hydrogel for Integrated Prevention of Postoperative Adhesion and Promotion of Wound Healing.,unspecified tea,mixed polyphenols,,,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only,true
PMID_41149402_GLM3,PMID_41149402,Single-Step Engineered Gelatin-Based Hydrogel for Integrated Prevention of Postoperative Adhesion and Promotion of Wound Healing.,unspecified tea,mixed polyphenols,,,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only; taxonomy_expansion_needed,true
PMID_41142253_GLM1,PMID_41142253,Research on the mechanisms of plant bioactive metabolites in anti-skin aging and future development prospects.,unspecified tea,multiple component groups,,,high_uncertainty,low_llm_confidence; missing_processing_or_extraction_context; review_summary_record; uncertain_effect_direction,true
PMID_41140262_GLM1,PMID_41140262,The impact of (poly)phenol-rich foods and extracts on flow-mediated dilation (FMD): a narrative review.,unspecified tea,caffeine,,,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record,true
PMID_41140078_GLM1,PMID_41140078,A Review of the Impact of Green Tea (Camellia sinensis L.) on Oral Health.,green tea,catechins,,,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed; uncertain_effect_direction,true
PMID_41140078_GLM2,PMID_41140078,A Review of the Impact of Green Tea (Camellia sinensis L.) on Oral Health.,green tea,catechins,,,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record,true
PMID_41135302_GLM1,PMID_41135302,The mediating role of oxidative balance score in the association between magnesium-rich diet and cardiovascular mortality: Findings from the PLCO cohort study.,unspecified tea,multiple component groups,,,moderate_uncertainty,missing_processing_or_extraction_context,true
PMID_41073208_GLM1,PMID_41073208,The Association Between Green Tea Intake and Metabolic Syndrome: A Systematic Review and Meta-analysis of Randomized Controlled Trials.,green tea,multiple component groups,,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; uncertain_effect_direction,true
PMID_41067627_GLM1,PMID_41067627,The dual fate of L-theanine in tea: Metabolic regulation and processing transformations.,unspecified tea,theanine,,,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed; uncertain_effect_direction,true
PMID_41019326_GLM1,PMID_41019326,Metabolic regulation of obesity by naturally occurring compounds: mechanisms and therapeutic potential.,green tea,catechins,,,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record,true
PMID_41019326_GLM2,PMID_41019326,Metabolic regulation of obesity by naturally occurring compounds: mechanisms and therapeutic potential.,green tea,catechins,,,moderate_uncertainty,missing_named_microbiota; missing_processing_or_extraction_context; review_summary_record; uncertain_effect_direction,true
PMID_41009815_GLM1,PMID_41009815,Epigallocatechin-Gallate (EGCG): An Essential Molecule for Human Health and Well-Being.,green tea,catechins,,,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record; uncertain_effect_direction,true
PMID_41009815_GLM2,PMID_41009815,Epigallocatechin-Gallate (EGCG): An Essential Molecule for Human Health and Well-Being.,green tea,catechins,,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed; uncertain_effect_direction,true
PMID_40972869_GLM1,PMID_40972869,The effects of whole foods and dietary patterns on flow-mediated dilation: a systematic review and meta-analysis of randomized controlled trials.,unspecified tea,multiple component groups,,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context,true
PMID_40944258_GLM1,PMID_40944258,Alcohol and Tea Consumption in Relation to Liver Cancer Risk by Diabetes Status: A Prospective Cohort Study of 0.5 Million Chinese Adults.,green tea,multiple component groups,,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; taxonomy_expansion_needed,true
PMID_40939879_GLM1,PMID_40939879,Japanese Diet Index Score and Cause-Specific Mortality in Japanese Men and Women: The Japan Public Health Center-Based Prospective Study.,green tea,multiple component groups,,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; uncertain_effect_direction,true
PMID_40935265_GLM1,PMID_40935265,Modulatory role of epigallocatechin-3-gallate (EGCG) on male and female reproductive disorders.,green tea,catechins,,,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed,true
PMID_40935265_GLM3,PMID_40935265,Modulatory role of epigallocatechin-3-gallate (EGCG) on male and female reproductive disorders.,green tea,catechins,,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; review_summary_record,true
PMID_40932098_GLM1,PMID_40932098,Does Daily Intake of Matcha Tea Enhance The Periodontal Health of Patients With Localised Gingivitis: A Control Study.,green tea,multiple component groups,,,moderate_uncertainty,missing_processing_or_extraction_context,true
PMID_40930783_GLM1,PMID_40930783,Dietary antioxidant nutrients intake and pneumonia mortality in Japanese men and women: the Japan Public Health Center-Based Prospective Study.,green tea,multiple component groups,,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context,true
PMID_40910807_GLM1,PMID_40910807,Advances and Outlook of Tea Polyphenol Chemistry: A Review.,unspecified tea,mixed polyphenols,,,high_uncertainty,generic_mechanism; missing_processing_or_extraction_context; review_summary_record; uncertain_effect_direction,true
PMID_40910807_GLM2,PMID_40910807,Advances and Outlook of Tea Polyphenol Chemistry: A Review.,unspecified tea,mixed polyphenols,,,high_uncertainty,generic_mechanism; missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed; uncertain_effect_direction,true
PMID_40909391_GLM1,PMID_40909391,"Cold-brewed yellow tea showed stronger inhibition on high-fat diet induced mice obesity than that hot brewed, due to higher non-ester catechins content based on metabolomic profile.",yellow tea,catechins,,,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only; uncertain_effect_direction,true
PMID_40909391_GLM2,PMID_40909391,"Cold-brewed yellow tea showed stronger inhibition on high-fat diet induced mice obesity than that hot brewed, due to higher non-ester catechins content based on metabolomic profile.",yellow tea,catechins,,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; preclinical_only; uncertain_effect_direction,true
PMID_40878851_GLM1,PMID_40878851,"Dendrobium officinale Kimura et Migo: traditional uses, agricultural technology, processing, chemical composition, pharmacological mechanisms, toxicology, and applications.",unspecified tea,multiple component groups,,,high_uncertainty,generic_mechanism; low_llm_confidence; missing_processing_or_extraction_context; review_summary_record; uncertain_effect_direction,true
PMID_40878851_GLM3,PMID_40878851,"Dendrobium officinale Kimura et Migo: traditional uses, agricultural technology, processing, chemical composition, pharmacological mechanisms, toxicology, and applications.",unspecified tea,multiple component groups,,,high_uncertainty,generic_mechanism; missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed; uncertain_effect_direction,true
PMID_40869245_GLM1,PMID_40869245,The Antioxidant Potential of Black Tea Polyphenols in Heavy Metal Toxicity: An In Vitro Perspective.,green tea,theaflavins,,,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record,true
PMID_40869245_GLM2,PMID_40869245,The Antioxidant Potential of Black Tea Polyphenols in Heavy Metal Toxicity: An In Vitro Perspective.,green tea,theaflavins,,,moderate_uncertainty,generic_mechanism; low_llm_confidence; missing_processing_or_extraction_context; review_summary_record; uncertain_effect_direction,true
PMID_40867561_GLM1,PMID_40867561,Polyphenol-Based Therapeutic Strategies for Mitochondrial Dysfunction in Aging.,unspecified tea,mixed polyphenols,,,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record,true
PMID_40830941_GLM1,PMID_40830941,"Association of sugar-sweetened, artificially sweetened, and unsweetened tea with all-cause and cause-specific mortality: a prospective cohort study in UK biobank.",unspecified tea,multiple component groups,,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context,true
PMID_40830941_GLM3,PMID_40830941,"Association of sugar-sweetened, artificially sweetened, and unsweetened tea with all-cause and cause-specific mortality: a prospective cohort study in UK biobank.",unspecified tea,multiple component groups,,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; taxonomy_expansion_needed,true
PMID_40823011_GLM1,PMID_40823011,"The associations of unsweetened, sugar-sweetened, and artificially sweetened tea consumption with all-cause and cause-specific mortality in 195,361 UK Biobank participants: a large prospective cohort study.",unspecified tea,caffeine,,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; uncertain_effect_direction,true
PMID_40822528_GLM1,PMID_40822528,Pharmaceutical Activities of Theanine: A Phytochemical Nutrient.,unspecified tea,theanine,,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; review_summary_record,true
PMID_40822528_GLM2,PMID_40822528,Pharmaceutical Activities of Theanine: A Phytochemical Nutrient.,unspecified tea,theanine,,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; review_summary_record; uncertain_effect_direction,true
PMID_40822528_GLM3,PMID_40822528,Pharmaceutical Activities of Theanine: A Phytochemical Nutrient.,unspecified tea,theanine,,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed; uncertain_effect_direction,true
PMID_40822422_GLM1,PMID_40822422,Clinical insights into catechin-based nanomedicine: a review of therapeutic potential in neurodegenerative diseases.,green tea,catechins,,,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record; uncertain_effect_direction,true
PMID_40791226_GLM1,PMID_40791226,Sex-specific effects of tea consumption and salt intake on metabolic syndrome and its components among oilfield workers.,unspecified tea,multiple component groups,,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; preclinical_only,true
PMID_40785250_GLM1,PMID_40785250,Role of Polyphenols in the Prevention and Treatment of Age-Related Macular Degeneration.,unspecified tea,catechins,,,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record,true
PMID_40755497_GLM1,PMID_40755497,Anticancer Molecular Mechanisms of Epigallocatechin Gallate: An Updated Review on Clinical Trials.,green tea,catechins,,,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed,true
PMID_40732933_GLM1,PMID_40732933,Evaluation of the Postprandial-Hyperglycemia-Suppressing Effects and Safety of Short-Term Intake of Mulberry Leaf and Water Chestnut Tea: A Randomized Double-Blind Placebo-Controlled Crossover Trial.,unspecified tea,mixed polyphenols,,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context,true
PMID_40732933_GLM3,PMID_40732933,Evaluation of the Postprandial-Hyperglycemia-Suppressing Effects and Safety of Short-Term Intake of Mulberry Leaf and Water Chestnut Tea: A Randomized Double-Blind Placebo-Controlled Crossover Trial.,unspecified tea,mixed polyphenols,,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; taxonomy_expansion_needed; uncertain_effect_direction,true
PMID_40701649_GLM1,PMID_40701649,Gut microbiota-targeted dietary supplementation with fermentable fibers and polyphenols prevents hypobaric hypoxia-induced increases in intestinal permeability.,green tea,mixed polyphenols,,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context,true
PMID_40701649_GLM2,PMID_40701649,Gut microbiota-targeted dietary supplementation with fermentable fibers and polyphenols prevents hypobaric hypoxia-induced increases in intestinal permeability.,green tea,mixed polyphenols,,,moderate_uncertainty,generic_mechanism; missing_named_microbiota; missing_processing_or_extraction_context; uncertain_effect_direction,true
PMID_40696344_GLM1,PMID_40696344,Associations of a healthy beverage pattern with all-cause and cause-specific mortality among US adults: a nationwide cohort study.,unspecified tea,multiple component groups,,,high_uncertainty,generic_mechanism; missing_processing_or_extraction_context; uncertain_effect_direction,true
