pmid,query_ids,title,abstract,authors,journal,year,pubdate,doi,publication_types,mesh_terms,keywords
41548598,Q5,"Interactions between genetic predisposition to obesity, insulin resistance and type 2 diabetes risk, and food or beverage intake for incident type 2 diabetes: European Prospective Investigation into Cancer and Nutrition (EPIC) InterAct case-cohort study.","BACKGROUND: Limited evidence exists for effect modification of genetic characteristics on the associations of food consumption and incident type 2 diabetes (T2D). OBJECTIVES: We aimed to investigate whether the food-T2D association would vary by genetic susceptibility to metabolic traits. METHODS: We analyzed data from 9542 incident T2D cases and a subcohort of 12,477 participants nested within the 340,234-participant cohort recruited in 1991-1998 and followed up for 10.9 y on average in 8 European countries. Polygenic risk scores (PRSs) for higher body mass index, insulin resistance, and T2D were constructed. Fifteen dietary variables potentially associated with T2D, obtained with cohort-specific self-reported dietary assessment, were examined: fruits, green leafy vegetables, root vegetables, wholegrains, rice, legumes, nuts and seeds, fermented dairy, red meat, processed meat, fish, eggs and egg products, sugar-sweetened beverages, coffee, and tea. A cross-product term between each PRS and each food/beverage was evaluated by genotyping chip and country with Prentice-weighted Cox regression for incident T2D, and stratum-specific estimates were meta analyzed, followed by Benjamini-Yekutieli multiple-testing correction. RESULTS: Accounting for multiple tests of 3 PRSs × 15 dietary items, no evidence of statistical interaction was evident on either a multiplicative or additive scale, with exp(β for a multiplicative interaction) (95% confidence interval) ranging from 0.84 (0.64, 1.10) (root vegetables and PRS for T2D) to 1.45 (0.78-2.76) (fish and PRS for T2D). CONCLUSIONS: Genetic susceptibility to high-risk metabolic traits did not modify the diet-T2D associations in European populations. Acknowledging the limitations of current PRS-based methods to detect gene-diet interactions, research should continue into the potential for precision nutrition and tailored food-based dietary guidance for T2D prevention.",Li SX; Imamura F; Sharp SJ; Schulze MB; Zheng JS; Amiano P; Ardanaz E; Bergmann MM; Chirlaque MD; Fagherazzi G; Franks PW; Grioni S; Ibsen DB; Jakszyn P; Johansson I; Katzke VA; Laouali N; Mancini FR; Overvad K; Palli D; Panico S; Redondo-Sánchez D; Ricceri F; Rolandsson O; Srour B; Tjønneland A; Tong TY; van der Schouw YT; Riboli E; Langenberg C; Forouhi NG; Wareham NJ,The American journal of clinical nutrition,2026,2026 Mar,10.1016/j.ajcnut.2026.101198,Journal Article,,
41547153,Q4,Multi-omics analysis uncovers an integrated network that reshapes flavor compound profile of goji bud tea by fermentation.,"Goji bud tea is well known for numerous health benefits such as aiding sleep, as well as its distinctive bitter-grassy flavor which is expected to be improved via fermentation. Herein, we conducted this highly anticipated work and studied the role of microbiota in flavor reshaping during 12-day pile-fermentation by employing an integrated multi-omics approach. The results demonstrated that pile-fermentation significantly reduced bitterness and astringency, while concurrently enriching volatile flavor compounds such as α-terpineol, dodecanal, and acetophenone. Filobasidium, Sphingomonas, and Pseudomonas were identified as keystone active microorganisms, whose abundances exhibited highly significant positive correlations with the fresh-sweet floral index and were also highly represented at the transcript level. A significant upregulation was observed for various fatty acids and terpenoids, including dodecanedioic acid and Jolkinolide B. Furthermore, the integrated analysis of 2508 differentially expressed genes and 549 differential metabolites revealed that the TCA cycle, propanoate metabolism, and glutathione metabolism are the core pathways in goji bud tea fermentation, with enzymes derived from genera such as Bacillus and Pseudomonas serving as key catalytic nodes for flavor generation. This study presents the first ""microbe-gene-metabolite"" interaction map of pile fermentation, providing a theoretical framework for the targeted modulation of sensory and nutritional quality in functional plant-based fermented foods.",Zhao Y; Gu C; Qian H; Yao W; Cheng Y,International journal of food microbiology,2026,2026 Apr 2,10.1016/j.ijfoodmicro.2026.111649,Journal Article,,
41547013,Q4,Differences and correlations between chiral amino acid contents and microbiota in different processing stages of Keemun black tea.,"Keemun black tea (KBT) is one of the most famous black teas globally, and this study explored the differences of chiral amino acids in different types, grades, and processing stages, revealing the correlations with microbiota. The total and D-form amino acids ranged between 4.46 and 44.2 and 0.069-0.403 g/kg across grades, respectively, which decreased with the decrease of tea grade. Predominant D- and L-form amino acids were D-glutamic acid and L-aspartic acid/L-theanine, respectively. The chiral amino acids increased with processing stages, and L-glutamic acid showed the greatest increase (7.4-fold). The microbiota richness and diversity in fermentation stage increased significantly, but decreased significantly in drying stage. Bacteroidota and Proteobacteria were the primary microbiota, and their functions of Metabolism of cofactors and vitamins, Carbohydrate metabolism, and Amino acid metabolism were significant positive related to the increase of amino acid contents. These results provided data support for KBT amino acid formation.",Jiao S; Wang X; Liu H; Wu Y; Qi P; Huang Z; Liang J; Peng W; Di S,Food chemistry,2026,2026 Mar 15,10.1016/j.foodchem.2026.147959,Journal Article,,
41544875,Q2,Differential toll-like receptor 2 activation by Akkermansia muciniphila and Bacteroides thetaiotaomicron mediates the beneficial effects of Fu brick tea polysaccharide against colitis.,"Fu Brick Tea Polysaccharide (FBTP) ameliorates dextran sulfate sodium (DSS)-induced colitis in mice. However, the key intestinal bacterial strains and downstream molecular mechanisms mediating these protective effects remain unclear. In this study, FBTP ameliorated colitis and concurrent liver injury in a microbiota-dependent manner, primarily by enriching Akkermansia muciniphila (A. muciniphila) and depleting Bacteroides thetaiotaomicron (B. thetaiotaomicron). The essential role of the microbiota was confirmed through fecal microbiota transplantation. Mechanistically, A. muciniphila synergistically employed both its microbe-associated molecular patterns (MAMPs) and metabolic activity to activate the toll-like receptor 2 (TLR2)-Akt anti-inflammatory signaling pathway, favorably modulating Treg/Th17 immune homeostasis. However, challenging its established status as a beneficial commensal, B. thetaiotaomicron was found to activate the TLR2-NF-κB pro-inflammatory pathway driven primarily by its MAMPs, significantly exacerbating colitis, bacterial translocation, and liver injury. The pivotal role of TLR2 in mediating these divergent bacterial outcomes was confirmed through gene knockdown experiments. In conclusion, this study reveals that FBTP restores immune homeostasis by orchestrating a complex, TLR2-dependent interplay between beneficial (A. muciniphila) and pathobiontic (B. thetaiotaomicron) bacteria. This discovery not only clarifies the therapeutic mechanism of FBTP but also highlights the context-dependent risk of key commensals, offering critical insights for developing more precise microbiota-targeted interventions.",Zuo G; Chang F; Yuan X; Shen Y; Guo X; Tang B; Huang JA; Liu Z; Lin Y,Pharmacological research,2026,2026 Feb,10.1016/j.phrs.2026.108100,Journal Article,,
41544473,Q2;Q3,Spray-dried soy protein/tamarind seed polysaccharide/tea polyphenol ternary complexes with enzymatic and natural crosslinking enhance probiotic viability.,"To enhance probiotic survival during spray drying, a ternary encapsulation matrix composed of soy protein isolate, tamarind seed polysaccharide, and tea polyphenol was constructed and reinforced via enzymatic (transglutaminase/laccase) or chemical (genipin) cross-linking. The system relies on synergistic non-covalent interactions and covalent densification. The results showed that cross-linking significantly enhanced colloidal stability, with transglutaminase-treated complexes exhibiting the highest absolute ζ potential (-21.01 mV). Notably, the genipin-crosslinked capsules offered superior gastric protection with minimal viability loss (0.78 log CFU/g), whereas the laccase-crosslinked capsules facilitated intestinal-targeted release. During 28 days of storage at 25 °C, the cross-linked systems maintained high viability (6.28-6.95 log CFU/g) due to the synergistic barrier effect and sustained antioxidant activity, significantly outperforming free cells. This study demonstrated that cross-linked ternary complexes provide a robust, tunable platform for stabilized probiotic delivery in functional foods.",Sun J; Wang J; Niu H; Zhou Y; Li X; Han X,Food chemistry,2026,2026 Mar 1,10.1016/j.foodchem.2026.147952,Journal Article,,
41539767,Q4,Elucidating the characteristic pleasant aroma profile and underlying molecular sensory mechanisms in vine tea (Ampelopsis grossedentata) cells: a novel supplementary resource for substitute tea.,"Vine tea (Ampelopsis grossedentata), a traditional Chinese substitute tea, possesses various notable bioactivities. However, its market scalability is constrained by limited cultivation area and a long growth cycle. Vine tea cell fermentation offers a promising alternative to traditional cultivation for rapidly generating this plant resource. Interestingly, the cultured cells exhibit a distinctive pleasant fruity and floral aroma, a trait absent in their intact plant. To further develop and utilize this novel resource, this study investigated the composition and perceptual mechanisms of the pleasant aroma in vine tea cells. Firstly, fermentation kinetics analysis suggested that vine tea cells grew rapidly, achieving a maximum specific growth rate of 0.44/day. Secondly, comprehensive two-dimensional gas chromatography-mass spectrometry (GC × GC-MS) analysis identified 203 volatiles in the cells, including alcohols, aldehydes, organic acids, esters, ketones, and hydrocarbons. Among them, 72 bioactive volatiles were predicted via network pharmacology to interact with 25 pleasure-released targets. Molecular docking simulations further demonstrated stable binding interactions between these compounds and both pleasure-related and olfactory targets. Meanwhile, quantum chemical calculations indicated that the electronic properties of representative volatiles (e.g., 2-phenylethanol, ethyl benzoate, and methyl benzoate) favored their stable binding with target proteins. Finally, reconstitution experiments using standard compounds confirmed these representative volatiles as pleasant aroma compounds. Therefore, the diversity of volatiles in vine tea cells and their potential interactions with pleasure-related and olfactory targets collectively contribute to the cells' distinctive pleasant aroma. These findings offer theoretical basis for utilizing the cells as a novel supplementary resource to produce high-quality vine tea products.",Pan C; Ling L; Hu H; Liu Y; You H; Li J; Du Y; Yin Z; Chen J; Yin Z; Liu Z,"Food research international (Ottawa, Ont.)",2026,2026 Feb 28,10.1016/j.foodres.2025.118161,Journal Article,,
41534752,Q4,"Alleviation of adverse effects associated with α-glucosidase inhibitors by Ocimum basilicum L., Matricaria chamomilla L., and Salvia officinalis L. reveals novel selective inhibition of Bacillus α-glucosidase by acarbose.","Ocimum basilicum L., Matricaria chamomilla L., and Salvia officinalis L. have literature-supported ethnobotanical claims of reducing hyperglycaemia and gastrointestinal discomfort. Thus, they contain potent potential for reducing gastrointestinal adverse side effects associated with the use of the type 2 diabetes medication, acarbose. The adverse effects are predominantly theorised to be caused by excess carbohydrate fermentation by gut bacteria. Therefore, the aim of this study was to subject herbal extracts as well as compounds identified in the herbs to in silico and in vitro investigation for selective inhibition of a gut bacterial enzyme, Bacillus α-glucosidase, compared with human α-glucosidase. In silico molecular docking was employed to filter and select top performing compounds that exhibited the highest selective Bacillus α-glucosidase inhibition, followed by pharmacokinetic examination of the selected compounds. In vitro enzyme kinetics, hepatocellular carcinoma cell line cytotoxicity and the reduction of hepatic lipid accumulation in a hepatocellular carcinoma/oleic acid cellular model of metabolic dysfunction-associated fatty liver disease was examined. A metabolomic study on the concentration of the selected compounds in the herbs as well as a comparative analysis on abundant metabolites between herbs were analysed through an ultra-performance liquid chromatography-mass spectrometry-based study. Molecular docking revealed cinnamic acid, coumaric acid, epicatechin, hesperetin, linalool, menthol, octenol, terpineol, umbelliferone, and vanillic acid as the top predicted compounds with the highest predicted selective inhibition of Bacillus α-glucosidase. These findings were validated through in vitro assessment, in which the primary finding and the most unexpected result was obtained through enzyme kinetics, where compared with all compounds, acarbose exhibited the most potent inhibition and selectivity towards Bacillus α-glucosidase. Only umbelliferone significantly reduced cell viability and therefore validated its predicted toxicity that was obtained through pharmacokinetic studies. O. basilicum, M. chamomilla, and S. officinalis were evaluated against Camellia sinensis (L.) Kuntze for cytotoxic effects, where only M. chamomilla produced a significantly higher EC50, substantiating the herbs potent anti-cancerous abilities. Compounds and herb extracts were not found to reduce hepatic lipid accumulation. The novel finding was related to acarbose inhibition and specifically its potent selectivity of Bacillus α-glucosidase which discredits and disproves the theory that excess bacterial fermentation is the cause behind acarbose's reported adverse effects. Thus, this research study rather proves that acarbose negatively affects gut bacterial enzymes, promoting microbiome dysbiosis and therefore future research should at the forefront focus on the rehabilitation of diabetic patients' gut microbiome and intestinal health.",van der Merwe L; Bester M; Serem J; Apostolides Z,Journal of ethnopharmacology,2026,2026 Apr 6,10.1016/j.jep.2026.121182,Journal Article,,
41519326,Q2,Multifunctional hydrogel based on oxidized sodium alginate and carboxymethyl chitosan delivers minoxidil loaded liposomes for the treatment of androgenetic alopecia.,"Minoxidil (MXD) is a widely used drug to treat androgenetic alopecia (AGA), the most prevalent hair loss disorder in humans. However, the therapeutic effect of common methods of administration, such as tinctures or liniments, is limited. This study aims to develop an antibacterial, anti-inflammatory, injectable, nanofiber-reinforced hydrogel platform based on oxidized sodium alginate (OSA) and carboxymethyl chitosan (CMC). This will enable the precise, point-specific, long-term, continuous delivery of minoxidil-loaded liposomes (MXD@Lip), enhance the transdermal rate and drug utilization of MXD, and improve the efficiency of AGA treatment. Results indicate that the hydrogel can form within 60 s and is safe and non-toxic. The hydrogel exhibits excellent antibacterial properties due to the modification of carboxymethyl chitosan through the grafting of quaternary ammonium salts. The inhibition rates of Staphylococcus aureus and Escherichia coli were 89.42% and 90.22%, respectively. Additionally, doping nanofibers with tea polyphenols improved the mechanical properties of the hydrogel 3.76 times and demonstrated excellent antioxidant capacity, with a free radical scavenging rate exceeding 90%. Animal studies confirmed that NFgel-MXD@Lip outperformed MXD tincture in promoting follicular development and enhancing hair regrowth, with the anti-inflammatory and antibacterial hydrogel NF-gel also contributing to these effects.",Du Q; Yao X; Ni N; Wang Z; Liu H; Kang L; Chen M; Tan L; Wu D; Ding X; Lai Y,International journal of biological macromolecules,2026,2026 Feb,10.1016/j.ijbiomac.2026.150167,Journal Article,,
41515260,Q5,Effects of Green Tea Extract Supplementation on Inflammatory Cytokines Among Postmenopausal Women with Overweight or Obesity-A Secondary Analysis of a Randomized Controlled Trial.,"Background: Excess adiposity induces low-grade inflammation, including increased C-reactive protein (CRP), interleukin-6 (IL-6), and tumor necrosis factor-alpha (TNF-α). Green tea contains epigallocatechin gallate (EGCG), with anti-inflammatory potential. EGCG metabolism is influenced by individual variations in catechol-O-methyltransferase (COMT) genotypes. Objectives: To evaluate the effect of green tea extract (GTE) supplementation on circulating inflammatory cytokines among postmenopausal women with overweight or obesity and differing COMT genotypes. Methods: This study is a secondary analysis of a random subset (N = 97) from the Minnesota Green Tea Trial (MGTT), a randomized double-blinded placebo-controlled trial. The intervention was a high-dose GTE supplement (843 ± 44 mg EGCG/day) or placebo for 1 year. Serum CRP, TNF-α, and IL-6 were measured at 0, 6, and 12 months. Absolute changes in inflammatory cytokines from baseline to month 12 were evaluated using linear mixed-effects models adjusted for age, body mass index (BMI), smoking history, physical activity, and vitamin supplement use. Results: The changes from month 0 to month 12 were not statistically different between the groups for any of the inflammatory cytokines measured. The overall treatment effect was not statistically significant for CRP (p = 0.24), IL-6 (p = 0.59), TNF-α (p = 0.36), nor for the interaction between treatment group and time (all Ps > 0.40). There was no significant interaction between treatment group and COMT genotype for the stated markers. Conclusions: A high-dose GTE supplement consumed daily for one year did not significantly decrease inflammatory cytokines among postmenopausal women with overweight or obesity. The COMT genotype did not modify the effects of GTE supplementation on inflammatory cytokines. Future studies with a larger sample size among those at high risk of systemic inflammation are warranted.",Cunningham A; Gomes A; Meng L; Shapses S; Byham-Gray L; Samavat H,Nutrients,2026,2026 Jan 1,10.3390/nu18010143,Journal Article; Randomized Controlled Trial,,
41515258,Q1,The Role of Lifestyle and Diet in the Treatment of Endometriosis: A Review.,"Endometriosis is a chronic, oestrogen-dependent inflammatory condition affecting approximately 10% of women of reproductive age, frequently associated with chronic pelvic pain, dysmenorrhoea and infertility, substantially impairing quality of life. While pharmacological and surgical therapies represent the standard of care, growing evidence indicates that lifestyle and dietary factors play an important complementary role in symptom management and may influence disease progression. Regular physical activity appears to attenuate systemic inflammation, improve hormonal regulation and support psychological well-being. Dietary patterns rich in anti-inflammatory components, particularly Mediterranean-diets and low-inflammatory diets, have been associated with reduced pain and improved gastrointestinal symptoms, whereas high consumption of red and processed meats may increase disease risk. Micronutrients and selected supplements, including vitamins C, E and D, magnesium, zinc, folate, omega-3 fatty acids, N-acetylcysteine, curcumin, probiotics and green tea polyphenols, show promising but variable evidence for symptom relief. Additional lifestyle factors, such as avoiding endocrine-disrupting chemicals, moderating alcohol intake, ensuring adequate sleep and managing psychological stress, may further modulate inflammatory and hormonal pathways relevant to the disorder. Overall, current evidence indicates that integrating lifestyle interventions alongside conventional treatments offers clinically relevant benefits, although larger, well-designed clinical studies are needed to clarify the magnitude of these effects and to explore further promising lifestyle-based therapeutic approaches.",Boroncsok D; Filó A; Török M; Vágó H; Ács N; Sobel G,Nutrients,2026,2026 Jan 1,10.3390/nu18010142,Journal Article; Review,,
41508700,Q2;Q4,Exploring the effects of compressing and aging processes on functional components and flavor of white tea by omics methods.,"BACKGROUND: White tea (WT) is renowned for its distinct sensory attributes and functional properties. This study investigated how compression and aging influence the sensory and metabolic profiles of WT. Loose, compressed, aged loose and aged compressed (ACWT) teas were analyzed using sensory evaluation, metabolomics and chemometrics. RESULTS: As a result, compression enhanced floral and sweet aromas while reducing astringency and bitterness. Aging intensified fruity aromas and decreased astringency. The combination of compression and aging produced a complex fruity-woody aroma profile in ACWT, along with enhanced sweetness and minimal bitterness. The infusion of ACWT was darkened by the polymerization of theabrownins and thearubigins. While soluble solids increased in ACWT, free amino acids decreased, likely due to enzymatic hydrolysis and Maillard reactions. Decanal and cedrol were identified as associated with floral and fruity attributes of ACWT. KEGG analysis highlighted flavonoid biosynthesis (flavonols, flavones, anthocyanins) as essential. Correlation networks linked caffeine and polyphenols to bitterness, soluble sugars to sweetness, decanal and long-chain alkanes to fruity notes and β-cyclocitral and trans-2-dodecenal to grassiness. CONCLUSION: These findings demonstrate that compression and aging synergistically enhance the sensory quality of WT by modulating enzymatic and oxidative pathways. This process mitigates harsh flavors and enriches beneficial phytochemicals. The study provides practical insights for optimizing the production of premium aged, compressed WT, highlighting processing techniques as key drivers of flavor development and overall quality enhancement. © 2026 Society of Chemical Industry.",Huang R; He W; Pei D; Dong S; Wang M; Xu Y; Wang D,Journal of the science of food and agriculture,2026,2026 Apr,10.1002/jsfa.70434,Journal Article; Evaluation Study,,
41496404,Q2;Q3;Q4,Multiscale mechanistic insights into sonochemical energy coupling and flavor evolution in Pu‑erh tea.,"Pu'erh tea (Camellia sinensis var. assamica) represents a highly complex multiphase fermentation system in which flavor formation spans chemical transformation, energy transfer and microecological succession. To elucidate the mechanistic basis by which sonochemical energy input accelerates flavor evolution, we developed an integrated multiscale model combining flavoromics, molecular dynamics simulations and microbial ecological analysis. The model captures molecular reactions and metabolic regulation under ultrasonic cavitation.Increasing acoustic power density (0.3-0.8  W mL-1) substantially enhanced cavitation intensity and energy absorption, accompanied by elevated concentrations of reactive radicals (•OH 40-96  µM) and an increased mass-transfer coefficient, generating high-energy heterogeneous microdomains. Sonochemical coupling reduced the reaction barrier of ester-type catechins (ΔG ≈ -25  kJ mol-1) and accelerated their conversion into free acid polyphenols. Concurrently, high shear forces induced partial depolymerization of proteins and peptides, leading to 1.5-3-fold increases in taste-active amino acids and soluble sugars, thus reinforcing the ""mellow"" and ""sweet"" mouthfeel of the infusion.Microecological (meta-omics) profiling revealed that elevated acoustic energy favored the enrichment of functional microbial consortia dominated by Lactobacillus plantarum and Aspergillus niger. Pathways related to aroma synthesis-including phenylalanine metabolism and monoterpene biosynthesis-exhibited approximately twofold enrichment, driving the accumulation of aromatic esters and terpenes. Multivariate modeling (PLSR and RDA, R2 > 0.90, Q2 > 0.70) confirmed that acoustic power and cavitation indices quantitatively predict flavor outputs. However, rigorous techno-economic analysis and acoustic propagation modeling in solid-state media reveal that industrial scaling faces challenges regarding energy consumption, reactor design for solid-liquid mixtures, and downstream dewatering costs. While the optimal window of 0.6-0.75 W·mL-1 reproducibly generated complex aromatic profiles comparable to aged tea, these engineering constraints necessitate further optimization for commercial viability. Collectively, these findings elucidate the cross-scale mechanism by which coupled sonochemical energy drives flavor evolution and define the application boundaries for green, energy-precise processing of fermented beverages.",Duan S; Luo H; Yu L; Dong J; Qiao Z; Liu S; Li Y; Yin H; Zhou R; Chen Y; Zhou S; Gong C; Shen Y; Du Z; Feng L; Du X; Sheng J; Yang R; Fang C,Ultrasonics sonochemistry,2026,2026 Feb,10.1016/j.ultsonch.2025.107735,Journal Article,,
41490780,Q5,A Real-Life Digital Intervention for Personalized Nutrition in Adults With Overweight or Obesity: Remote Randomized Controlled Trial.,"BACKGROUND: A digital-first strategy is increasingly implemented to reduce participant burden, accelerate recruitment, collect real-world data, and increase the diversity of the study population. However, fully remote studies lack face-to-face interaction, which may affect motivation, particularly in the delivery of personalized nutritional advice. Additionally, self-reported data may vary in terms of standardization and completeness. OBJECTIVE: The study's primary objective is to evaluate the feasibility of conducting a fully remote, fully digital randomized controlled nutritional intervention, including participant experience and the capability to perform do-it-yourself anthropometric measurements at home. Secondary objectives are to determine whether self-collected data could detect changes in body weight and other anthropometric outcomes, and to compare the effectiveness of generic versus personalized nutrition advice, with and without personalized food boxes. METHODS: We conducted a fully online, 3-arm randomized controlled trial including adults with overweight or obesity who were motivated to lose weight. Participants were assigned to a control group that received generic advice (n=43), a personalized intervention group that received personalized advice only (n=40), or a personalized intervention plus group that received personalized advice plus personalized food boxes (n=39). The 6-week intervention was delivered entirely digitally, and all anthropometric measurements, questionnaires, and dietary data were self-collected at home. Feasibility was assessed using adherence metrics, completion of self-measurements, and a user-experience questionnaire. Secondary analyses evaluated weight loss, changes in anthropometry, and exploratory associations, including sex differences. RESULTS: Feasibility was high-102 out of 122 (83.6%) participants found the self-measured anthropometric assessments easy to perform, and 112 (91.8%) participants reported that completing questionnaires from home was easy. For secondary outcomes, participants receiving personalized, but not generic, nutritional advice significantly lost body weight (-1.0 kg; P=.002). Participants receiving personalized food boxes in addition to personalized nutritional advice lost significantly more body weight than the other 2 groups (-2.5 kg; P=.001) and also showed a decrease in hip circumference (-2.9 cm; P=.01). Personalized advice was not easier or more enjoyable to implement than generic nutritional advice, whereas the addition of personalized food boxes improved the ease of implementing personalized nutritional advice (P<.001). All participants, irrespective of the intervention arm, reduced intake of unhealthy food groups, including ready-made meals (113.6 g vs 78.5 g, -30.9%); sauces and gravy (18.8 g vs 10.0 g, -46.8%); sweet snacks (84.8 g vs 64.1 g, -24.4%); savory snacks (50.5 g vs 40.0 g, -20.1%); bread, pasta, rice, and wraps (nutritional quality score of 1.9 vs 1.7, -10.5%); and vegetables (129.0 g vs 118.7 g, -8.0%); and replaced coffee with tea. CONCLUSIONS: This study demonstrates that fully remote, participant-led nutritional intervention studies are feasible, with participants able to independently perform anthropometric measurements and self-report data of sufficient quality to detect meaningful effects. Personalized nutritional advice resulted in greater weight loss than generic advice, and the addition of personalized food boxes further enhanced the beneficial anthropometric effects of the intervention. We conclude that such nutritional intervention studies can be conducted fully online, resulting in measurable anthropometric effects after 6 weeks. TRIAL REGISTRATION: ClinicalTrials.gov NCT06547983; https://clinicaltrials.gov/ct2/show/NCT06547983.",de Jong JC; Hoevenaars FP; Peters LG; Berendsen CM; Pasman WJ; Caspers MP; Dulos R; Wopereis S,Journal of medical Internet research,2026,2026 Jan 5,10.2196/73367,Journal Article; Randomized Controlled Trial,,
41486108,Q3,"Beauveria bassiana acts as a beneficial endophyte in tea crops, modulating microbial communities and metabolic pathways to enhance plant growth.","UNLABELLED: The entomopathogenic fungus Beauveria bassiana is renowned for its insecticidal characteristics; however, its capacity as a plant endophyte within tea plants remains incompletely elucidated. This study investigated the colonization of tea plant tissues by B. bassiana and its effects on tea plant growth. It was found that colonization via foliar as well as root application, particularly colonization that persisted in stems for more than 90 days, enhanced growth traits such as plant height, biomass accumulation, and root system development. The foliar spray method resulted in significant changes in the endophytic microbiome and plant metabolism. The colonization had a more significant effect on endophytic fungi than on endophytic bacteria, leading to an increase in the relative abundance of arbuscular mycorrhizal fungi (AMF) in root tissues and a decrease in the relative abundance of total plant pathogens in tea plant tissues. The colonization of tea plants by B. bassiana led to a dynamic reprogramming of secondary metabolism, with an early enhancement in brassinolide and flavonoids to promote growth and enhance antioxidant capacity. As colonization continued, higher levels of catechins and epicatechins supported long-term defense and functional quality. Moreover, the elevation in chorismate indicated enhanced metabolic flux toward defense-related compounds and growth-regulating pathways, contributing to improved plant growth and stress resistance. These results confirm B. bassiana’s ability to act as a versatile bioregulator, expanding our understanding of fungal-plant symbiosis and offering a sustainable method to improve tea cultivation through combined microbial-metabolic reprogramming. SUPPLEMENTARY INFORMATION: The online version contains supplementary material available at 10.1186/s12870-025-08004-5.",Jiang M; Qu J; Cao W; Zou X; Liu J; Li M,BMC plant biology,2026,2026 Jan 5,10.1186/s12870-025-08004-5,Journal Article,,
41483799,Q2,Oral environment targeting sutures for refractory oral wound.,"The use of sutures for stable wound closure in the humid, microbiologically complex oral environment is critical for mucosal healing. However, traditional absorbable sutures often loosen due to oral movements, leading to micro-gaps and accelerated microbial colonization, which disrupts healing. Inspired by spider silk's ""expansion-induced supercontraction"" in humidity, this study develops tea polyphenols self-contracting sutures to enhance mechanical reinforcement and repair efficiency. This next-generation degradable suture features a spider silk-inspired elastic network: polyvinyl alcohol (PVA) chains provide entropy-driven elastic recovery, while an ion-crosslinked network of sodium alginate and Ca²⁺ serves as a moisture-responsive unit. When dry, the network maintains pre-tension. Upon hydration, water molecules competitively coordinate with alginate and Ca²⁺, reducing crosslink density. This allows the PVA network to actively contract within four hours post-surgery, approximating wound edges, minimizing gaps, and reducing bacterial invasion. This next-generation degradable suture exhibits robust antibacterial activity, with 90.3 % inhibition against E. coli and 95.6 % against S. aureus. It also exerts significant biological regulation: compared to controls, it upregulates anti-inflammatory IL-10 expression by 2.41-fold, enhances oxidative stress scavenging capacity by 1.87-fold, and promotes angiogenesis. In vivo tests on difficult oral wounds show this next-generation degradable suture accelerates healing, reduces scarring, and improves tissue regeneration quality, especially in infected wounds. It holds broad potential for minimally invasive oral and maxillofacial surgeries and infection-prone wound repair.",Wang S; Wang J; Wang Y; Ye X; Zhang L; Yan G; Wang X,"Colloids and surfaces. B, Biointerfaces",2026,2026 Apr,10.1016/j.colsurfb.2025.115388,Journal Article,,
41478077,Q2,Doping-engineered CuBDC MOF nanozymes for sensitive tannic acid detection and antioxidant discrimination.,"Ferrocenecarboxylic acid (Fc-COOH)-doped Cu-based MOF nanozyme (CuBDC/Fc, BDC = 1,4-benzenedicarboxylic acid) was designed via a doping modulation strategy. The Fc-COOH doping regulates morphology of the acquired CuBDC/Fc, forming a mesoporous architecture to enhance active site accessibility and substrate interaction. The introduction of Fe/Cu redox couples, i.e. Cu(II)/Cu(I) and Fe(III)/Fe(II), facilitates electron transfer and promotes the reactive oxygen species (ROS) generation, amplifying catalytic efficiency. The CuBDC/Fc exhibited a 667.5-fold rise in peroxidase-like activity relative to CuBDC. Five antioxidants in tea, i.e. quercetin, catechin, caffeic acid, tannic acid and rutin, display different inhibition actions on the CuBDC/Fc-H2O2-TMB system. A tri-channel colorimetric sensor array was constructed, achieving discrimination of above five antioxidants in 1-100 μM levels and their mixture in complex tea products, and sensitive quantification detection of tannic acid. This work not only designed a MOF-based high-performance peroxidase-mimicking nanozyme but also provided a promising strategy for antioxidant analysis in tea.",Liu Y; Feng M; Zhang X; Huang Y,"Spectrochimica acta. Part A, Molecular and biomolecular spectroscopy",2026,2026 Apr 5,10.1016/j.saa.2025.127382,Journal Article,,
