record_id,paper_id,title,silver_tea_type,silver_component_group,silver_processing_step,silver_extraction_method,uncertainty_class,uncertainty_flags,abstract_available
PMID_40358678_GLM3,PMID_40358678,Green tea catechins: protectors or threats to DNA? A review of their antigenotoxic and genotoxic effects.,green tea,catechins,,,high_uncertainty,generic_mechanism; low_llm_confidence; missing_named_microbiota; missing_processing_or_extraction_context; review_summary_record; uncertain_effect_direction,true
PMID_40263915_GLM1,PMID_40263915,"Yerba Mate (Ilex paraguariensis St. Hill.) Tea May Have Cardiometabolic Beneficial Effects in Healthy and At-Risk Subjects: A Randomized, Controlled, Blind, Crossover Trial in Nonhabitual Consumers.",unspecified tea,multiple component groups,,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context,true
PMID_40263915_GLM2,PMID_40263915,"Yerba Mate (Ilex paraguariensis St. Hill.) Tea May Have Cardiometabolic Beneficial Effects in Healthy and At-Risk Subjects: A Randomized, Controlled, Blind, Crossover Trial in Nonhabitual Consumers.",unspecified tea,multiple component groups,,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; taxonomy_expansion_needed,true
PMID_40160899_GLM1,PMID_40160899,Effects of green tea supplementation on antioxidant status and inflammatory markers in adults: a grade-assessed systematic review and dose-response meta-analysis of randomised controlled trials.,green tea,multiple component groups,,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context,true
PMID_40160899_GLM2,PMID_40160899,Effects of green tea supplementation on antioxidant status and inflammatory markers in adults: a grade-assessed systematic review and dose-response meta-analysis of randomised controlled trials.,green tea,multiple component groups,,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context,true
PMID_40157008_GLM1,PMID_40157008,Apparently healthy young black adults report lower total fluid intake and exhibit higher plasma copeptin than young White adults.,unspecified tea,multiple component groups,,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; taxonomy_expansion_needed,true
PMID_40134056_GLM1,PMID_40134056,"Mulberry leaves and water chestnut tea reduces postprandial blood glucose in borderline diabetic Japanese: A randomized, double-blind, placebo-controlled crossover study.",unspecified tea,mixed polyphenols,,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context,true
PMID_40002949_GLM1,PMID_40002949,"The Effects of Tea Polyphenols in Feed on the Immunity, Antioxidant Capacity, and Gut Microbiota of Weaned Goat Kids.",unspecified tea,mixed polyphenols,,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; preclinical_only,true
PMID_40002949_GLM2,PMID_40002949,"The Effects of Tea Polyphenols in Feed on the Immunity, Antioxidant Capacity, and Gut Microbiota of Weaned Goat Kids.",unspecified tea,mixed polyphenols,,,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only,true
PMID_40002949_GLM3,PMID_40002949,"The Effects of Tea Polyphenols in Feed on the Immunity, Antioxidant Capacity, and Gut Microbiota of Weaned Goat Kids.",unspecified tea,mixed polyphenols,,,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only,true
PMID_40001172_GLM1,PMID_40001172,Tea and coffee consumption and the 15-Year risk of cardiovascular events: the Isfahan cohort study (ICS).,unspecified tea,multiple component groups,,,high_uncertainty,generic_mechanism; missing_processing_or_extraction_context,true
PMID_39949547_GLM1,PMID_39949547,"Sex differences in the associations of water, coffee and tea consumption with cardiovascular diseases: a prospective cohort study.",unspecified tea,multiple component groups,,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context,true
PMID_39942757_GLM1,PMID_39942757,"Epigallocatechin Gallate (EGCG): Pharmacological Properties, Biological Activities and Therapeutic Potential.",green tea,catechins,,,moderate_uncertainty,missing_named_microbiota; missing_processing_or_extraction_context; review_summary_record; uncertain_effect_direction,true
PMID_39942757_GLM2,PMID_39942757,"Epigallocatechin Gallate (EGCG): Pharmacological Properties, Biological Activities and Therapeutic Potential.",green tea,catechins,,,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed,true
PMID_39942757_GLM3,PMID_39942757,"Epigallocatechin Gallate (EGCG): Pharmacological Properties, Biological Activities and Therapeutic Potential.",green tea,catechins,,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; review_summary_record; uncertain_effect_direction,true
PMID_39940310_GLM1,PMID_39940310,Evaluating Bioactive-Substance-Based Interventions for Adults with MASLD: Results from a Systematic Scoping Review.,green tea,multiple component groups,,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; review_summary_record; uncertain_effect_direction,true
PMID_39920567_GLM1,PMID_39920567,Bioavailability of Tea Polyphenols: A Key Factor in Understanding Their Mechanisms of Action In Vivo and Health Effects.,unspecified tea,mixed polyphenols,,,moderate_uncertainty,missing_named_microbiota; missing_processing_or_extraction_context; review_summary_record; uncertain_effect_direction,true
PMID_39831602_GLM1,PMID_39831602,Associations of Tea Consumption With the Risk of All-Cause and Cause-Specific Mortality Among Adults With Type 2 Diabetes: A Prospective Cohort Study in China.,unspecified tea,multiple component groups,,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context,true
PMID_39706596_GLM1,PMID_39706596,Association between caffeine intake and fat free mass index: a retrospective cohort study.,unspecified tea,caffeine,,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; taxonomy_expansion_needed,true
PMID_39096274_GLM1,PMID_39096274,Magnesium-rich diet score is inversely associated with incident cardiovascular disease: the Atherosclerosis Risk in Communities (ARIC) study.,unspecified tea,multiple component groups,,,high_uncertainty,generic_mechanism; missing_processing_or_extraction_context; uncertain_effect_direction,true
PMID_40635852_GLM1,PMID_40635852,New approaches to the treatment of metabolic dysfunction-associated steatotic liver with natural products.,green tea,mixed polyphenols,,,moderate_uncertainty,missing_named_microbiota; missing_processing_or_extraction_context; review_summary_record,true
PMID_39765834_GLM1,PMID_39765834,Green Tea Catechins and Skin Health.,green tea,catechins,,,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record,true
PMID_39765834_GLM2,PMID_39765834,Green Tea Catechins and Skin Health.,green tea,catechins,,,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed,true
PMID_39606571_GLM1,PMID_39606571,Global hotspots and trends in tea anti-obesity research: a bibliometric analysis from 2004 to 2024.,unspecified tea,multiple component groups,,,high_uncertainty,missing_processing_or_extraction_context; review_summary_record,true
PMID_39606571_GLM2,PMID_39606571,Global hotspots and trends in tea anti-obesity research: a bibliometric analysis from 2004 to 2024.,unspecified tea,multiple component groups,,,high_uncertainty,missing_named_microbiota; missing_processing_or_extraction_context; review_summary_record; uncertain_effect_direction,true
PMID_39517154_GLM2,PMID_39517154,Longitudinal Analysis of Sweet Taste Preference Through Genetic and Phenotypic Data Integration.,unspecified tea,multiple component groups,,,high_uncertainty,missing_processing_or_extraction_context,true
PMID_39503925_GLM1,PMID_39503925,Influence of consuming coffee and other beverages in adolescence on risk of type 2 diabetes in adulthood.,unspecified tea,multiple component groups,,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context,true
PMID_39420779_GLM1,PMID_39420779,Food group intakes and high-sensitivity C-reactive protein among community-dwelling Japanese adults: a cross-sectional study.,green tea,multiple component groups,,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context,true
PMID_39405832_GLM1,PMID_39405832,"Substituting ethoxyquin with tea polyphenols and propyl gallate enhanced feed oxidative stability, broiler hepatic antioxidant capacity and gut health.",unspecified tea,mixed polyphenols,,,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only,true
PMID_39405832_GLM2,PMID_39405832,"Substituting ethoxyquin with tea polyphenols and propyl gallate enhanced feed oxidative stability, broiler hepatic antioxidant capacity and gut health.",unspecified tea,mixed polyphenols,,,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only,true
PMID_39405832_GLM3,PMID_39405832,"Substituting ethoxyquin with tea polyphenols and propyl gallate enhanced feed oxidative stability, broiler hepatic antioxidant capacity and gut health.",unspecified tea,mixed polyphenols,,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; preclinical_only; taxonomy_expansion_needed,true
PMID_39350601_GLM1,PMID_39350601,Does green tea catechin enhance weight-loss effect of exercise training in overweight and obese individuals? a systematic review and meta-analysis of randomized trials.,green tea,catechins,,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context,true
PMID_39256541_GLM1,PMID_39256541,"Prevalence and determinants of obesity and its association with upper gastrointestinal diseases in people aged 40-69 years in Yangzhong, southeast China.",unspecified tea,multiple component groups,,,high_uncertainty,generic_mechanism; missing_processing_or_extraction_context; uncertain_effect_direction,true
PMID_39222688_GLM1,PMID_39222688,"Flavonoid intakes, chronic obstructive pulmonary disease, adult asthma, and lung function: a cohort study in the UK Biobank.",unspecified tea,theaflavins,,,moderate_uncertainty,missing_processing_or_extraction_context,true
PMID_39050670_GLM1,PMID_39050670,Causal relationships involving brain imaging-derived phenotypes based on UKB imaging cohort: a review of Mendelian randomization studies.,unspecified tea,multiple component groups,,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; review_summary_record; uncertain_effect_direction,true
PMID_38778045_GLM1,PMID_38778045,Higher habitual intakes of flavonoids and flavonoid-rich foods are associated with a lower incidence of type 2 diabetes in the UK Biobank cohort.,green tea,mixed polyphenols,,,moderate_uncertainty,missing_processing_or_extraction_context,true
PMID_38740187_GLM1,PMID_38740187,Higher Dietary Polyphenol Intake Is Associated With Lower Blood Inflammatory Markers.,unspecified tea,mixed polyphenols,,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; uncertain_effect_direction,true
PMID_38571923_GLM2,PMID_38571923,Beverages - a scoping review for Nordic Nutrition Recommendations 2023.,unspecified tea,caffeine,,,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record,true
PMID_41439563_GLM1,PMID_41439563,Medicinal Plants for Acne Vulgaris: An Evidence-Based Review of Treatments Promoted by Social Media.,unspecified tea,multiple component groups,,,high_uncertainty,generic_mechanism; low_llm_confidence; missing_processing_or_extraction_context; review_summary_record,true
PMID_41439563_GLM2,PMID_41439563,Medicinal Plants for Acne Vulgaris: An Evidence-Based Review of Treatments Promoted by Social Media.,unspecified tea,multiple component groups,,,high_uncertainty,generic_mechanism; low_llm_confidence; missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed; uncertain_effect_direction,true
PMID_41063115_GLM1,PMID_41063115,Association of herbal tea consumption with cardiovascular diseases in the general population: evidence from the MESA cohort.,green tea,multiple component groups,,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context,true
PMID_40121496_GLM1,PMID_40121496,The mediating roles of anthropo-metabolic biomarkers on the association between beverage consumption and breast cancer risk.,unspecified tea,multiple component groups,,,high_uncertainty,generic_mechanism; missing_processing_or_extraction_context; taxonomy_expansion_needed; uncertain_effect_direction,true
PMID_41008240_AUTO1,PMID_41008240,Influencing Factors and Regulatory Mechanisms of Fresh Tea Leaf Quality: A Review.,unspecified tea,multiple component groups,,,high_uncertainty,generic_mechanism; low_llm_confidence; missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed; uncertain_effect_direction,true
PMID_40978769_AUTO1,PMID_40978769,Comparative validation of low-density lipoprotein cholesterol estimation formulas in older Georgian adults.,unspecified tea,multiple component groups,,,high_uncertainty,generic_mechanism; low_llm_confidence; missing_processing_or_extraction_context,true
PMID_40817213_AUTO1,PMID_40817213,Microalgal biorefineries: a systematic review of technological trade-offs and innovation pathways.,unspecified tea,multiple component groups,,,high_uncertainty,generic_mechanism; low_llm_confidence; missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed; uncertain_effect_direction,true
