record_id,paper_id,processing_present,extraction_present,component_present,tea_type,material_form,component_group,processing_step,extraction_method,compound_name,cultivar,origin,evidence_terms,raw_context_phrase,confidence_score,reasoning_short,patch_status,patch_uncertainty_flags
PMID_40020787_GLM2,PMID_40020787,false,false,true,unspecified tea,unspecified material,multiple component groups,,,"tea polyphenols; tea pigments; TPS; 4-Hydroxyphenylacetic acid; 3,4-Dihydroxyflavan derivatives",,,tea consumption; functional components; tea polyphenols; tea pigments; TPS; tea metabolites,"Functional components that improve chronic metabolic inflammation include tea polyphenols, tea pigments, TPS, etc. Tea metabolites such as 4-Hydroxyphenylacetic acid and 3,4-Dihydroxyflavan derivatives, etc., also contribute to anti-chronic metabolic inflammation effects of tea consumption.",0.85,Review article discusses tea consumption broadly and lists multiple functional component groups and metabolites without specifying processing or extraction details.,llm_extracted,review article; no specific tea material described
PMID_40121496_GLM1,PMID_40121496,false,false,false,unspecified tea,tea infusion,,,,,,,tea,"No significant associations were found for pure fruit juice, coffee, tea, or alcoholic drinks.",0.90,"Tea mentioned only as general beverage category in dietary questionnaire; no processing, extraction, or specific components reported.",llm_extracted,
PMID_40122029_GLM1,PMID_40122029,false,false,false,,,,,,,,,herbal tea consumption,"incorporates underexplored elements such as eating pace, herbal tea consumption, and physical activity",0.90,"Abstract mentions herbal tea consumption as a lifestyle element but provides no processing, extraction, or component details for tea material.",llm_extracted,herbal tea mentioned; not Camellia sinensis
PMID_40134056_GLM1,PMID_40134056,false,false,true,unspecified tea,tea infusion,mixed polyphenols,,,1-deoxynojirimycin; polyphenols,,,mulberry leaf and water chestnut husk tea; total polyphenol contents; 1-deoxynojirimycin contents,mulberry leaf and water chestnut husk tea; 1-deoxynojirimycin and total polyphenol contents in the tea,0.85,"Tea product is a herbal blend (mulberry and water chestnut), not Camellia sinensis; component analysis reports DNJ and polyphenols.",llm_extracted,non-Camellia sinensis tea
PMID_40147275_GLM1,PMID_40147275,false,false,true,green tea,purified component,catechins,,,epigallocatechin-3-gallate; EGCG,,,Epigallocatechin-3-gallate (EGCG); major catechin in green tea; EGCG-loaded nanoparticles,"Epigallocatechin-3-gallate (EGCG), a major catechin in green tea",0.95,EGCG is explicitly identified as a major catechin in green tea; no processing or extraction methods are described for the tea material itself.,llm_extracted,
PMID_40147275_GLM2,PMID_40147275,false,false,true,green tea,purified component,catechins,,,epigallocatechin-3-gallate; EGCG,,,"Epigallocatechin-3-gallate (EGCG), a major catechin in green tea","Epigallocatechin-3-gallate (EGCG), a major catechin in green tea",0.95,Abstract identifies EGCG as a major catechin in green tea; no processing or extraction methods reported for the tea material itself.,llm_extracted,
PMID_40157008_GLM1,PMID_40157008,false,false,false,unspecified tea,tea infusion,,,,,,,coffee or tea (noncaloric and caloric),coffee or tea (noncaloric and caloric),0.90,"Tea mentioned only as a beverage category in dietary assessment; no processing, extraction, or specific components reported.",llm_extracted,
PMID_40160899_GLM1,PMID_40160899,false,false,true,green tea,unspecified material,multiple component groups,,,,,,Green tea; bioactive compounds; Supplementation with green tea,"Green tea, a plant rich in bioactive compounds... Supplementation with green tea",0.95,Tea type explicitly stated as green tea; material form and component group inferred from supplementation context and bioactive compound reference without specific processing or extraction details.,llm_extracted,
PMID_40160899_GLM2,PMID_40160899,false,false,false,green tea,unspecified material,,,,,,,Supplementation with green tea;bioactive compounds,"Green tea, a plant rich in bioactive compounds...Supplementation with green tea",0.90,"Tea type and material form specified in title and abstract; no processing, extraction, or specific compound details reported.",llm_extracted,
PMID_40169473_GLM1,PMID_40169473,false,false,true,unspecified tea,purified component,mixed polyphenols,,,,,,tea polyphenols; 300 mg/kg tea polyphenols,supplemented with 300 mg/kg tea polyphenols,0.95,"Abstract reports supplementation with tea polyphenols at specified dosage, confirming component group and material form, but no processing or extraction details provided.",llm_extracted,
PMID_40169473_GLM2,PMID_40169473,false,false,true,unspecified tea,purified component,mixed polyphenols,,,tea polyphenols,,,tea polyphenols; 300 mg/kg tea polyphenols,supplemented with 300 mg/kg tea polyphenols,0.95,,llm_extracted,
PMID_40169473_GLM3,PMID_40169473,false,false,true,unspecified tea,purified component,mixed polyphenols,,,,,,tea polyphenols;300 mg/kg tea polyphenols,supplemented with 300 mg/kg tea polyphenols,0.95,"Abstract specifies 'tea polyphenols' as dietary supplement but provides no processing, extraction, cultivar, or origin details.",llm_extracted,
PMID_40192349_GLM1,PMID_40192349,false,false,false,unspecified tea,tea infusion,,,,,,,tea consumption; cups per day; no tea consumption,"tea consumption of 2 to 3, 4 to 5, or 6+ cups per day",0.90,"Epidemiological cohort study on tea consumption; no processing, extraction, or specific components reported.",llm_extracted,
PMID_40215650_GLM1,PMID_40215650,false,false,true,unspecified tea,purified component,catechins,,,epigallocatechin; epigallocatechin gallate; gallic acid,,,tea polyphenols; gallic acid; epigallocatechin; epigallocatechin gallate,"three alternative tea polyphenols, gallic acid (GA), epigallocatechin (EGC) and epigallocatechin gallate (EGCG)",0.90,Abstract explicitly names three tea polyphenol compounds used as purified components; no processing or extraction details provided.,llm_extracted,
PMID_40215650_GLM2,PMID_40215650,false,false,true,unspecified tea,purified component,catechins,,,gallic acid; epigallocatechin; epigallocatechin gallate,,,tea polyphenols; gallic acid; EGC; EGCG,"three alternative tea polyphenols, gallic acid (GA), epigallocatechin (EGC) and epigallocatechin gallate (EGCG)",0.95,Abstract explicitly names three tea polyphenol compounds; no processing or extraction methods described.,llm_extracted,
PMID_40215650_GLM3,PMID_40215650,false,false,true,unspecified tea,purified component,catechins,,,gallic acid; epigallocatechin; epigallocatechin gallate,,,tea polyphenols; gallic acid (GA); epigallocatechin (EGC); epigallocatechin gallate (EGCG),"three alternative tea polyphenols, gallic acid (GA), epigallocatechin (EGC) and epigallocatechin gallate (EGCG)",0.95,Abstract explicitly names three tea polyphenol compounds used as purified components; no processing or extraction methods described.,llm_extracted,
PMID_40228342_GLM1,PMID_40228342,false,false,true,green tea,purified component,catechins,,,epigallocatechin-3-gallate;EGCG,,,Tea polyphenol epigallocatechin-3-gallate;EGCG supplementation,Tea polyphenol epigallocatechin-3-gallate (EGCG),0.95,EGCG is a major catechin characteristic of green tea; no processing or extraction methods described.,llm_extracted,tea type inferred from compound
PMID_40228342_GLM2,PMID_40228342,false,false,true,unspecified tea,purified component,catechins,,,EGCG; epigallocatechin-3-gallate,,,Tea polyphenol epigallocatechin-3-gallate (EGCG); EGCG supplementation,Tea polyphenol epigallocatechin-3-gallate (EGCG) has been widely recognized as antiobesity effects.,0.95,"Abstract explicitly names EGCG, a catechin compound, but reports no processing or extraction methods.",llm_extracted,
PMID_40228342_GLM3,PMID_40228342,false,false,true,green tea,purified component,catechins,,,EGCG; epigallocatechin-3-gallate,,,Tea polyphenol epigallocatechin-3-gallate (EGCG); EGCG supplementation,Tea polyphenol epigallocatechin-3-gallate (EGCG),0.95,,llm_extracted,
PMID_40263915_GLM1,PMID_40263915,false,false,false,unspecified tea,tea infusion,,,,,,,yerba mate tea;mate tea,daily consumption of three servings of mate tea,0.90,Study uses yerba mate tea infusion; no processing or extraction methods reported in title or abstract.,llm_extracted,yerba mate is herbal tea not Camellia sinensis
PMID_40263915_GLM2,PMID_40263915,false,false,false,unspecified tea,tea infusion,,,,,,,yerba mate; mate tea; three servings,daily consumption of three servings of mate tea,0.90,"Study reports consumption of yerba mate tea infusion without detailing processing, extraction, or specific compounds.",llm_extracted,yerba mate is not Camellia sinensis tea
PMID_40306054_GLM1,PMID_40306054,false,false,true,unspecified tea,purified component,mixed polyphenols,,,dihydromyricetin,,,vine tea;dihydromyricetin;flavonoid,"Dihydromyricetin, a flavonoid primarily found in vine tea",0.85,Compound dihydromyricetin identified as flavonoid from vine tea; no processing or extraction methods described in abstract.,llm_extracted,vine tea not in standard tea_type list
PMID_40324528_GLM3,PMID_40324528,false,false,true,unspecified tea,,mixed polyphenols,,,polyphenols,,Japan,"dietary polyphenol intake;polyphenol from foods, not including high-polyphenolic beverages (tea, coffee, and alcoholic beverages)","Dietary polyphenol intake was estimated by a 147-item food frequency questionnaire; polyphenol from foods, not including tea, coffee, and alcoholic beverages",0.90,"Study examines dietary polyphenol intake from food frequency questionnaire; tea mentioned only as excluded beverage category, no tea-specific processing or extraction reported.",llm_extracted,tea as dietary source not isolated
PMID_40358678_GLM1,PMID_40358678,false,false,true,green tea,purified component,catechins,,,green tea catechins,,,green tea catechins (GTCs); GTC formulations,This review examines the dual behavior of green tea catechins (GTCs),0.95,Title and abstract explicitly name green tea catechins as the subject; no processing or extraction methods described.,llm_extracted,
PMID_40358678_GLM3,PMID_40358678,false,false,true,green tea,purified component,catechins,,,green tea catechins; GTCs,,,green tea catechins; GTCs,green tea catechins (GTCs),0.95,Title and abstract explicitly name green tea catechins as the subject compound group.,llm_extracted,
PMID_40427462_GLM1,PMID_40427462,false,false,true,,tea extract,mixed polyphenols,,,EGCG; TP (tea polyphenols),,,"Tea polyphenols (TP); EGCG, a principal constituent of TP","Tea polyphenols (TP), found in tea... EGCG, a principal constituent of TP",0.85,Abstract reports tea polyphenols (TP) and identifies EGCG as a principal constituent; no processing or extraction methods described.,llm_extracted,
PMID_40427462_GLM3,PMID_40427462,false,false,true,unspecified tea,purified component,catechins,,,tea polyphenols; EGCG,,,"Tea polyphenols (TP); EGCG, a principal constituent of TP","Tea polyphenols (TP), found in tea; EGCG, a principal constituent of TP",0.90,"Abstract explicitly names tea polyphenols and EGCG as a principal constituent, supporting catechins and purified component classification.",llm_extracted,
PMID_40438590_GLM1,PMID_40438590,false,false,true,green tea,purified component,catechins,,,(-)-epigallocatechin-3-gallate; EGCG,,,green tea component; main catechin; EGCG,"Green tea consumption... attributed to its catechins, especially the main catechin (-)-epigallocatechin-3-gallate (EGCG)",1.00,Title and abstract explicitly identify EGCG as a green tea catechin component; no processing or extraction methods reported.,llm_extracted,
PMID_40440765_GLM1,PMID_40440765,false,false,true,unspecified tea,purified component,mixed polyphenols,,,tea polyphenols,,,tea polyphenol; TP,Tea polyphenol@graphene oxide@polyvinyl alcohol (TGPG) hydrogel microspheres,0.90,"Abstract mentions tea polyphenols as a component in composite material without specifying tea type, processing, or extraction methods.",llm_extracted,tea type unspecified
PMID_40446924_GLM1,PMID_40446924,false,false,false,,,,,,,,,herbal tea,foods associated with decreased inflammation such as herbal tea,0.90,"Herbal tea is reported as dietary intake item; no tea processing, extraction, or component analysis described.",llm_extracted,
PMID_40451727_GLM1,PMID_40451727,false,false,true,unspecified tea,purified component,catechins,,,epigallocatechin-3-gallate; EGCG,,,EGCG; epigallocatechin-3-gallate; Camellia sinensis,"EGCG, a prominent plant-based catechin predominantly derived from Camellia sinensis and widely available on the market as a health supplement",0.95,Abstract identifies EGCG as a catechin from Camellia sinensis but provides no processing or extraction details for the reviewed studies.,llm_extracted,
PMID_40451727_GLM2,PMID_40451727,false,false,true,unspecified tea,purified component,catechins,,,epigallocatechin-3-gallate,,,EGCG; epigallocatechin-3-gallate; Camellia sinensis; catechin,"Epigallocatechin-3-gallate (EGCG), a prominent plant-based catechin predominantly derived from Camellia sinensis",0.95,,llm_extracted,
PMID_40456886_GLM1,PMID_40456886,false,false,true,unspecified tea,tea infusion,mixed polyphenols,,,flavonoids,,,"flavonoid-rich foods or beverages, such as tea","flavonoid-rich foods or beverages, such as tea, berries, apples, oranges or grapes",0.85,Tea mentioned only as example of flavonoid-rich food; no processing or extraction details provided in dietary cohort study.,llm_extracted,tea context inferred from general dietary category
PMID_40456886_GLM3,PMID_40456886,false,false,false,unspecified tea,tea infusion,,,,,,,tea; flavonoid-rich foods or beverages,"flavonoid-rich foods or beverages, such as tea",0.90,Tea mentioned only as example food; no processing/extraction/component details reported in text.,llm_extracted,
PMID_40497293_GLM1,PMID_40497293,false,false,true,green tea,unspecified material,multiple component groups,,,,,,green tea supplementation; antioxidant content,green tea supplementation...due to its antioxidant content,0.95,Tea type and material form explicitly stated as green tea supplementation; component group inferred from antioxidant content mention; no processing or extraction details reported.,llm_extracted,
PMID_40507186_GLM2,PMID_40507186,false,false,false,unspecified tea,unspecified material,,,,,,,"Patterns high in tea, coffee, and herbal infusions","Patterns high in tea, coffee, and herbal infusions before pregnancy",0.90,"Tea mentioned only as dietary pattern component; no processing, extraction, or specific compound details reported",llm_extracted,
PMID_40509019_GLM1,PMID_40509019,false,false,true,unspecified tea,purified component,catechins,,,catechins,,,catechins;polyphenolic compounds;plant-derived,Catechins are a group of polyphenolic compounds that are naturally present in many fruits and plant-derived foods,0.95,"Title and abstract specify catechins as the component group, but no tea-specific processing, extraction, cultivar, or origin details are reported.",llm_extracted,tea source unspecified
PMID_40509019_GLM2,PMID_40509019,false,false,true,unspecified tea,purified component,catechins,,,catechins,,,catechins;polyphenolic compounds;plant-derived foods,Catechins are a group of polyphenolic compounds that are naturally present in many fruits and plant-derived foods,0.95,Title and abstract identify catechins as the component; no tea processing or extraction methods described.,llm_extracted,
PMID_40509019_GLM3,PMID_40509019,false,false,true,unspecified tea,purified component,catechins,,,catechins,,,Catechins are a group of polyphenolic compounds; plant-derived foods; plant-derived compounds,Catechins are a group of polyphenolic compounds that are naturally present in many fruits and plant-derived foods,0.90,"Title and abstract identify catechins as the component group but do not specify tea type, processing, or extraction methods.",llm_extracted,tea type unspecified
PMID_40525136_GLM1,PMID_40525136,false,false,false,unspecified tea,tea infusion,,,,,,,tea consumption; all-cause mortality,the highest tea consumption was associated with lower risks of all-cause mortality,0.90,"Meta-analysis of observational studies reports on tea consumption without specifying processing, extraction, or components.",llm_extracted,
PMID_40536509_GLM1,PMID_40536509,false,false,true,unspecified tea,tea infusion,caffeine,,,caffeine,,,Frequency of consumption of tea; intakes of specific nutrients including caffeine,"Frequency of consumption of coffee, tea... and intakes of specific nutrients including... caffeine... were associated with reduced fibrosis progression.",0.90,Study reports tea consumption and caffeine intake in human cohort; no processing or extraction methods described.,llm_extracted,
PMID_40536553_GLM1,PMID_40536553,false,false,false,green tea,unspecified material,,,,,,,green tea; natural products; herbal remedies,"Natural products such as rosemary, green tea, ginseng, Aloe vera, olive, and saw palmetto have shown promising efficacy",0.90,"Tea type and material form stated in existing record and confirmed in abstract; no processing, extraction, or specific compound details reported.",llm_extracted,
PMID_40552775_GLM1,PMID_40552775,false,false,true,green tea,purified component,catechins,,,epigallocatechin-3-gallate; EGCG,,,green tea polyphenol; epigallocatechin-3-gallate; EGCG,identifies the green tea polyphenol epigallocatechin-3-gallate (EGCG) as a dual-action therapeutic,0.95,Abstract explicitly identifies EGCG as a green tea polyphenol; no processing or extraction methods described.,llm_extracted,
PMID_40552775_GLM2,PMID_40552775,false,false,true,green tea,purified component,catechins,,,epigallocatechin-3-gallate; EGCG,,,green tea polyphenol epigallocatechin-3-gallate; EGCG,green tea polyphenol epigallocatechin-3-gallate (EGCG),0.95,Abstract explicitly identifies EGCG as a green tea polyphenol; no processing or extraction methods described.,llm_extracted,
PMID_40566930_GLM1,PMID_40566930,false,false,true,green tea,purified component,mixed polyphenols,,,,,,green tea polyphenol;polyphenol-based supraparticles,"cyto-adhesive polyphenol-based supraparticles, made from green tea polyphenol and food-grade milk protein",0.95,Abstract explicitly states material is made from green tea polyphenol; no processing or extraction methods described.,llm_extracted,
PMID_40566930_GLM2,PMID_40566930,false,false,true,green tea,purified component,mixed polyphenols,,,,,,green tea polyphenol; polyphenol-based supraparticles,made from green tea polyphenol and food-grade milk protein,0.95,Abstract specifies green tea polyphenol as material source; no processing or extraction methods reported.,llm_extracted,
PMID_40570454_GLM1,PMID_40570454,false,false,true,unspecified tea,purified component,mixed polyphenols,,,,,,Tea polyphenols (TPs); bioactive secondary metabolites from Camellia sinensis; TPs supplementation,"Tea polyphenols (TPs), bioactive secondary metabolites from Camellia sinensis",0.95,Abstract defines tea polyphenols as bioactive metabolites from Camellia sinensis but provides no processing or extraction details; component group inferred from polyphenol term.,llm_extracted,
PMID_40570454_GLM2,PMID_40570454,false,false,true,unspecified tea,purified component,mixed polyphenols,,,Tea polyphenols,,,Tea polyphenols; bioactive secondary metabolites from Camellia sinensis; graded TPs supplementation,"Tea polyphenols (TPs), bioactive secondary metabolites from Camellia sinensis",0.95,Abstract identifies tea polyphenols from Camellia sinensis but reports no processing or extraction methods.,llm_extracted,
PMID_40587877_GLM1,PMID_40587877,false,false,true,unspecified tea,unspecified material,mixed polyphenols,,,Kaempferol,,,"Kaempferol, a natural flavonoid found in fruits, vegetables, and plant-based products like tea","Kaempferol, a natural flavonoid found in fruits, vegetables, and plant-based products like tea",0.90,"Abstract identifies Kaempferol as a flavonoid found in tea, but provides no details on tea processing or extraction methods.",llm_extracted,
PMID_40635852_GLM1,PMID_40635852,false,false,true,green tea,purified component,mixed polyphenols,,,,,,green tea polyphenols,green tea polyphenols,0.90,Abstract mentions 'green tea polyphenols' as a natural product; no processing or extraction details provided.,llm_extracted,
PMID_40637029_GLM1,PMID_40637029,false,false,false,unspecified tea,unspecified material,,,,,,,tea; dietary factors,"three dietary factors (coffee, tea, fruit)",0.90,"Tea mentioned only as a dietary factor in MR analysis with no processing, extraction, or component details reported.",llm_extracted,
PMID_40637029_GLM2,PMID_40637029,false,false,false,unspecified tea,unspecified material,,,,,,,tea; dietary factors,"three dietary factors (coffee, tea, fruit)",0.95,Tea is mentioned only as a generic dietary factor in Mendelian randomization study with no processing or extraction details.,llm_extracted,
PMID_40645013_GLM1,PMID_40645013,false,false,true,green tea,purified component,catechins,,,epigallocatechin gallate; EGCG,,,EGCG - catechin is the primary bioactive polyphenol present in green tea,EGCG - catechin is the primary bioactive polyphenol present in green tea (Camellia sinensis),0.95,Abstract identifies EGCG as catechin from green tea; no processing or extraction methods described.,llm_extracted,
PMID_40684409_GLM1,PMID_40684409,false,false,true,green tea,purified component,catechins,,,epigallocatechin gallate; EGCG,,,Epigallocatechin gallate (EGCG); predominant polyphenol in green tea,"Epigallocatechin gallate (EGCG), a predominant polyphenol in green tea",0.95,Abstract identifies EGCG as a predominant polyphenol in green tea; no processing or extraction methods described.,llm_extracted,
PMID_40696344_GLM1,PMID_40696344,false,false,false,unspecified tea,tea infusion,,,,,,,tea; healthy beverage pattern,"coffee, tea, and low-fat milk received positive scores",0.90,"Tea mentioned only as beverage category in dietary score; no processing, extraction, or specific components reported",llm_extracted,
PMID_40696344_GLM2,PMID_40696344,false,false,false,unspecified tea,tea infusion,,,,,,,tea; healthy beverage pattern,"coffee, tea, and low-fat milk received positive scores",0.90,"Tea is mentioned as a beverage item in a dietary pattern score; no processing, extraction, or specific components are described.",llm_extracted,
PMID_40701649_GLM1,PMID_40701649,false,true,true,green tea,tea extract,mixed polyphenols,,,,,,green tea extract; polyphenol sources,"blend of fermentable fibers and polyphenol sources... cocoa, green tea and cranberry extracts",0.95,Abstract explicitly names green tea extract as a component in a polyphenol blend; no processing or specific extraction details provided.,llm_extracted,
PMID_40701649_GLM2,PMID_40701649,false,true,true,green tea,tea extract,mixed polyphenols,,extract,,,,green tea extract,"cocoa, green tea and cranberry extracts",0.95,Abstract explicitly mentions green tea extracts as part of a polyphenol blend; no processing details provided.,llm_extracted,
PMID_40732933_GLM1,PMID_40732933,false,false,true,,fermented beverage,mixed polyphenols,,,1-deoxynojirimycin; polyphenols,,,MW tea; Kanzaki mulberry leaf and water chestnut tea; rich in polyphenols and 1-deoxynojirimycin,"Kanzaki mulberry leaf and water chestnut tea (MW tea), a blend of mulberry (Morus alba) leaves and water chestnut (Trapa japonica) leaves and husks, is rich in polyphenols and 1-deoxynojirimycin (DNJ)",0.85,"Tea is a herbal blend of mulberry and water chestnut, not Camellia sinensis; component composition explicitly stated; no processing/extraction details provided.",llm_extracted,non-Camellia herbal tea
PMID_40732933_GLM3,PMID_40732933,false,false,true,unspecified tea,fermented beverage,mixed polyphenols,,,1-deoxynojirimycin; polyphenols,,,MW tea; mulberry leaf and water chestnut tea; rich in polyphenols and 1-deoxynojirimycin,"Kanzaki mulberry leaf and water chestnut tea (MW tea), a blend of mulberry (Morus alba) leaves and water chestnut (Trapa japonica) leaves and husks, is rich in polyphenols and 1-deoxynojirimycin (DNJ)",0.90,,llm_extracted,non-Camellia sinensis tea
PMID_40755497_GLM1,PMID_40755497,false,false,true,green tea,purified component,catechins,,,Epigallocatechin gallate,,,Epigallocatechin gallate (EGCG); bioactive compound abundantly existing in green tea,"Epigallocatechin gallate (EGCG), a bioactive compound abundantly existing in green tea",1.00,Abstract explicitly identifies EGCG as a bioactive compound in green tea; no processing or extraction methods described.,llm_extracted,
PMID_40762434_AUTO1,PMID_40762434,false,false,true,unspecified tea,purified component,mixed polyphenols,,,,,,Tea Polyphenols,Tea Polyphenols Reduced Obesity,0.70,"Title and abstract specify 'Tea Polyphenols' as the intervention, but no tea type, processing, extraction, or specific compounds are detailed in the provided text.",llm_extracted,unspecified tea type; no processing details
PMID_40762434_AUTO2,PMID_40762434,false,false,true,unspecified tea,purified component,mixed polyphenols,,,,,,Tea Polyphenols,Tea Polyphenols Reduced Obesity,0.90,"Title and abstract only mention 'Tea Polyphenols' without specifying tea type, processing, or extraction methods.",llm_extracted,tea type unspecified
PMID_40762434_AUTO3,PMID_40762434,false,false,true,unspecified tea,purified component,mixed polyphenols,,,,,,Tea Polyphenols,Tea Polyphenols Reduced Obesity,0.70,"Title mentions tea polyphenols but abstract lacks processing, extraction, cultivar, or origin details.",llm_extracted,component unspecified
PMID_40784131_GLM1,PMID_40784131,false,false,true,unspecified tea,purified component,mixed polyphenols,,,tea polyphenols,,,natural tea polyphenols; TP; phenolic hydroxyl on TP,incorporated foreign natural tea polyphenols (TP),0.90,Abstract mentions tea polyphenols as incorporated material but provides no processing or extraction details for the tea source.,llm_extracted,
PMID_40784131_GLM2,PMID_40784131,false,false,true,unspecified tea,purified component,mixed polyphenols,,,tea polyphenols,,,natural tea polyphenols; TP,incorporated foreign natural tea polyphenols (TP),0.90,Abstract mentions 'natural tea polyphenols (TP)' as incorporated material but provides no processing or extraction details.,llm_extracted,
PMID_40785250_GLM1,PMID_40785250,false,false,true,unspecified tea,purified component,catechins,,,EGCG,,,EGCG; polyphenols; tea,"specific polyphenols such as resveratrol, curcumin, quercetin, and EGCG",0.90,EGCG identified as tea-derived catechin; no processing or extraction details reported,llm_extracted,
PMID_40791226_GLM1,PMID_40791226,false,false,false,unspecified tea,tea infusion,,,,,,,tea consumption,tea consumption and salt intake on MetS,0.90,"Epidemiological survey on tea consumption habits; no processing, extraction, or specific component analysis reported.",llm_extracted,
PMID_40817213_AUTO1,PMID_40817213,false,false,false,,,,,,,,,,,1.00,"Abstract focuses on microalgal biorefineries; no tea material, processing, extraction, or component context present.",llm_extracted,
PMID_40822422_GLM1,PMID_40822422,false,false,true,green tea,purified component,catechins,,,epigallocatechin-3-gallate; EGCG,,,green tea; epigallocatechin-3-gallate; EGCG; catechin,"The most prevalent and bioactive catechin in green tea, epigallocatechin-3-gallate (EGCG)",0.95,Abstract identifies EGCG as catechin from green tea; no processing or extraction methods reported,llm_extracted,
PMID_40822528_GLM1,PMID_40822528,false,true,true,unspecified tea,purified component,theanine,,isolation,theanine,,,first isolated from tea; theanine,"Theanine, first isolated from tea (Camellia sinensis (L.) O. Kuntze)",0.95,"Abstract explicitly states theanine was first isolated from tea, confirming extraction context and component identity.",llm_extracted,
PMID_40822528_GLM2,PMID_40822528,false,true,true,unspecified tea,purified component,theanine,,isolation,theanine,,,"Theanine, first isolated from tea; phytochemical nutrient; pharmaceutical functions of theanine","Theanine, first isolated from tea (Camellia sinensis (L.) O. Kuntze)",0.95,"Abstract reports theanine as a purified component isolated from tea, with no specific tea processing described.",llm_extracted,
PMID_40822528_GLM3,PMID_40822528,false,true,true,unspecified tea,purified component,theanine,,isolated,theanine,,,first isolated from tea; phytochemical nutrient,"Theanine, first isolated from tea (Camellia sinensis (L.) O. Kuntze)",0.90,"Abstract reports theanine as a phytochemical nutrient first isolated from tea, specifying component and isolation context without detailing processing steps.",llm_extracted,
PMID_40823011_GLM1,PMID_40823011,false,false,false,unspecified tea,tea infusion,,,,,,,unsweetened tea;sugar-sweetened tea;artificially sweetened tea;tea consumption,"tea consumption by type (unsweetened, sugar-sweetened, artificially sweetened); individuals consuming 3.5-4.5 drinks per day of unsweetened tea",0.90,"Epidemiological cohort study on tea consumption patterns; no tea processing, extraction, or specific component analysis reported in title or abstract.",llm_extracted,component inferred from context only
PMID_40830941_GLM1,PMID_40830941,false,false,false,unspecified tea,tea infusion,,,,,,,unsweetened tea; sugar-sweetened tea; artificially sweetened tea,"consumption of unsweetened, sugar-sweetened, and artificially sweetened tea",0.90,"Epidemiological cohort study on tea consumption patterns; no tea processing, extraction, or specific component analysis reported.",llm_extracted,
PMID_40830941_GLM3,PMID_40830941,false,false,false,unspecified tea,tea infusion,,,,,,,unsweetened tea; tea consumption,unsweetened tea consumers also had lower risks for cancer and cardiovascular disease (CVD) mortality,0.90,"observational cohort study on tea consumption habits; no processing, extraction, or specific component details reported",llm_extracted,
PMID_40836822_GLM1,PMID_40836822,false,false,false,green tea,unspecified material,,,,,,,green tea,"Propolis, green tea and curcumin interfere with the nuclear factor kappa B signalling pathway",0.95,"Review article mentions green tea as a dietary factor without specifying processing, extraction, or specific compounds.",llm_extracted,
PMID_40836822_GLM3,PMID_40836822,false,false,false,green tea,unspecified material,,,,,,,green tea; anti-ulcer effect,"The anti-ulcer effect of green tea, Nigella sativa and microalgae was demonstrated in rat models.",0.90,"Tea type stated as green tea but no processing, extraction, or specific compound details provided in text.",llm_extracted,
PMID_40865615_GLM1,PMID_40865615,false,false,true,green tea,,catechins,,,epigallocatechin gallate; EGCG,,,rich in polyphenols; epigallocatechin gallate; EGCG,"Green Tea, rich in polyphenols such as epigallocatechin gallate (EGCG)",0.95,"Abstract mentions green tea and specific compound EGCG, but no processing or extraction methods are described.",llm_extracted,
PMID_40867561_GLM1,PMID_40867561,false,false,true,unspecified tea,purified component,mixed polyphenols,,,polyphenols,,,"Polyphenols are a diverse group of natural compounds found in fruits, vegetables, tea, and wine; they emerged as promising anti-aging agents","Polyphenols are a diverse group of natural compounds found in fruits, vegetables, tea, and wine",0.90,"Abstract mentions tea as a source of polyphenols but provides no specific processing, extraction, or detailed tea material context.",llm_extracted,
PMID_40869245_GLM1,PMID_40869245,false,false,true,black tea,,theaflavins,,,theaflavins; thearubigins; epigallocatechin gallate,,,Black tea; polyphenols; theaflavins; thearubigins; EGCG,"Its properties are primarily due to the presence of polyphenols...These compounds include, among others, theaflavins (TFs) and thearubigins (TRs)",0.90,Tea type and component compounds explicitly stated in title and abstract; no processing or extraction methods reported,llm_extracted,
PMID_40869245_GLM2,PMID_40869245,false,false,true,black tea,,theaflavins,,,theaflavins; thearubigins; epigallocatechin gallate,,,Black tea; polyphenols; theaflavins; thearubigins; EGCG,"Black tea... properties are primarily due to the presence of polyphenols... These compounds include, among others, theaflavins (TFs) and thearubigins (TRs).",0.95,"Title and abstract explicitly identify black tea and its polyphenol components (theaflavins, thearubigins); no processing or extraction methods are described.",llm_extracted,
PMID_40878851_GLM1,PMID_40878851,false,false,false,,,,,,,,,,,0.00,"Subject is Dendrobium officinale (orchid), not Camellia sinensis; tea mentioned only as historical usage context",llm_extracted,non-tea plant species
PMID_40878851_GLM3,PMID_40878851,false,false,false,,,,,,,,,brew tea,"It was often used by the ancients to nourish the body, brew baijiu and brew tea.",0.30,"Subject is Dendrobium officinale, not Camellia sinensis; tea brewing mentioned only as traditional usage context, not as tea-material processing.",llm_extracted,non-Camellia subject; traditional use only
