record_id,paper_id,activity_category,study_type,component_before,component_after,processing_before,processing_after,extraction_before,extraction_after,uncertainty_before,uncertainty_after,context_score_before,context_score_after,component_added,processing_added,extraction_added
PMID_40215650_GLM3,PMID_40215650,gut microbiota modulation,animal study,catechins,catechins,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_40228342_GLM1,PMID_40228342,gut microbiota modulation,animal study,catechins,catechins,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.550,false,false,false
PMID_40228342_GLM2,PMID_40228342,other,animal study,catechins,catechins,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_40228342_GLM3,PMID_40228342,anti-obesity,animal study,catechins,catechins,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.550,false,false,false
PMID_40241697_GLM1,PMID_40241697,antioxidant,animal study,tea polysaccharides,tea polysaccharides,storage/aging,storage/aging,,,moderate_uncertainty,moderate_uncertainty,0.550,0.550,false,false,false
PMID_40245621_GLM1,PMID_40245621,gut microbiota modulation,animal study,tea polysaccharides,tea polysaccharides,fermentation/oxidation,fermentation/oxidation,,,moderate_uncertainty,moderate_uncertainty,0.550,0.550,false,false,false
PMID_40245621_GLM2,PMID_40245621,gut microbiota modulation,animal study,tea polysaccharides,tea polysaccharides,fermentation/oxidation,fermentation/oxidation,,,moderate_uncertainty,moderate_uncertainty,0.550,0.550,false,false,false
PMID_40253129_GLM1,PMID_40253129,gut microbiota modulation,animal study,whole extract,whole extract,,,other extraction,other extraction,low_uncertainty,low_uncertainty,0.750,0.750,false,false,false
PMID_40253129_GLM2,PMID_40253129,gut microbiota modulation,animal study,whole extract,whole extract,,,other extraction,other extraction,low_uncertainty,low_uncertainty,0.750,0.750,false,false,false
PMID_40253129_GLM3,PMID_40253129,gut microbiota modulation,animal study,whole extract,whole extract,,,other extraction,other extraction,low_uncertainty,low_uncertainty,0.750,0.750,false,false,false
PMID_40263915_GLM1,PMID_40263915,anti-obesity,randomized controlled trial,multiple component groups,multiple component groups,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_40263915_GLM2,PMID_40263915,other,randomized controlled trial,multiple component groups,multiple component groups,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_40306054_GLM1,PMID_40306054,metabolic improvement,systematic review,mixed polyphenols,mixed polyphenols,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_40308148_GLM1,PMID_40308148,metabolic improvement,randomized controlled trial,whole extract,whole extract,,,other extraction,other extraction,low_uncertainty,low_uncertainty,0.750,0.750,false,false,false
PMID_40314930_GLM1,PMID_40314930,neuroprotection,meta-analysis,theanine,theanine,,,other extraction,other extraction,moderate_uncertainty,moderate_uncertainty,0.500,0.500,false,false,false
PMID_40324528_GLM3,PMID_40324528,other,cohort study,mixed polyphenols,mixed polyphenols,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_40326418_GLM1,PMID_40326418,anti-obesity,meta-analysis,whole extract,whole extract,,,other extraction,other extraction,moderate_uncertainty,moderate_uncertainty,0.750,0.750,false,false,false
PMID_40358678_GLM1,PMID_40358678,other,systematic review,catechins,catechins,,,,,moderate_uncertainty,moderate_uncertainty,0.550,0.550,false,false,false
PMID_40358678_GLM3,PMID_40358678,gut microbiota modulation,systematic review,catechins,catechins,,,,,high_uncertainty,high_uncertainty,0.550,0.550,false,false,false
PMID_40391588_GLM1,PMID_40391588,neuroprotection,animal study,whole extract,whole extract,,,other extraction,other extraction,low_uncertainty,low_uncertainty,0.750,0.750,false,false,false
PMID_40391588_GLM2,PMID_40391588,other,animal study,whole extract,whole extract,,,other extraction,other extraction,moderate_uncertainty,moderate_uncertainty,0.750,0.750,false,false,false
PMID_40421240_AUTO1,PMID_40421240,anti-obesity,cohort study,multiple component groups,multiple component groups,,,other extraction,other extraction,high_uncertainty,high_uncertainty,0.500,0.500,false,false,false
PMID_40427462_GLM1,PMID_40427462,antioxidant,animal study,catechins,mixed polyphenols,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_40427462_GLM3,PMID_40427462,other,animal study,catechins,catechins,,,,,high_uncertainty,high_uncertainty,0.300,0.300,false,false,false
PMID_40436588_GLM1,PMID_40436588,gut microbiota modulation,animal study,catechins,catechins,fermentation/oxidation,fermentation/oxidation,,,low_uncertainty,low_uncertainty,0.800,0.800,false,false,false
PMID_40436588_GLM2,PMID_40436588,anti-inflammatory,animal study,catechins,catechins,fermentation/oxidation,fermentation/oxidation,,,low_uncertainty,low_uncertainty,0.800,0.800,false,false,false
PMID_40436588_GLM3,PMID_40436588,other,animal study,catechins,catechins,fermentation/oxidation,fermentation/oxidation,,,moderate_uncertainty,moderate_uncertainty,0.800,0.800,false,false,false
PMID_40438590_GLM1,PMID_40438590,other,animal study,catechins,catechins,,,,,moderate_uncertainty,moderate_uncertainty,0.550,0.550,false,false,false
PMID_40440765_GLM1,PMID_40440765,other,animal study,mixed polyphenols,mixed polyphenols,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_40446924_GLM1,PMID_40446924,anti-inflammatory,cohort study,multiple component groups,multiple component groups,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_40451727_GLM1,PMID_40451727,gut microbiota modulation,systematic review,catechins,catechins,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_40451727_GLM2,PMID_40451727,other,systematic review,catechins,catechins,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_40456886_GLM1,PMID_40456886,cardiovascular protection,cohort study,mixed polyphenols,mixed polyphenols,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_40456886_GLM3,PMID_40456886,other,cohort study,mixed polyphenols,mixed polyphenols,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_40497293_GLM1,PMID_40497293,cardiovascular protection,meta-analysis,multiple component groups,multiple component groups,,,,,moderate_uncertainty,moderate_uncertainty,0.550,0.550,false,false,false
PMID_40507186_GLM2,PMID_40507186,other,cohort study,multiple component groups,multiple component groups,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_40509019_GLM1,PMID_40509019,gut microbiota modulation,systematic review,catechins,catechins,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_40509019_GLM2,PMID_40509019,gut microbiota modulation,systematic review,catechins,catechins,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_40509019_GLM3,PMID_40509019,gut microbiota modulation,systematic review,catechins,catechins,,,,,high_uncertainty,high_uncertainty,0.300,0.300,false,false,false
PMID_40525136_GLM1,PMID_40525136,cardiovascular protection,meta-analysis,multiple component groups,multiple component groups,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_40534238_GLM1,PMID_40534238,antioxidant,animal study,catechins,catechins,,,other extraction,other extraction,low_uncertainty,low_uncertainty,0.750,0.750,false,false,false
PMID_40536509_GLM1,PMID_40536509,metabolic improvement,cohort study,caffeine,caffeine,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_40536553_GLM1,PMID_40536553,anti-inflammatory,systematic review,multiple component groups,multiple component groups,,,,,moderate_uncertainty,moderate_uncertainty,0.550,0.550,false,false,false
PMID_40543124_GLM1,PMID_40543124,other,animal study,catechins,catechins,,,other extraction,other extraction,moderate_uncertainty,moderate_uncertainty,0.750,0.750,false,false,false
PMID_40552775_GLM1,PMID_40552775,gut microbiota modulation,animal study,catechins,catechins,,,,,low_uncertainty,low_uncertainty,0.550,0.550,false,false,false
PMID_40552775_GLM2,PMID_40552775,gut microbiota modulation,animal study,catechins,catechins,,,,,moderate_uncertainty,moderate_uncertainty,0.550,0.550,false,false,false
PMID_40555782_AUTO1,PMID_40555782,neuroprotection,cohort study,multiple component groups,multiple component groups,,,other extraction,other extraction,high_uncertainty,high_uncertainty,0.500,0.500,false,false,false
PMID_40566930_GLM1,PMID_40566930,gut microbiota modulation,animal study,mixed polyphenols,mixed polyphenols,,,,,moderate_uncertainty,moderate_uncertainty,0.550,0.550,false,false,false
PMID_40566930_GLM2,PMID_40566930,other,animal study,mixed polyphenols,mixed polyphenols,,,,,moderate_uncertainty,moderate_uncertainty,0.550,0.550,false,false,false
PMID_40570454_GLM1,PMID_40570454,antioxidant,cohort study,mixed polyphenols,mixed polyphenols,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_40570454_GLM2,PMID_40570454,other,cohort study,mixed polyphenols,mixed polyphenols,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_40587877_GLM1,PMID_40587877,neuroprotection,systematic review,mixed polyphenols,mixed polyphenols,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_40609356_GLM1,PMID_40609356,antioxidant,systematic review,whole extract,whole extract,,,other extraction,other extraction,moderate_uncertainty,moderate_uncertainty,0.500,0.500,false,false,false
PMID_40609356_GLM2,PMID_40609356,other,systematic review,whole extract,whole extract,,,other extraction,other extraction,moderate_uncertainty,moderate_uncertainty,0.500,0.500,false,false,false
PMID_40635852_GLM1,PMID_40635852,gut microbiota modulation,systematic review,mixed polyphenols,mixed polyphenols,,,,,moderate_uncertainty,moderate_uncertainty,0.550,0.550,false,false,false
PMID_40637029_GLM1,PMID_40637029,anti-obesity,meta-analysis,multiple component groups,multiple component groups,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_40637029_GLM2,PMID_40637029,other,meta-analysis,multiple component groups,multiple component groups,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_40637142_GLM1,PMID_40637142,antioxidant,randomized controlled trial,multiple component groups,multiple component groups,fermentation/oxidation,fermentation/oxidation,,,low_uncertainty,low_uncertainty,0.800,0.800,false,false,false
PMID_40645013_GLM1,PMID_40645013,other,systematic review,catechins,catechins,,,,,moderate_uncertainty,moderate_uncertainty,0.550,0.550,false,false,false
PMID_40664289_GLM1,PMID_40664289,gut microbiota modulation,animal study,theaflavins,theaflavins,fermentation/oxidation,fermentation/oxidation,,,low_uncertainty,low_uncertainty,0.800,0.800,false,false,false
PMID_40664289_GLM2,PMID_40664289,gut microbiota modulation,animal study,theaflavins,theaflavins,fermentation/oxidation,fermentation/oxidation,,,low_uncertainty,low_uncertainty,0.800,0.800,false,false,false
PMID_40664289_GLM3,PMID_40664289,gut microbiota modulation,animal study,theaflavins,theaflavins,fermentation/oxidation,fermentation/oxidation,,,low_uncertainty,low_uncertainty,0.800,0.800,false,false,false
PMID_40684409_GLM1,PMID_40684409,other,animal study,catechins,catechins,,,,,moderate_uncertainty,moderate_uncertainty,0.550,0.550,false,false,false
PMID_40696344_GLM1,PMID_40696344,cardiovascular protection,cohort study,multiple component groups,multiple component groups,,,,,high_uncertainty,high_uncertainty,0.300,0.300,false,false,false
PMID_40696344_GLM2,PMID_40696344,other,cohort study,multiple component groups,multiple component groups,,,,,high_uncertainty,high_uncertainty,0.300,0.300,false,false,false
PMID_40701649_GLM1,PMID_40701649,gut microbiota modulation,randomized controlled trial,mixed polyphenols,mixed polyphenols,,,,,moderate_uncertainty,moderate_uncertainty,0.550,0.550,false,false,false
PMID_40701649_GLM2,PMID_40701649,gut microbiota modulation,randomized controlled trial,mixed polyphenols,mixed polyphenols,,,,extract,moderate_uncertainty,moderate_uncertainty,0.550,0.750,false,false,true
PMID_40709622_GLM1,PMID_40709622,gut microbiota modulation,animal study,catechins,catechins,fermentation/oxidation,fermentation/oxidation,aqueous extraction; other extraction,aqueous extraction; other extraction,low_uncertainty,low_uncertainty,1.000,1.000,false,false,false
PMID_40709622_GLM2,PMID_40709622,antioxidant,animal study,catechins,catechins,fermentation/oxidation,fermentation/oxidation,aqueous extraction; other extraction,aqueous extraction; other extraction,low_uncertainty,low_uncertainty,1.000,1.000,false,false,false
PMID_40732933_GLM1,PMID_40732933,metabolic improvement,randomized controlled trial,mixed polyphenols,mixed polyphenols,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_40732933_GLM3,PMID_40732933,other,randomized controlled trial,mixed polyphenols,mixed polyphenols,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_40732996_GLM1,PMID_40732996,gut microbiota modulation,randomized controlled trial,multiple component groups,multiple component groups,fermentation/oxidation; storage/aging,fermentation/oxidation; storage/aging,,,moderate_uncertainty,moderate_uncertainty,0.800,0.800,false,false,false
PMID_40732996_GLM2,PMID_40732996,metabolic improvement,randomized controlled trial,multiple component groups,multiple component groups,fermentation/oxidation; storage/aging,fermentation/oxidation; storage/aging,,,moderate_uncertainty,moderate_uncertainty,0.800,0.800,false,false,false
PMID_40748185_GLM1,PMID_40748185,gut microbiota modulation,systematic review,mixed polyphenols,mixed polyphenols,fermentation/oxidation; enzymatic treatment,fermentation/oxidation; enzymatic treatment,,,low_uncertainty,low_uncertainty,0.800,0.800,false,false,false
PMID_40748185_GLM2,PMID_40748185,other,systematic review,mixed polyphenols,mixed polyphenols,fermentation/oxidation; enzymatic treatment,fermentation/oxidation; enzymatic treatment,,,moderate_uncertainty,moderate_uncertainty,0.800,0.800,false,false,false
PMID_40755497_GLM1,PMID_40755497,other,systematic review,catechins,catechins,,,,,moderate_uncertainty,moderate_uncertainty,0.550,0.550,false,false,false
PMID_40762434_AUTO1,PMID_40762434,gut microbiota modulation,animal study,mixed polyphenols,mixed polyphenols,,,,,high_uncertainty,high_uncertainty,0.300,0.300,false,false,false
PMID_40762434_AUTO2,PMID_40762434,anti-obesity,animal study,mixed polyphenols,mixed polyphenols,,,,,high_uncertainty,high_uncertainty,0.300,0.300,false,false,false
PMID_40762434_AUTO3,PMID_40762434,anti-inflammatory,animal study,mixed polyphenols,mixed polyphenols,,,,,high_uncertainty,high_uncertainty,0.300,0.300,false,false,false
PMID_40768551_GLM1,PMID_40768551,neuroprotection,systematic review,whole extract,whole extract,fermentation/oxidation,fermentation/oxidation,other extraction,other extraction,low_uncertainty,low_uncertainty,1.000,1.000,false,false,false
PMID_40774472_GLM1,PMID_40774472,other,animal study,catechins,catechins,,,other extraction,other extraction,moderate_uncertainty,moderate_uncertainty,0.750,0.750,false,false,false
PMID_40784131_GLM1,PMID_40784131,antioxidant,animal study,mixed polyphenols,mixed polyphenols,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_40784131_GLM2,PMID_40784131,other,animal study,mixed polyphenols,mixed polyphenols,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_40785250_GLM1,PMID_40785250,neuroprotection,systematic review,catechins,catechins,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_40791226_GLM1,PMID_40791226,metabolic improvement,animal study,multiple component groups,multiple component groups,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_40812038_GLM1,PMID_40812038,gut microbiota modulation,animal study,mixed polyphenols,mixed polyphenols,fermentation/oxidation,fermentation/oxidation,,,moderate_uncertainty,moderate_uncertainty,0.550,0.550,false,false,false
PMID_40812038_GLM2,PMID_40812038,anti-inflammatory,animal study,mixed polyphenols,mixed polyphenols,fermentation/oxidation,fermentation/oxidation,,,moderate_uncertainty,moderate_uncertainty,0.550,0.550,false,false,false
PMID_40817213_AUTO1,PMID_40817213,other,systematic review,multiple component groups,multiple component groups,,,,,high_uncertainty,high_uncertainty,0.300,0.300,false,false,false
PMID_40822422_GLM1,PMID_40822422,neuroprotection,systematic review,catechins,catechins,,,,,moderate_uncertainty,moderate_uncertainty,0.550,0.550,false,false,false
PMID_40822528_GLM1,PMID_40822528,neuroprotection,systematic review,theanine,theanine,,,,isolation,moderate_uncertainty,moderate_uncertainty,0.300,0.500,false,false,true
PMID_40822528_GLM2,PMID_40822528,metabolic improvement,systematic review,theanine,theanine,,,,isolation,moderate_uncertainty,moderate_uncertainty,0.300,0.500,false,false,true
PMID_40822528_GLM3,PMID_40822528,other,systematic review,theanine,theanine,,,,isolated,moderate_uncertainty,moderate_uncertainty,0.300,0.500,false,false,true
PMID_40823011_GLM1,PMID_40823011,cardiovascular protection,cohort study,caffeine,caffeine,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_40830941_GLM1,PMID_40830941,cardiovascular protection,cohort study,multiple component groups,multiple component groups,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_40830941_GLM3,PMID_40830941,other,cohort study,multiple component groups,multiple component groups,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_40834920_GLM1,PMID_40834920,other,systematic review,mixed polyphenols,mixed polyphenols,storage/aging,storage/aging,,,moderate_uncertainty,moderate_uncertainty,0.550,0.550,false,false,false
PMID_40836822_GLM1,PMID_40836822,anti-inflammatory,systematic review,multiple component groups,multiple component groups,,,,,moderate_uncertainty,moderate_uncertainty,0.550,0.550,false,false,false
PMID_40836822_GLM3,PMID_40836822,other,systematic review,multiple component groups,multiple component groups,,,,,moderate_uncertainty,moderate_uncertainty,0.550,0.550,false,false,false
PMID_40865615_GLM1,PMID_40865615,neuroprotection,systematic review,catechins,catechins,,,,,moderate_uncertainty,moderate_uncertainty,0.550,0.550,false,false,false
PMID_40867561_GLM1,PMID_40867561,metabolic improvement,systematic review,mixed polyphenols,mixed polyphenols,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_40869245_GLM1,PMID_40869245,antioxidant,systematic review,theaflavins,theaflavins,,,,,moderate_uncertainty,moderate_uncertainty,0.550,0.550,false,false,false
PMID_40869245_GLM2,PMID_40869245,anti-inflammatory,systematic review,theaflavins,theaflavins,,,,,moderate_uncertainty,moderate_uncertainty,0.550,0.550,false,false,false
PMID_40870767_GLM1,PMID_40870767,gut microbiota modulation,animal study,whole extract,whole extract,storage/aging,storage/aging,other extraction,other extraction,low_uncertainty,low_uncertainty,1.000,1.000,false,false,false
PMID_40870767_GLM2,PMID_40870767,gut microbiota modulation,animal study,whole extract,whole extract,storage/aging,storage/aging,other extraction,other extraction,low_uncertainty,low_uncertainty,1.000,1.000,false,false,false
PMID_40870767_GLM3,PMID_40870767,anti-inflammatory,animal study,whole extract,whole extract,storage/aging,storage/aging,other extraction,other extraction,low_uncertainty,low_uncertainty,1.000,1.000,false,false,false
PMID_40871693_GLM1,PMID_40871693,gut microbiota modulation,animal study,whole extract,whole extract,,,other extraction,other extraction,moderate_uncertainty,moderate_uncertainty,0.500,0.500,false,false,false
PMID_40871693_GLM2,PMID_40871693,other,animal study,whole extract,whole extract,,,other extraction,other extraction,moderate_uncertainty,moderate_uncertainty,0.500,0.500,false,false,false
PMID_40875308_GLM1,PMID_40875308,anti-inflammatory,animal study,catechins,catechins,fermentation/oxidation,fermentation/oxidation,,,low_uncertainty,low_uncertainty,0.800,0.800,false,false,false
PMID_40875308_GLM2,PMID_40875308,gut microbiota modulation,animal study,catechins,catechins,fermentation/oxidation,fermentation/oxidation,,,moderate_uncertainty,moderate_uncertainty,0.800,0.800,false,false,false
PMID_40878851_GLM1,PMID_40878851,metabolic improvement,systematic review,multiple component groups,multiple component groups,,,,,high_uncertainty,high_uncertainty,0.300,0.300,false,false,false
PMID_40878851_GLM3,PMID_40878851,other,systematic review,multiple component groups,multiple component groups,,,,,high_uncertainty,high_uncertainty,0.300,0.300,false,false,false
PMID_40887285_GLM1,PMID_40887285,anti-obesity,randomized controlled trial,mixed polyphenols,mixed polyphenols,,,other extraction,other extraction,moderate_uncertainty,moderate_uncertainty,0.500,0.500,false,false,false
PMID_40902558_GLM1,PMID_40902558,other,systematic review,multiple component groups,multiple component groups,fermentation/oxidation,fermentation/oxidation,,,moderate_uncertainty,moderate_uncertainty,0.800,0.800,false,false,false
PMID_40906738_GLM1,PMID_40906738,gut microbiota modulation,animal study,catechins,catechins,fermentation/oxidation,fermentation/oxidation,,,moderate_uncertainty,moderate_uncertainty,0.800,0.800,false,false,false
PMID_40906738_GLM2,PMID_40906738,gut microbiota modulation,animal study,catechins,catechins,fermentation/oxidation,fermentation/oxidation,,,moderate_uncertainty,moderate_uncertainty,0.800,0.800,false,false,false
PMID_40909391_GLM1,PMID_40909391,anti-obesity,animal study,catechins,catechins,,,,cold brewing; hot brewing,moderate_uncertainty,low_uncertainty,0.550,0.750,false,false,true
PMID_40909391_GLM2,PMID_40909391,gut microbiota modulation,animal study,catechins,catechins,,,,cold brewing; hot brewing,moderate_uncertainty,moderate_uncertainty,0.550,0.750,false,false,true
PMID_40910807_GLM1,PMID_40910807,antioxidant,systematic review,mixed polyphenols,mixed polyphenols,,,,chromatography; mass spectrometry; nuclear magnetic resonance,high_uncertainty,moderate_uncertainty,0.300,0.500,false,false,true
PMID_40910807_GLM2,PMID_40910807,other,systematic review,mixed polyphenols,mixed polyphenols,,,,chromatography; mass spectrometry; nuclear magnetic resonance,high_uncertainty,moderate_uncertainty,0.300,0.500,false,false,true
PMID_40917836_GLM1,PMID_40917836,anti-inflammatory,systematic review,whole extract,whole extract,,,other extraction,other extraction,moderate_uncertainty,moderate_uncertainty,0.500,0.500,false,false,false
PMID_40917836_GLM2,PMID_40917836,other,systematic review,whole extract,whole extract,,,other extraction,other extraction,moderate_uncertainty,moderate_uncertainty,0.500,0.500,false,false,false
PMID_40923241_GLM1,PMID_40923241,gut microbiota modulation,animal study,whole extract,whole extract,,,other extraction,other extraction,low_uncertainty,low_uncertainty,0.750,0.750,false,false,false
PMID_40923241_GLM2,PMID_40923241,gut microbiota modulation,animal study,whole extract,whole extract,,,other extraction,other extraction,low_uncertainty,low_uncertainty,0.750,0.750,false,false,false
PMID_40930359_GLM1,PMID_40930359,gut microbiota modulation,systematic review,tea polysaccharides,tea polysaccharides,,,other extraction,other extraction,moderate_uncertainty,moderate_uncertainty,0.500,0.500,false,false,false
PMID_40930783_GLM1,PMID_40930783,antioxidant,cohort study,multiple component groups,multiple component groups,,,,,moderate_uncertainty,moderate_uncertainty,0.550,0.550,false,false,false
PMID_40932098_GLM1,PMID_40932098,anti-inflammatory,cohort study,multiple component groups,multiple component groups,,,,,moderate_uncertainty,moderate_uncertainty,0.550,0.550,false,false,false
PMID_40935265_GLM1,PMID_40935265,other,systematic review,catechins,catechins,,,,,moderate_uncertainty,moderate_uncertainty,0.550,0.550,false,false,false
PMID_40935265_GLM3,PMID_40935265,cardiovascular protection,systematic review,catechins,catechins,,,,,moderate_uncertainty,moderate_uncertainty,0.550,0.550,false,false,false
PMID_40939879_GLM1,PMID_40939879,cardiovascular protection,cohort study,multiple component groups,multiple component groups,,,,,moderate_uncertainty,moderate_uncertainty,0.550,0.550,false,false,false
PMID_40944237_GLM1,PMID_40944237,metabolic improvement,randomized controlled trial,mixed polyphenols,mixed polyphenols,,,aqueous extraction; other extraction,aqueous extraction; other extraction,moderate_uncertainty,moderate_uncertainty,0.500,0.500,false,false,false
PMID_40944258_GLM1,PMID_40944258,other,cohort study,multiple component groups,multiple component groups,,,,,moderate_uncertainty,moderate_uncertainty,0.550,0.550,false,false,false
PMID_40969419_GLM1,PMID_40969419,antioxidant,systematic review,catechins,catechins,,,other extraction,other extraction,moderate_uncertainty,moderate_uncertainty,0.750,0.750,false,false,false
PMID_40969419_GLM2,PMID_40969419,anti-inflammatory,systematic review,catechins,catechins,,,other extraction,other extraction,moderate_uncertainty,moderate_uncertainty,0.750,0.750,false,false,false
PMID_40969419_GLM3,PMID_40969419,other,systematic review,catechins,catechins,,,other extraction,other extraction,moderate_uncertainty,moderate_uncertainty,0.750,0.750,false,false,false
PMID_40972869_GLM1,PMID_40972869,cardiovascular protection,meta-analysis,multiple component groups,multiple component groups,,,,,moderate_uncertainty,moderate_uncertainty,0.300,0.300,false,false,false
PMID_40976893_GLM1,PMID_40976893,antioxidant,systematic review,whole extract,whole extract,storage/aging,storage/aging,other extraction,other extraction,low_uncertainty,low_uncertainty,1.000,1.000,false,false,false
PMID_40978769_AUTO1,PMID_40978769,cardiovascular protection,cohort study,multiple component groups,multiple component groups,,,,,high_uncertainty,high_uncertainty,0.300,0.300,false,false,false
PMID_41008240_AUTO1,PMID_41008240,other,systematic review,caffeine,multiple component groups,,,,,high_uncertainty,high_uncertainty,0.300,0.300,false,false,false
PMID_41009815_GLM1,PMID_41009815,antioxidant,systematic review,catechins,catechins,,minimal processing,,,moderate_uncertainty,low_uncertainty,0.550,0.800,false,true,false
PMID_41009815_GLM2,PMID_41009815,other,systematic review,catechins,catechins,,minimal processing,,,moderate_uncertainty,moderate_uncertainty,0.550,0.800,false,true,false
PMID_41010475_GLM1,PMID_41010475,metabolic improvement,randomized controlled trial,whole extract,whole extract,,,other extraction,other extraction,low_uncertainty,low_uncertainty,0.750,0.750,false,false,false
PMID_41010475_GLM3,PMID_41010475,other,randomized controlled trial,whole extract,whole extract,,,other extraction,other extraction,moderate_uncertainty,moderate_uncertainty,0.750,0.750,false,false,false
PMID_41010543_GLM1,PMID_41010543,other,systematic review,whole extract,whole extract,,,other extraction,other extraction,moderate_uncertainty,moderate_uncertainty,0.500,0.500,false,false,false
PMID_41011225_GLM1,PMID_41011225,cardiovascular protection,systematic review,whole extract,whole extract,,,other extraction,other extraction,moderate_uncertainty,moderate_uncertainty,0.500,0.500,false,false,false
PMID_41019326_GLM1,PMID_41019326,anti-obesity,systematic review,catechins,catechins,,,,,moderate_uncertainty,moderate_uncertainty,0.550,0.550,false,false,false
PMID_41019326_GLM2,PMID_41019326,gut microbiota modulation,systematic review,catechins,catechins,,,,,moderate_uncertainty,moderate_uncertainty,0.550,0.550,false,false,false
PMID_41045993_GLM1,PMID_41045993,metabolic improvement,animal study,mixed polyphenols,mixed polyphenols,fermentation/oxidation,fermentation/oxidation,,,moderate_uncertainty,moderate_uncertainty,0.550,0.550,false,false,false
PMID_41046082_GLM1,PMID_41046082,anti-obesity,systematic review,volatile compounds; mixed polyphenols,volatile compounds; mixed polyphenols,drying,drying,,,moderate_uncertainty,moderate_uncertainty,0.550,0.550,false,false,false
PMID_41052623_GLM1,PMID_41052623,antioxidant,randomized controlled trial,multiple component groups,multiple component groups,,,aqueous extraction,aqueous extraction,moderate_uncertainty,moderate_uncertainty,0.500,0.500,false,false,false
PMID_41055146_AUTO1,PMID_41055146,gut microbiota modulation,animal study,catechins,catechins,,,aqueous extraction; other extraction,aqueous extraction; other extraction,moderate_uncertainty,moderate_uncertainty,0.750,0.750,false,false,false
PMID_41061287_GLM1,PMID_41061287,anti-obesity,animal study,theaflavins,theaflavins,storage/aging,storage/aging,,,low_uncertainty,low_uncertainty,0.800,0.800,false,false,false
PMID_41061287_GLM2,PMID_41061287,anti-inflammatory,animal study,theaflavins,theaflavins,storage/aging,storage/aging,,,low_uncertainty,low_uncertainty,0.800,0.800,false,false,false
PMID_41061287_GLM3,PMID_41061287,gut microbiota modulation,animal study,theaflavins,theaflavins,storage/aging,storage/aging,,,low_uncertainty,low_uncertainty,0.800,0.800,false,false,false
PMID_41063115_GLM1,PMID_41063115,cardiovascular protection,cohort study,multiple component groups,multiple component groups,,,,,moderate_uncertainty,moderate_uncertainty,0.550,0.550,false,false,false
PMID_41067627_GLM1,PMID_41067627,other,systematic review,theanine,theanine,,processing transformations,,,moderate_uncertainty,moderate_uncertainty,0.300,0.550,false,true,false
PMID_41073208_GLM1,PMID_41073208,metabolic improvement,meta-analysis,multiple component groups,multiple component groups,,,,,moderate_uncertainty,moderate_uncertainty,0.550,0.550,false,false,false
