confidence_score,edge_type,effect_direction,evidence_level,paper_id,record_id,source_id,study_type,target_id,uncertainty_class,uncertainty_flags
0.636,HAS_UNCERTAINTY_FLAG,positive,evidence_synthesis_nonquantitative,PMID_41599929,PMID_41599929_GLM2,record:PMID_41599929_GLM2,systematic review,uncertainty:taxonomy_expansion_needed,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed
0.860,HAS_RECORD,positive,preclinical_in_vivo,PMID_41599419,PMID_41599419_GLM1,paper:PMID_41599419,animal study,record:PMID_41599419_GLM1,low_uncertainty,preclinical_only
0.860,HAS_TEA_TYPE,positive,preclinical_in_vivo,PMID_41599419,PMID_41599419_GLM1,record:PMID_41599419_GLM1,animal study,tea_type:fermented_tea,low_uncertainty,preclinical_only
0.860,HAS_MATERIAL_FORM,positive,preclinical_in_vivo,PMID_41599419,PMID_41599419_GLM1,record:PMID_41599419_GLM1,animal study,material_form:fermented_beverage,low_uncertainty,preclinical_only
0.860,HAS_COMPONENT_GROUP,positive,preclinical_in_vivo,PMID_41599419,PMID_41599419_GLM1,record:PMID_41599419_GLM1,animal study,component_group:mixed_polyphenols,low_uncertainty,preclinical_only
0.860,HAS_PROCESSING_STEP,positive,preclinical_in_vivo,PMID_41599419,PMID_41599419_GLM1,record:PMID_41599419_GLM1,animal study,processing_step:fermentation_oxidation,low_uncertainty,preclinical_only
0.860,SUPPORTS_ACTIVITY,positive,preclinical_in_vivo,PMID_41599419,PMID_41599419_GLM1,record:PMID_41599419_GLM1,animal study,activity:antioxidant,low_uncertainty,preclinical_only
0.860,HAS_STUDY_TYPE,positive,preclinical_in_vivo,PMID_41599419,PMID_41599419_GLM1,record:PMID_41599419_GLM1,animal study,study_type:animal_study,low_uncertainty,preclinical_only
0.860,HAS_EVIDENCE_LEVEL,positive,preclinical_in_vivo,PMID_41599419,PMID_41599419_GLM1,record:PMID_41599419_GLM1,animal study,evidence_level:preclinical_in_vivo,low_uncertainty,preclinical_only
0.860,HAS_EFFECT_DIRECTION,positive,preclinical_in_vivo,PMID_41599419,PMID_41599419_GLM1,record:PMID_41599419_GLM1,animal study,effect_direction:positive,low_uncertainty,preclinical_only
0.860,ACTS_VIA,positive,preclinical_in_vivo,PMID_41599419,PMID_41599419_GLM1,record:PMID_41599419_GLM1,animal study,mechanism:phenolic_compound_accumulation,low_uncertainty,preclinical_only
0.860,HAS_UNCERTAINTY_FLAG,positive,preclinical_in_vivo,PMID_41599419,PMID_41599419_GLM1,record:PMID_41599419_GLM1,animal study,uncertainty:preclinical_only,low_uncertainty,preclinical_only
0.833,HAS_RECORD,positive,preclinical_in_vivo,PMID_41599419,PMID_41599419_GLM2,paper:PMID_41599419,animal study,record:PMID_41599419_GLM2,low_uncertainty,preclinical_only
0.833,HAS_TEA_TYPE,positive,preclinical_in_vivo,PMID_41599419,PMID_41599419_GLM2,record:PMID_41599419_GLM2,animal study,tea_type:fermented_tea,low_uncertainty,preclinical_only
0.833,HAS_MATERIAL_FORM,positive,preclinical_in_vivo,PMID_41599419,PMID_41599419_GLM2,record:PMID_41599419_GLM2,animal study,material_form:fermented_beverage,low_uncertainty,preclinical_only
0.833,HAS_COMPONENT_GROUP,positive,preclinical_in_vivo,PMID_41599419,PMID_41599419_GLM2,record:PMID_41599419_GLM2,animal study,component_group:mixed_polyphenols,low_uncertainty,preclinical_only
0.833,HAS_PROCESSING_STEP,positive,preclinical_in_vivo,PMID_41599419,PMID_41599419_GLM2,record:PMID_41599419_GLM2,animal study,processing_step:fermentation_oxidation,low_uncertainty,preclinical_only
0.833,SUPPORTS_ACTIVITY,positive,preclinical_in_vivo,PMID_41599419,PMID_41599419_GLM2,record:PMID_41599419_GLM2,animal study,activity:metabolic_improvement,low_uncertainty,preclinical_only
0.833,HAS_STUDY_TYPE,positive,preclinical_in_vivo,PMID_41599419,PMID_41599419_GLM2,record:PMID_41599419_GLM2,animal study,study_type:animal_study,low_uncertainty,preclinical_only
0.833,HAS_EVIDENCE_LEVEL,positive,preclinical_in_vivo,PMID_41599419,PMID_41599419_GLM2,record:PMID_41599419_GLM2,animal study,evidence_level:preclinical_in_vivo,low_uncertainty,preclinical_only
0.833,HAS_EFFECT_DIRECTION,positive,preclinical_in_vivo,PMID_41599419,PMID_41599419_GLM2,record:PMID_41599419_GLM2,animal study,effect_direction:positive,low_uncertainty,preclinical_only
0.833,ACTS_VIA,positive,preclinical_in_vivo,PMID_41599419,PMID_41599419_GLM2,record:PMID_41599419_GLM2,animal study,mechanism:phenolic_profile_remodeling,low_uncertainty,preclinical_only
0.833,HAS_UNCERTAINTY_FLAG,positive,preclinical_in_vivo,PMID_41599419,PMID_41599419_GLM2,record:PMID_41599419_GLM2,animal study,uncertainty:preclinical_only,low_uncertainty,preclinical_only
0.833,HAS_RECORD,positive,preclinical_in_vivo,PMID_41599419,PMID_41599419_GLM3,paper:PMID_41599419,animal study,record:PMID_41599419_GLM3,low_uncertainty,preclinical_only
0.833,HAS_TEA_TYPE,positive,preclinical_in_vivo,PMID_41599419,PMID_41599419_GLM3,record:PMID_41599419_GLM3,animal study,tea_type:fermented_tea,low_uncertainty,preclinical_only
0.833,HAS_MATERIAL_FORM,positive,preclinical_in_vivo,PMID_41599419,PMID_41599419_GLM3,record:PMID_41599419_GLM3,animal study,material_form:fermented_beverage,low_uncertainty,preclinical_only
0.833,HAS_COMPONENT_GROUP,positive,preclinical_in_vivo,PMID_41599419,PMID_41599419_GLM3,record:PMID_41599419_GLM3,animal study,component_group:mixed_polyphenols,low_uncertainty,preclinical_only
0.833,HAS_PROCESSING_STEP,positive,preclinical_in_vivo,PMID_41599419,PMID_41599419_GLM3,record:PMID_41599419_GLM3,animal study,processing_step:fermentation_oxidation,low_uncertainty,preclinical_only
0.833,SUPPORTS_ACTIVITY,positive,preclinical_in_vivo,PMID_41599419,PMID_41599419_GLM3,record:PMID_41599419_GLM3,animal study,activity:neuroprotection,low_uncertainty,preclinical_only
0.833,HAS_STUDY_TYPE,positive,preclinical_in_vivo,PMID_41599419,PMID_41599419_GLM3,record:PMID_41599419_GLM3,animal study,study_type:animal_study,low_uncertainty,preclinical_only
0.833,HAS_EVIDENCE_LEVEL,positive,preclinical_in_vivo,PMID_41599419,PMID_41599419_GLM3,record:PMID_41599419_GLM3,animal study,evidence_level:preclinical_in_vivo,low_uncertainty,preclinical_only
0.833,HAS_EFFECT_DIRECTION,positive,preclinical_in_vivo,PMID_41599419,PMID_41599419_GLM3,record:PMID_41599419_GLM3,animal study,effect_direction:positive,low_uncertainty,preclinical_only
0.833,ACTS_VIA,positive,preclinical_in_vivo,PMID_41599419,PMID_41599419_GLM3,record:PMID_41599419_GLM3,animal study,mechanism:phenolic_enrichment,low_uncertainty,preclinical_only
0.833,HAS_UNCERTAINTY_FLAG,positive,preclinical_in_vivo,PMID_41599419,PMID_41599419_GLM3,record:PMID_41599419_GLM3,animal study,uncertainty:preclinical_only,low_uncertainty,preclinical_only
0.763,HAS_RECORD,positive,preclinical_in_vivo,PMID_41596333,PMID_41596333_GLM1,paper:PMID_41596333,animal study,record:PMID_41596333_GLM1,moderate_uncertainty,preclinical_only
0.763,HAS_TEA_TYPE,positive,preclinical_in_vivo,PMID_41596333,PMID_41596333_GLM1,record:PMID_41596333_GLM1,animal study,tea_type:unspecified_tea,moderate_uncertainty,preclinical_only
0.763,HAS_MATERIAL_FORM,positive,preclinical_in_vivo,PMID_41596333,PMID_41596333_GLM1,record:PMID_41596333_GLM1,animal study,material_form:tea_extract,moderate_uncertainty,preclinical_only
0.763,HAS_COMPONENT_GROUP,positive,preclinical_in_vivo,PMID_41596333,PMID_41596333_GLM1,record:PMID_41596333_GLM1,animal study,component_group:whole_extract,moderate_uncertainty,preclinical_only
0.763,HAS_EXTRACTION_METHOD,positive,preclinical_in_vivo,PMID_41596333,PMID_41596333_GLM1,record:PMID_41596333_GLM1,animal study,extraction_method:other_extraction,moderate_uncertainty,preclinical_only
0.763,SUPPORTS_ACTIVITY,positive,preclinical_in_vivo,PMID_41596333,PMID_41596333_GLM1,record:PMID_41596333_GLM1,animal study,activity:gut_microbiota_modulation,moderate_uncertainty,preclinical_only
0.763,HAS_STUDY_TYPE,positive,preclinical_in_vivo,PMID_41596333,PMID_41596333_GLM1,record:PMID_41596333_GLM1,animal study,study_type:animal_study,moderate_uncertainty,preclinical_only
0.763,HAS_EVIDENCE_LEVEL,positive,preclinical_in_vivo,PMID_41596333,PMID_41596333_GLM1,record:PMID_41596333_GLM1,animal study,evidence_level:preclinical_in_vivo,moderate_uncertainty,preclinical_only
0.763,HAS_EFFECT_DIRECTION,positive,preclinical_in_vivo,PMID_41596333,PMID_41596333_GLM1,record:PMID_41596333_GLM1,animal study,effect_direction:positive,moderate_uncertainty,preclinical_only
0.763,ACTS_VIA,positive,preclinical_in_vivo,PMID_41596333,PMID_41596333_GLM1,record:PMID_41596333_GLM1,animal study,mechanism:prevented_bacterial_richness_reduction,moderate_uncertainty,preclinical_only
0.763,ACTS_VIA,positive,preclinical_in_vivo,PMID_41596333,PMID_41596333_GLM1,record:PMID_41596333_GLM1,animal study,mechanism:prevented_increase_in_flintibacter_butyricus,moderate_uncertainty,preclinical_only
0.763,MODULATES_MICROBIOTA,positive,preclinical_in_vivo,PMID_41596333,PMID_41596333_GLM1,record:PMID_41596333_GLM1,animal study,microbiota:flintibacter_butyricus,moderate_uncertainty,preclinical_only
0.763,MODULATES_MICROBIOTA,positive,preclinical_in_vivo,PMID_41596333,PMID_41596333_GLM1,record:PMID_41596333_GLM1,animal study,microbiota:bifidobacterium,moderate_uncertainty,preclinical_only
0.763,ASSOCIATED_HOST_PHENOTYPE,positive,preclinical_in_vivo,PMID_41596333,PMID_41596333_GLM1,record:PMID_41596333_GLM1,animal study,phenotype:metabolic_syndrome_phenotype,moderate_uncertainty,preclinical_only
0.763,HAS_UNCERTAINTY_FLAG,positive,preclinical_in_vivo,PMID_41596333,PMID_41596333_GLM1,record:PMID_41596333_GLM1,animal study,uncertainty:preclinical_only,moderate_uncertainty,preclinical_only
0.769,HAS_RECORD,positive,preclinical_in_vivo,PMID_41596333,PMID_41596333_GLM2,paper:PMID_41596333,animal study,record:PMID_41596333_GLM2,moderate_uncertainty,preclinical_only
0.769,HAS_TEA_TYPE,positive,preclinical_in_vivo,PMID_41596333,PMID_41596333_GLM2,record:PMID_41596333_GLM2,animal study,tea_type:unspecified_tea,moderate_uncertainty,preclinical_only
0.769,HAS_MATERIAL_FORM,positive,preclinical_in_vivo,PMID_41596333,PMID_41596333_GLM2,record:PMID_41596333_GLM2,animal study,material_form:tea_extract,moderate_uncertainty,preclinical_only
0.769,HAS_COMPONENT_GROUP,positive,preclinical_in_vivo,PMID_41596333,PMID_41596333_GLM2,record:PMID_41596333_GLM2,animal study,component_group:whole_extract,moderate_uncertainty,preclinical_only
0.769,HAS_EXTRACTION_METHOD,positive,preclinical_in_vivo,PMID_41596333,PMID_41596333_GLM2,record:PMID_41596333_GLM2,animal study,extraction_method:other_extraction,moderate_uncertainty,preclinical_only
0.769,SUPPORTS_ACTIVITY,positive,preclinical_in_vivo,PMID_41596333,PMID_41596333_GLM2,record:PMID_41596333_GLM2,animal study,activity:metabolic_improvement,moderate_uncertainty,preclinical_only
0.769,HAS_STUDY_TYPE,positive,preclinical_in_vivo,PMID_41596333,PMID_41596333_GLM2,record:PMID_41596333_GLM2,animal study,study_type:animal_study,moderate_uncertainty,preclinical_only
0.769,HAS_EVIDENCE_LEVEL,positive,preclinical_in_vivo,PMID_41596333,PMID_41596333_GLM2,record:PMID_41596333_GLM2,animal study,evidence_level:preclinical_in_vivo,moderate_uncertainty,preclinical_only
0.769,HAS_EFFECT_DIRECTION,positive,preclinical_in_vivo,PMID_41596333,PMID_41596333_GLM2,record:PMID_41596333_GLM2,animal study,effect_direction:positive,moderate_uncertainty,preclinical_only
0.769,ACTS_VIA,positive,preclinical_in_vivo,PMID_41596333,PMID_41596333_GLM2,record:PMID_41596333_GLM2,animal study,mechanism:restored_pi3k_akt_signaling,moderate_uncertainty,preclinical_only
0.769,ACTS_VIA,positive,preclinical_in_vivo,PMID_41596333,PMID_41596333_GLM2,record:PMID_41596333_GLM2,animal study,mechanism:reduced_hepatic_steatosis,moderate_uncertainty,preclinical_only
0.769,ACTS_VIA,positive,preclinical_in_vivo,PMID_41596333,PMID_41596333_GLM2,record:PMID_41596333_GLM2,animal study,mechanism:normalized_inflammatory_and_oxidative_stress_markers,moderate_uncertainty,preclinical_only
0.769,ASSOCIATED_HOST_PHENOTYPE,positive,preclinical_in_vivo,PMID_41596333,PMID_41596333_GLM2,record:PMID_41596333_GLM2,animal study,phenotype:body_weight,moderate_uncertainty,preclinical_only
0.769,ASSOCIATED_HOST_PHENOTYPE,positive,preclinical_in_vivo,PMID_41596333,PMID_41596333_GLM2,record:PMID_41596333_GLM2,animal study,phenotype:insulin_sensitivity,moderate_uncertainty,preclinical_only
0.769,ASSOCIATED_HOST_PHENOTYPE,positive,preclinical_in_vivo,PMID_41596333,PMID_41596333_GLM2,record:PMID_41596333_GLM2,animal study,phenotype:lipid_profiles,moderate_uncertainty,preclinical_only
0.769,ASSOCIATED_HOST_PHENOTYPE,positive,preclinical_in_vivo,PMID_41596333,PMID_41596333_GLM2,record:PMID_41596333_GLM2,animal study,phenotype:vascular_function,moderate_uncertainty,preclinical_only
0.769,HAS_UNCERTAINTY_FLAG,positive,preclinical_in_vivo,PMID_41596333,PMID_41596333_GLM2,record:PMID_41596333_GLM2,animal study,uncertainty:preclinical_only,moderate_uncertainty,preclinical_only
0.625,HAS_RECORD,negative,evidence_synthesis_nonquantitative,PMID_41587797,PMID_41587797_GLM1,paper:PMID_41587797,systematic review,record:PMID_41587797_GLM1,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; review_summary_record
0.625,HAS_TEA_TYPE,negative,evidence_synthesis_nonquantitative,PMID_41587797,PMID_41587797_GLM1,record:PMID_41587797_GLM1,systematic review,tea_type:unspecified_tea,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; review_summary_record
0.625,HAS_MATERIAL_FORM,negative,evidence_synthesis_nonquantitative,PMID_41587797,PMID_41587797_GLM1,record:PMID_41587797_GLM1,systematic review,material_form:purified_component,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; review_summary_record
0.625,HAS_COMPONENT_GROUP,negative,evidence_synthesis_nonquantitative,PMID_41587797,PMID_41587797_GLM1,record:PMID_41587797_GLM1,systematic review,component_group:catechins,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; review_summary_record
0.625,SUPPORTS_ACTIVITY,negative,evidence_synthesis_nonquantitative,PMID_41587797,PMID_41587797_GLM1,record:PMID_41587797_GLM1,systematic review,activity:antioxidant,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; review_summary_record
0.625,HAS_STUDY_TYPE,negative,evidence_synthesis_nonquantitative,PMID_41587797,PMID_41587797_GLM1,record:PMID_41587797_GLM1,systematic review,study_type:systematic_review,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; review_summary_record
0.625,HAS_EVIDENCE_LEVEL,negative,evidence_synthesis_nonquantitative,PMID_41587797,PMID_41587797_GLM1,record:PMID_41587797_GLM1,systematic review,evidence_level:evidence_synthesis_nonquantitative,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; review_summary_record
0.625,HAS_EFFECT_DIRECTION,negative,evidence_synthesis_nonquantitative,PMID_41587797,PMID_41587797_GLM1,record:PMID_41587797_GLM1,systematic review,effect_direction:negative,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; review_summary_record
0.625,ACTS_VIA,negative,evidence_synthesis_nonquantitative,PMID_41587797,PMID_41587797_GLM1,record:PMID_41587797_GLM1,systematic review,mechanism:antioxidant_mechanism,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; review_summary_record
0.625,ASSOCIATED_HOST_PHENOTYPE,negative,evidence_synthesis_nonquantitative,PMID_41587797,PMID_41587797_GLM1,record:PMID_41587797_GLM1,systematic review,phenotype:oxidative_stress_phenotype,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; review_summary_record
0.625,HAS_UNCERTAINTY_FLAG,negative,evidence_synthesis_nonquantitative,PMID_41587797,PMID_41587797_GLM1,record:PMID_41587797_GLM1,systematic review,uncertainty:generic_mechanism,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; review_summary_record
0.625,HAS_UNCERTAINTY_FLAG,negative,evidence_synthesis_nonquantitative,PMID_41587797,PMID_41587797_GLM1,record:PMID_41587797_GLM1,systematic review,uncertainty:missing_processing_or_extraction_context,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; review_summary_record
0.625,HAS_UNCERTAINTY_FLAG,negative,evidence_synthesis_nonquantitative,PMID_41587797,PMID_41587797_GLM1,record:PMID_41587797_GLM1,systematic review,uncertainty:review_summary_record,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; review_summary_record
0.643,HAS_RECORD,positive,evidence_synthesis_nonquantitative,PMID_41587797,PMID_41587797_GLM2,paper:PMID_41587797,systematic review,record:PMID_41587797_GLM2,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record
0.643,HAS_TEA_TYPE,positive,evidence_synthesis_nonquantitative,PMID_41587797,PMID_41587797_GLM2,record:PMID_41587797_GLM2,systematic review,tea_type:unspecified_tea,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record
0.643,HAS_MATERIAL_FORM,positive,evidence_synthesis_nonquantitative,PMID_41587797,PMID_41587797_GLM2,record:PMID_41587797_GLM2,systematic review,material_form:purified_component,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record
0.643,HAS_COMPONENT_GROUP,positive,evidence_synthesis_nonquantitative,PMID_41587797,PMID_41587797_GLM2,record:PMID_41587797_GLM2,systematic review,component_group:catechins,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record
0.643,SUPPORTS_ACTIVITY,positive,evidence_synthesis_nonquantitative,PMID_41587797,PMID_41587797_GLM2,record:PMID_41587797_GLM2,systematic review,activity:neuroprotection,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record
0.643,HAS_STUDY_TYPE,positive,evidence_synthesis_nonquantitative,PMID_41587797,PMID_41587797_GLM2,record:PMID_41587797_GLM2,systematic review,study_type:systematic_review,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record
0.643,HAS_EVIDENCE_LEVEL,positive,evidence_synthesis_nonquantitative,PMID_41587797,PMID_41587797_GLM2,record:PMID_41587797_GLM2,systematic review,evidence_level:evidence_synthesis_nonquantitative,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record
0.643,HAS_EFFECT_DIRECTION,positive,evidence_synthesis_nonquantitative,PMID_41587797,PMID_41587797_GLM2,record:PMID_41587797_GLM2,systematic review,effect_direction:positive,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record
0.643,ACTS_VIA,positive,evidence_synthesis_nonquantitative,PMID_41587797,PMID_41587797_GLM2,record:PMID_41587797_GLM2,systematic review,mechanism:neuroprotection_related_mechanism,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record
0.643,ASSOCIATED_HOST_PHENOTYPE,positive,evidence_synthesis_nonquantitative,PMID_41587797,PMID_41587797_GLM2,record:PMID_41587797_GLM2,systematic review,phenotype:cognition_phenotype,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record
0.643,HAS_UNCERTAINTY_FLAG,positive,evidence_synthesis_nonquantitative,PMID_41587797,PMID_41587797_GLM2,record:PMID_41587797_GLM2,systematic review,uncertainty:missing_processing_or_extraction_context,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record
0.643,HAS_UNCERTAINTY_FLAG,positive,evidence_synthesis_nonquantitative,PMID_41587797,PMID_41587797_GLM2,record:PMID_41587797_GLM2,systematic review,uncertainty:review_summary_record,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record
0.848,HAS_RECORD,positive,preclinical_in_vivo,PMID_41581373,PMID_41581373_GLM1,paper:PMID_41581373,animal study,record:PMID_41581373_GLM1,moderate_uncertainty,preclinical_only; taxonomy_expansion_needed
0.848,HAS_TEA_TYPE,positive,preclinical_in_vivo,PMID_41581373,PMID_41581373_GLM1,record:PMID_41581373_GLM1,animal study,tea_type:green_tea,moderate_uncertainty,preclinical_only; taxonomy_expansion_needed
0.848,HAS_MATERIAL_FORM,positive,preclinical_in_vivo,PMID_41581373,PMID_41581373_GLM1,record:PMID_41581373_GLM1,animal study,material_form:tea_extract,moderate_uncertainty,preclinical_only; taxonomy_expansion_needed
0.848,HAS_COMPONENT_GROUP,positive,preclinical_in_vivo,PMID_41581373,PMID_41581373_GLM1,record:PMID_41581373_GLM1,animal study,component_group:catechins,moderate_uncertainty,preclinical_only; taxonomy_expansion_needed
0.848,HAS_EXTRACTION_METHOD,positive,preclinical_in_vivo,PMID_41581373,PMID_41581373_GLM1,record:PMID_41581373_GLM1,animal study,extraction_method:other_extraction,moderate_uncertainty,preclinical_only; taxonomy_expansion_needed
0.848,SUPPORTS_ACTIVITY,positive,preclinical_in_vivo,PMID_41581373,PMID_41581373_GLM1,record:PMID_41581373_GLM1,animal study,activity:other,moderate_uncertainty,preclinical_only; taxonomy_expansion_needed
0.848,HAS_STUDY_TYPE,positive,preclinical_in_vivo,PMID_41581373,PMID_41581373_GLM1,record:PMID_41581373_GLM1,animal study,study_type:animal_study,moderate_uncertainty,preclinical_only; taxonomy_expansion_needed
0.848,HAS_EVIDENCE_LEVEL,positive,preclinical_in_vivo,PMID_41581373,PMID_41581373_GLM1,record:PMID_41581373_GLM1,animal study,evidence_level:preclinical_in_vivo,moderate_uncertainty,preclinical_only; taxonomy_expansion_needed
0.848,HAS_EFFECT_DIRECTION,positive,preclinical_in_vivo,PMID_41581373,PMID_41581373_GLM1,record:PMID_41581373_GLM1,animal study,effect_direction:positive,moderate_uncertainty,preclinical_only; taxonomy_expansion_needed
0.848,ACTS_VIA,positive,preclinical_in_vivo,PMID_41581373,PMID_41581373_GLM1,record:PMID_41581373_GLM1,animal study,mechanism:pro_oxidant_stress,moderate_uncertainty,preclinical_only; taxonomy_expansion_needed
0.848,ACTS_VIA,positive,preclinical_in_vivo,PMID_41581373,PMID_41581373_GLM1,record:PMID_41581373_GLM1,animal study,mechanism:disruption_of_redox_homeostasis,moderate_uncertainty,preclinical_only; taxonomy_expansion_needed
0.848,ASSOCIATED_HOST_PHENOTYPE,positive,preclinical_in_vivo,PMID_41581373,PMID_41581373_GLM1,record:PMID_41581373_GLM1,animal study,phenotype:cancer_cells,moderate_uncertainty,preclinical_only; taxonomy_expansion_needed
0.848,HAS_UNCERTAINTY_FLAG,positive,preclinical_in_vivo,PMID_41581373,PMID_41581373_GLM1,record:PMID_41581373_GLM1,animal study,uncertainty:preclinical_only,moderate_uncertainty,preclinical_only; taxonomy_expansion_needed
0.848,HAS_UNCERTAINTY_FLAG,positive,preclinical_in_vivo,PMID_41581373,PMID_41581373_GLM1,record:PMID_41581373_GLM1,animal study,uncertainty:taxonomy_expansion_needed,moderate_uncertainty,preclinical_only; taxonomy_expansion_needed
0.710,HAS_RECORD,negative,preclinical_in_vivo,PMID_41581373,PMID_41581373_GLM2,paper:PMID_41581373,animal study,record:PMID_41581373_GLM2,moderate_uncertainty,low_llm_confidence; preclinical_only
0.710,HAS_TEA_TYPE,negative,preclinical_in_vivo,PMID_41581373,PMID_41581373_GLM2,record:PMID_41581373_GLM2,animal study,tea_type:green_tea,moderate_uncertainty,low_llm_confidence; preclinical_only
0.710,HAS_MATERIAL_FORM,negative,preclinical_in_vivo,PMID_41581373,PMID_41581373_GLM2,record:PMID_41581373_GLM2,animal study,material_form:tea_extract,moderate_uncertainty,low_llm_confidence; preclinical_only
0.710,HAS_COMPONENT_GROUP,negative,preclinical_in_vivo,PMID_41581373,PMID_41581373_GLM2,record:PMID_41581373_GLM2,animal study,component_group:catechins,moderate_uncertainty,low_llm_confidence; preclinical_only
0.710,HAS_EXTRACTION_METHOD,negative,preclinical_in_vivo,PMID_41581373,PMID_41581373_GLM2,record:PMID_41581373_GLM2,animal study,extraction_method:other_extraction,moderate_uncertainty,low_llm_confidence; preclinical_only
0.710,SUPPORTS_ACTIVITY,negative,preclinical_in_vivo,PMID_41581373,PMID_41581373_GLM2,record:PMID_41581373_GLM2,animal study,activity:anti_obesity,moderate_uncertainty,low_llm_confidence; preclinical_only
0.710,HAS_STUDY_TYPE,negative,preclinical_in_vivo,PMID_41581373,PMID_41581373_GLM2,record:PMID_41581373_GLM2,animal study,study_type:animal_study,moderate_uncertainty,low_llm_confidence; preclinical_only
0.710,HAS_EVIDENCE_LEVEL,negative,preclinical_in_vivo,PMID_41581373,PMID_41581373_GLM2,record:PMID_41581373_GLM2,animal study,evidence_level:preclinical_in_vivo,moderate_uncertainty,low_llm_confidence; preclinical_only
0.710,HAS_EFFECT_DIRECTION,negative,preclinical_in_vivo,PMID_41581373,PMID_41581373_GLM2,record:PMID_41581373_GLM2,animal study,effect_direction:negative,moderate_uncertainty,low_llm_confidence; preclinical_only
0.710,ACTS_VIA,negative,preclinical_in_vivo,PMID_41581373,PMID_41581373_GLM2,record:PMID_41581373_GLM2,animal study,mechanism:mitigation_of_oxidative_damage,moderate_uncertainty,low_llm_confidence; preclinical_only
0.710,ASSOCIATED_HOST_PHENOTYPE,negative,preclinical_in_vivo,PMID_41581373,PMID_41581373_GLM2,record:PMID_41581373_GLM2,animal study,phenotype:obesity_associated_cancers,moderate_uncertainty,low_llm_confidence; preclinical_only
0.710,HAS_UNCERTAINTY_FLAG,negative,preclinical_in_vivo,PMID_41581373,PMID_41581373_GLM2,record:PMID_41581373_GLM2,animal study,uncertainty:low_llm_confidence,moderate_uncertainty,low_llm_confidence; preclinical_only
0.710,HAS_UNCERTAINTY_FLAG,negative,preclinical_in_vivo,PMID_41581373,PMID_41581373_GLM2,record:PMID_41581373_GLM2,animal study,uncertainty:preclinical_only,moderate_uncertainty,low_llm_confidence; preclinical_only
0.671,HAS_RECORD,negative,preclinical_in_vivo,PMID_41577286,PMID_41577286_GLM1,paper:PMID_41577286,animal study,record:PMID_41577286_GLM1,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only
0.671,HAS_TEA_TYPE,negative,preclinical_in_vivo,PMID_41577286,PMID_41577286_GLM1,record:PMID_41577286_GLM1,animal study,tea_type:unspecified_tea,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only
0.671,HAS_MATERIAL_FORM,negative,preclinical_in_vivo,PMID_41577286,PMID_41577286_GLM1,record:PMID_41577286_GLM1,animal study,material_form:purified_component,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only
0.671,HAS_COMPONENT_GROUP,negative,preclinical_in_vivo,PMID_41577286,PMID_41577286_GLM1,record:PMID_41577286_GLM1,animal study,component_group:mixed_polyphenols,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only
0.671,SUPPORTS_ACTIVITY,negative,preclinical_in_vivo,PMID_41577286,PMID_41577286_GLM1,record:PMID_41577286_GLM1,animal study,activity:antioxidant,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only
0.671,HAS_STUDY_TYPE,negative,preclinical_in_vivo,PMID_41577286,PMID_41577286_GLM1,record:PMID_41577286_GLM1,animal study,study_type:animal_study,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only
0.671,HAS_EVIDENCE_LEVEL,negative,preclinical_in_vivo,PMID_41577286,PMID_41577286_GLM1,record:PMID_41577286_GLM1,animal study,evidence_level:preclinical_in_vivo,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only
