record_id,paper_id,tea_type,component_group,activity_category,mechanism_label,microbiota_taxon,microbial_metabolite,host_phenotype,evidence_level,uncertainty_class
PMID_40147275_GLM2,PMID_40147275,green tea,catechins,other,,"Faecalibaculum, Erysipelotrichaceae, Bifidobacterium",,,preclinical_in_vivo,moderate_uncertainty
PMID_40002949_GLM1,PMID_40002949,green tea,catechins,gut microbiota modulation,microbiota-associated mechanism,"Verrucomicrobiota, Candidatus Soleaferrea, Christensenellaceae R-7 group, Prevotella",acetic acid,,preclinical_in_vivo,moderate_uncertainty
PMID_39997764_GLM2,PMID_39997764,green tea,multiple component groups,gut microbiota modulation,,,,gut eubiosis,human_observational,moderate_uncertainty
PMID_39997764_GLM3,PMID_39997764,green tea,multiple component groups,gut microbiota modulation,microbiota-mediated effects,Dorea spp.,,plasma LDL cholesterol,human_observational,moderate_uncertainty
PMID_39967149_GLM1,PMID_39967149,unspecified tea,theaflavins,gut microbiota modulation,microbiota-associated mechanism,gut microbiota,,,evidence_synthesis_nonquantitative,moderate_uncertainty
PMID_39967149_GLM2,PMID_39967149,unspecified tea,theaflavins,gut microbiota modulation,microbiota-associated mechanism,,,metabolic diseases,evidence_synthesis_nonquantitative,moderate_uncertainty
PMID_39967149_GLM3,PMID_39967149,unspecified tea,theaflavins,gut microbiota modulation,,,,inflammation,evidence_synthesis_nonquantitative,moderate_uncertainty
PMID_39948758_GLM1,PMID_39948758,dark/post-fermented tea,mixed polyphenols,gut microbiota modulation,enterotype regulation,Lactobacillaceae; Muribaculaceae; Lachnospiraceae; Atopobiaceae; Ruminococcaceae; Erysipelotrichaceae,,,preclinical_in_vivo,low_uncertainty
PMID_39942757_GLM1,PMID_39942757,green tea,catechins,gut microbiota modulation,metabolism by gut microbiota,,bioactive compounds,systemic effects,evidence_synthesis_nonquantitative,moderate_uncertainty
PMID_39920567_GLM1,PMID_39920567,unspecified tea,mixed polyphenols,gut microbiota modulation,interaction with microbiota and epithelial cells,,,,evidence_synthesis_nonquantitative,moderate_uncertainty
PMID_39900709_GLM1,PMID_39900709,fermented tea,whole extract,gut microbiota modulation,microbiota-associated mechanism,gut microbiota,,impaired intestinal absorption; small intestinal mucosa dysfunction,preclinical_in_vivo,moderate_uncertainty
PMID_39807528_GLM1,PMID_39807528,unspecified tea,catechins,gut microbiota modulation,barrier-related mechanism,,microbiota-mediated metabolites,gut barrier structure,evidence_synthesis_nonquantitative,moderate_uncertainty
PMID_39807528_GLM2,PMID_39807528,unspecified tea,catechins,gut microbiota modulation,barrier-related mechanism,,,gut barrier structure,evidence_synthesis_nonquantitative,moderate_uncertainty
PMID_39807528_GLM3,PMID_39807528,unspecified tea,catechins,gut microbiota modulation,barrier-related mechanism,,,gut barrier structure,evidence_synthesis_nonquantitative,moderate_uncertainty
PMID_39632169_GLM1,PMID_39632169,unspecified tea,mixed polyphenols,gut microbiota modulation,modulation of microbial community,Akkermansia; Clostridia_UCG-014,,experimental colitis amelioration,preclinical_in_vivo,moderate_uncertainty
PMID_39571432_GLM2,PMID_39571432,black tea,theaflavins,gut microbiota modulation,microbiota-associated mechanism,"Alloprevotella, Bacteroides, Parabacteroides",,constipation attenuation,preclinical_in_vivo,moderate_uncertainty
PMID_39522375_GLM1,PMID_39522375,dark tea,whole extract,gut microbiota modulation,"boosted beneficial bacteria, suppressed harmful bacteria","Bacteroides, Akkermansia, Psychrobacter, Dubosiella, Faecalibaculum",,,preclinical_in_vivo,low_uncertainty
PMID_39256061_GLM1,PMID_39256061,unspecified tea,multiple component groups,gut microbiota modulation,increased serum butyrate,,butyrate,functional dyspepsia,human_interventional,moderate_uncertainty
PMID_39256061_GLM2,PMID_39256061,unspecified tea,multiple component groups,gut microbiota modulation,,,,anxiety,human_interventional,high_uncertainty
PMID_39256061_GLM3,PMID_39256061,unspecified tea,multiple component groups,gut microbiota modulation,,,butyrate,functional dyspepsia,human_interventional,moderate_uncertainty
PMID_39096025_GLM2,PMID_39096025,black tea,theaflavins,other,enzymatic and microbial degradation,,gallic acid,,evidence_synthesis_nonquantitative,moderate_uncertainty
PMID_39092514_GLM1,PMID_39092514,unspecified tea,mixed polyphenols,gut microbiota modulation,interaction with cellular pathways and gut microbiota,,,chronic disease prevention,evidence_synthesis_nonquantitative,high_uncertainty
PMID_40635852_GLM1,PMID_40635852,green tea,mixed polyphenols,gut microbiota modulation,restore balance to the gut microbiota and enhance intestinal barrier function,,,slows the progression of MASLD,evidence_synthesis_nonquantitative,moderate_uncertainty
PMID_39643357_GLM1,PMID_39643357,black tea,theaflavins,gut microbiota modulation,microbiota-associated mechanism,"Turicibacter, Faecalibaculum, Akkermansia, Desulfovibrio",secondary bile acids,,preclinical_in_vivo,moderate_uncertainty
PMID_39606571_GLM2,PMID_39606571,unspecified tea,multiple component groups,gut microbiota modulation,regulation of gut microbiota,,,,evidence_synthesis_nonquantitative,high_uncertainty
PMID_39574401_GLM1,PMID_39574401,unspecified tea,mixed polyphenols,anti-obesity,microbiota-associated mechanism; SCFA-associated mechanism; barrier-related mechanism,Blautia; Faecalibaculum; Colidextribacter,SCFAs,weight gain; liver and adipose tissue accumulation; lipid accumulation genes,preclinical_in_vivo,moderate_uncertainty
PMID_39574401_GLM2,PMID_39574401,unspecified tea,mixed polyphenols,gut microbiota modulation,microbiota-associated mechanism,Blautia; Faecalibaculum; Colidextribacter,SCFAs,intestinal barrier integrity,preclinical_in_vivo,moderate_uncertainty
PMID_39339787_GLM1,PMID_39339787,green tea,multiple component groups,gut microbiota modulation,microbiota modulation,Bacillota; Bacteroidota,,oral microbiota,human_interventional,low_uncertainty
PMID_39153160_GLM1,PMID_39153160,unspecified tea,whole extract,gut microbiota modulation,modulation of gut microflora,Bacteroidetes; Firmicutes,,glucose and lipid metabolism,preclinical_in_vivo,moderate_uncertainty
PMID_39153160_GLM3,PMID_39153160,unspecified tea,whole extract,gut microbiota modulation,improvement of core microorganisms involved in energy metabolism,Ruminococcaceae_UCG-005; Butyricimonas; Roseburia; Oscillibacter; [Eubacterium]_nodatum_group; Muribaculaceae; Prevotellaceae UCG 001,,glucose and lipid metabolism,preclinical_in_vivo,moderate_uncertainty
PMID_39047823_GLM1,PMID_39047823,unspecified tea,whole extract,gut microbiota modulation,modulation of gut microbiota-mediated bile acid metabolism,,bile acids,intestinal barrier integrity; uric acid excretion,preclinical_in_vivo,moderate_uncertainty
PMID_39047823_GLM2,PMID_39047823,unspecified tea,whole extract,gut microbiota modulation,imbalance in bile acid metabolism derived from gut microbiota,,bile acids,intestinal barrier damage; dysfunction of intestinal UA excretion,preclinical_in_vivo,moderate_uncertainty
PMID_39033639_GLM1,PMID_39033639,green tea,catechins,other,multi-target pathways; gut microbiome modulation,,short-chain fatty acids,stress resistance; ROS accumulation; fat content,significant,moderate_uncertainty
PMID_38848972_GLM1,PMID_38848972,dark tea,catechins,gut microbiota modulation,modulation of GP and BA metabolism,"Lactobacillus, Dubosiella",,"improved glucose and lipid metabolism, reduced hepatic damage",preclinical_in_vivo,low_uncertainty
PMID_38820660_GLM1,PMID_38820660,unspecified tea,catechins,gut microbiota modulation,antibacterial; attenuation of microbial translocation and colonization,oral microorganisms,,Inflammatory bowel disease (IBD),evidence_synthesis_nonquantitative,moderate_uncertainty
PMID_38622917_GLM1,PMID_38622917,unspecified tea,mixed polyphenols,gut microbiota modulation,gut microbiota-immune-synaptic plasticity axis,gut microbiota,,attenuated neuroinflammation; improved synaptic plasticity,preclinical_in_vivo,moderate_uncertainty
PMID_38622917_GLM2,PMID_38622917,unspecified tea,mixed polyphenols,gut microbiota modulation,inhibition of hippocampal TLR4/NF-κB signaling,,,"up-regulated SYN, PSD 95, NMDAR1, GluR1 expression",preclinical_in_vivo,moderate_uncertainty
PMID_38622917_GLM3,PMID_38622917,unspecified tea,mixed polyphenols,gut microbiota modulation,microbiota transplantation transfer of effect,fecal microbiota from TP-treated rats,,similar changes to TP treatment,preclinical_in_vivo,moderate_uncertainty
PMID_38501370_GLM1,PMID_38501370,unspecified tea,multiple component groups,gut microbiota modulation,microbiota-associated mechanism,Streptococcus,,growth and body composition,human_observational,moderate_uncertainty
PMID_38501370_GLM2,PMID_38501370,unspecified tea,multiple component groups,gut microbiota modulation,metabolite-associated mechanism,,3'-sialyllactose,growth and body composition,human_observational,moderate_uncertainty
PMID_38501370_GLM3,PMID_38501370,unspecified tea,multiple component groups,gut microbiota modulation,metabolite-associated mechanism,,6'-sialyllactose,growth and body composition,human_observational,moderate_uncertainty
PMID_37584203_GLM1,PMID_37584203,dark tea,mixed polyphenols,gut microbiota modulation,,,,multiple health-promoting benefits,evidence_synthesis_nonquantitative,moderate_uncertainty
PMID_37584203_GLM3,PMID_37584203,dark tea,mixed polyphenols,gut microbiota modulation,,,,"modulating lipid metabolism, reducing body weight gain, attenuating diabetes, mitigating NAFLD, scavenging ROS, and preventing tumors",evidence_synthesis_nonquantitative,moderate_uncertainty
PMID_41439563_GLM2,PMID_41439563,unspecified tea,multiple component groups,other,,Propionibacterium acnes,,,evidence_synthesis_nonquantitative,high_uncertainty
PMID_41371855_GLM1,PMID_41371855,white tea,tea polysaccharides,gut microbiota modulation,modulation of gut microbiota and metabolites; inhibition of IL-17-JNK-AP-1 pathway,gut microbiota,metabolites,"reduced disease activity index, preserved barrier integrity",preclinical_in_vivo,low_uncertainty
PMID_41623636_GLM2,PMID_41623636,dark/post-fermented tea; unspecified tea,whole extract,gut microbiota modulation,microbiota-associated mechanism,Firmicutes; Bacteroidetes; probiotics,,gut microbiota profile,preclinical_in_vivo,moderate_uncertainty
PMID_40020787_GLM1,PMID_40020787,unspecified tea,multiple component groups,gut microbiota modulation,gut homeostasis regulation,Lactobacillus; Bifidobacterium; A. muciniphila,short-chain fatty acids,metabolic health improvement,evidence_synthesis_nonquantitative,moderate_uncertainty
PMID_38852447_GLM1,PMID_38852447,green tea,mixed polyphenols,gut microbiota modulation,bacteriophage-bacteria interaction,Enterobacter,,,preclinical_in_vivo,low_uncertainty
PMID_38852447_GLM2,PMID_38852447,green tea,mixed polyphenols,gut microbiota modulation,,Bifidobacterium,"SCFA, hippuric acid",,preclinical_in_vivo,moderate_uncertainty
PMID_38852447_GLM3,PMID_38852447,green tea,mixed polyphenols,gut microbiota modulation,association with gut bacteriophage community changes,,,"reduced body weight, serum triglycerides, leptin, insulin resistance, interleukin-6, TNF-α; increased adiponectin",preclinical_in_vivo,moderate_uncertainty
PMID_41558631_AUTO1,PMID_41558631,unspecified tea,multiple component groups,gut microbiota modulation,needs manual extraction,taxa as reported,,microbiota-related host phenotype,preclinical_in_vivo,high_uncertainty
PMID_41271838_AUTO1,PMID_41271838,unspecified tea,multiple component groups,gut microbiota modulation,microbiota-associated mechanism,taxa as reported,,microbiota-related host phenotype,evidence_synthesis_nonquantitative,high_uncertainty
PMID_41055146_AUTO1,PMID_41055146,green tea,catechins,gut microbiota modulation,microbiota-associated mechanism,taxa as reported,,microbiota-related host phenotype,preclinical_in_vivo,moderate_uncertainty
PMID_40762434_AUTO1,PMID_40762434,unspecified tea,mixed polyphenols,gut microbiota modulation,microbiota-associated mechanism; SCFA-associated mechanism; barrier-related mechanism; inflammation-related mechanism,taxa as reported,SCFAs,microbiota-related host phenotype,preclinical_in_vivo,high_uncertainty
PMID_40762434_AUTO2,PMID_40762434,unspecified tea,mixed polyphenols,anti-obesity,microbiota-associated mechanism; SCFA-associated mechanism; barrier-related mechanism; inflammation-related mechanism,taxa as reported,SCFAs,obesity-related phenotype,preclinical_in_vivo,high_uncertainty
PMID_40762434_AUTO3,PMID_40762434,unspecified tea,mixed polyphenols,anti-inflammatory,microbiota-associated mechanism; SCFA-associated mechanism; barrier-related mechanism; inflammation-related mechanism,taxa as reported,SCFAs,inflammation phenotype,preclinical_in_vivo,high_uncertainty
